AssetManager,TampRIAPlatform,SponsorFirm,SponsorFirmId,AdvisoryPlatform,SmaStrategy,MorningstarStrategyId,SmaProductType,MorningstarClass,MorningstarClassId,ManagerClass,TotalAccounts,1Q 2016 a,1Q 2016 g,1Q 2016 r,1Q 2016 n,1Q 2016 d,2Q 2016 a,2Q 2016 g,2Q 2016 r,2Q 2016 n,2Q 2016 d,3Q 2016 a,3Q 2016 g,3Q 2016 r,3Q 2016 n,3Q 2016 d,4Q 2016 a,4Q 2016 g,4Q 2016 r,4Q 2016 n,4Q 2016 d,1Q 2017 a,1Q 2017 g,1Q 2017 r,1Q 2017 n,1Q 2017 d,2Q 2017 a,2Q 2017 g,2Q 2017 r,2Q 2017 n,2Q 2017 d,3Q 2017 a,3Q 2017 g,3Q 2017 r,3Q 2017 n,3Q 2017 d,4Q 2017 a,4Q 2017 g,4Q 2017 r,4Q 2017 n,4Q 2017 d,1Q 2018 a,1Q 2018 g,1Q 2018 r,1Q 2018 n,1Q 2018 d
,UBS Financial Services Inc.,UBS Financial Services Inc.,N/A,UBS/Access/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Large Cap Value,LV,U.S. Equity,467,436.7,0.8,-5.7,-4.9,N/A,440.2,1.1,-9.6,-8.5,N/A,437.8,1.1,-6.2,-5,N/A,440.4,1.2,-7.2,-6.1,N/A,443.3,1.3,-10,-8.8,N/A,421.2,1.8,-7.2,-5.3,N/A,421.7,0.1,-3.8,-3.7,N/A,423.9,6.4,-10.3,-3.9,N/A,288.6,0.4,-6.2,-5.8,N/A
,UBS Financial Services Inc.,UBS Financial Services Inc.,N/A,UBS/SWP/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Large Cap Value,LV,U.S. Equity,30,16.6,0,-0.2,-0.2,N/A,17.5,0,-0.1,-0.1,N/A,18.1,0.1,-0.1,0,N/A,18.7,0,-0.1,-0.1,N/A,20.8,0.9,-0.8,0.1,N/A,21.5,0.8,-0.7,0.1,N/A,21.3,0,0,0,N/A,22.9,0.4,-0.6,-0.1,N/A,15.1,0.2,-0.3,-0.1,N/A
,Wells Fargo Advisors PCG,Wells Fargo Advisors PCG,N/A,Wells Fargo Advisors/DMA/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Large Cap Value,LV,U.S. Equity,1,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,0.2,0.1,0,0.1,N/A,0.2,0,0,0,N/A,0.3,0,0,0,N/A
,Wells Fargo Advisors PCG,Wells Fargo Advisors PCG,N/A,Prudential/3rd Party/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Large Cap Value,LV,U.S. Equity,5,9.3,0,0,0,N/A,9.6,0,-0.4,-0.4,N/A,9.5,0,0,0,N/A,9.3,0,-0.4,-0.4,N/A,9.7,0,-0.2,-0.2,N/A,8.9,0,0,0,N/A,7.3,0,0,0,N/A,3.1,0,-1.2,-1.2,N/A,(null),(null),(null),(null),N/A
,Wells Fargo Advisors PCG,Wells Fargo Advisors PCG,N/A,Prudential/3rd Party/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Large Cap Value,LV,U.S. Equity,1,(null),(null),(null),(null),N/A,2.4,0,0,0,N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,2.7,0,0,0,N/A,2.8,0,0,0,N/A,1.9,0,-1,-1,N/A,(null),(null),(null),(null),N/A
,Wells Fargo Advisors PCG,Wells Fargo Advisors PCG,N/A,Wells Fargo Advisors/DMA/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Large Cap Value,LV,U.S. Equity,7,3.5,0,0,0,N/A,3.7,0,0,0,N/A,3.8,0,0,0,N/A,4.6,0.2,0,0.2,N/A,4.3,0,-0.2,-0.2,N/A,4.3,0,0,0,N/A,4.1,0,-0.3,-0.3,N/A,2.7,0.2,0,0.2,N/A,4.5,0,0,0,N/A
,Wells Fargo Advisors PCG,Wells Fargo Advisors PCG,N/A,Wells Fargo Advisors/DMA/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Large Cap Value,LV,U.S. Equity,56,24.9,0.5,-0.2,0.3,N/A,25.3,0.5,-0.2,0.3,N/A,27.3,0,-0.4,-0.4,N/A,28.2,0.4,-0.1,0.3,N/A,29.4,2.9,-2.5,0.5,N/A,31.8,0.6,-0.7,-0.1,N/A,31.5,0.1,-0.1,0,N/A,23.3,1.3,-0.5,0.9,N/A,32.6,3.2,-3.1,0.1,N/A
,Wells Fargo Advisors PCG,Wells Fargo Advisors PCG,N/A,Wells Fargo Advisors/DMA/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Large Cap Value,LV,U.S. Equity,10,2.2,0,0,0,N/A,3.1,0.3,-0.1,0.2,N/A,3.7,0.3,0,0.3,N/A,4.5,0.2,0,0.2,N/A,5.4,0.2,0,0.2,N/A,5.8,0,0,0,N/A,6.1,0.1,0,0.1,N/A,4.4,0.3,0,0.3,N/A,8.1,0,-0.1,-0.1,N/A
,Wells Fargo Advisors WBS,Wells Fargo Advisors WBS,N/A,Wells Fargo Advisors/Private Advisory Network/Large Cap Value,Large Cap Value,SAUSA001QU,Dual Contract,Large Cap Value,LV,U.S. Equity,3,11,0,0,0,N/A,11.8,0,0,0,N/A,12.2,0,0,0,N/A,12.8,0,0,0,N/A,13.4,0,0,0,N/A,13.4,0,-0.1,-0.1,N/A,13.7,0,0,0,N/A,14.4,0,0,0,N/A,10,0,0,0,N/A
,Wells Fargo Advisors WBS,Wells Fargo Advisors WBS,N/A,Wells Fargo Advisors/Private Advisory Network/Large Cap Value,Large Cap Value,SAUSA001QU,Dual Contract,Large Cap Value,LV,U.S. Equity,75,97.3,3.7,-0.3,3.4,N/A,99.9,0,-2.7,-2.7,N/A,98.8,0,-0.5,-0.5,N/A,100.7,0,-0.5,-0.4,N/A,104.9,0,-0.4,-0.4,N/A,90.9,0,-4.9,-4.9,N/A,91.4,0,-0.6,-0.6,N/A,84.9,0.5,-2.4,-1.9,N/A,54.6,0.2,-1.4,-1.2,N/A
,Wells Fargo Advisors WBS,Wells Fargo Advisors WBS,N/A,Wells Fargo Advisors/Private Advisory Network/Large Cap Value,Large Cap Value,SAUSA001QU,Dual Contract,Large Cap Value,LV,U.S. Equity,2,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,0.6,0.1,0,0.1,N/A,0.1,0,-0.2,-0.2,N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A
,Wells Fargo Advisors WBS,Wells Fargo Advisors WBS,N/A,Wells Fargo Advisors/Masters/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Large Cap Value,LV,U.S. Equity,1,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,7,0,-0.7,-0.7,N/A,(null),(null),(null),(null),N/A
,Merrill Lynch,Merrill Lynch,N/A,Merrill Lynch/MAA Consults/Short Duration,Limited Duration,LAMUNISHORT,Model Delivery,Muni National Short,MI,Taxable Fixed Income,1023,1175.6,22.5,-24,-1.4,N/A,1074.7,35.9,-18.4,17.5,N/A,1087,42,-34.2,7.8,N/A,1148.4,84,-28.3,55.7,N/A,1280.4,53.4,-30.7,22.8,N/A,1281,34.2,-40.5,-6.3,N/A,1181.3,20.8,-44.6,-23.8,N/A,1135.7,27.4,-29.1,-1.7,N/A,1061.6,25.5,-24.1,1.4,N/A
,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",N/A,Charles Schwab/Marketplace/Long (National) Muni,Long Municipal,SAUSA001R5,Dual Contract,Muni National Long,ML,Tax Free Fixed Income,6,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,6.5,2.5,0,2.5,N/A,12.3,2.9,0,2.9,N/A,16.4,0,0,0,N/A,17.3,0.8,0,0.8,N/A,21.6,1.7,0,1.7,N/A
,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",N/A,Charles Schwab/Marketplace/Long (National) Muni,Long Municipal,SAUSA001R6,Dual Contract,Muni National Long,ML,Tax Free Fixed Income,2,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,1.4,0,-0.5,-0.5,N/A
,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",N/A,Charles Schwab/Marketplace/Long (National) Muni,Long Municipal,SAUSA001R7,Dual Contract,Muni National Long,ML,Tax Free Fixed Income,2,3.2,0,0,0,N/A,3.3,0,0,0,N/A,3.3,0,0,0,N/A,3.1,0,0,0,N/A,2.9,0,-0.1,-0.1,N/A,2.4,0,-0.1,-0.1,N/A,2.6,0,-0.1,-0.1,N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A
,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",N/A,Charles Schwab/Marketplace/Long (National) Muni,Long Municipal,SAUSA001R8,Dual Contract,Muni National Long,ML,Tax Free Fixed Income,2,3.8,0,0,0,N/A,3.8,0,0,0,N/A,3.9,0,0,0,N/A,3.6,0,0,0,N/A,3,0,-0.2,-0.2,N/A,3,0,0,0,N/A,3,0,0,0,N/A,3,0,0,0,N/A,2.9,0,0,0,N/A
,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",N/A,Charles Schwab/Access/Long (National) Muni,Long Municipal,SAUSA001R9,Traditional,Muni National Long,ML,Tax Free Fixed Income,1,1.1,0,0,0,N/A,1.1,0,0,0,N/A,1.1,0,0,0,N/A,1.1,0,0,0,N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A
,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",N/A,Charles Schwab/Access/Long (National) Muni,Long Municipal,SAUSA001R10,Traditional,Muni National Long,ML,Tax Free Fixed Income,2,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,3.7,0,0,0,N/A,3.7,0,0,0,N/A,2.5,0,0,0,N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A
,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",N/A,Charles Schwab/Access/Long (National) Muni,Long Municipal,SAUSA001R11,Traditional,Muni National Long,ML,Tax Free Fixed Income,2,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,3.8,0,0,0,N/A,3.8,0,0,0,N/A
,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",N/A,Charles Schwab/Access/Long (National) Muni,Long Municipal,SAUSA001R12,Traditional,Muni National Long,ML,Tax Free Fixed Income,2,1.8,0,0,0,N/A,1.9,0,0,0,N/A,1.9,0,0,0,N/A,1.8,0,0,0,N/A,1.8,0,0,0,N/A,1.9,0,0,0,N/A,1.9,0,0,0,N/A,1.9,0,0,0,N/A,1.9,0,0,0,N/A
,"Empire Financial Management Company, LLC",Empire Asset Management Company,N/A,Empire/SMA Program/Long (National) Muni,Long Municipal,SAUSA001R13,Traditional,Muni National Long,ML,Tax Free Fixed Income,5,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,11.2,4,-0.1,3.8,N/A,12.3,0.3,0,0.2,N/A,19.4,0,0,0,N/A
,"Empire Financial Management Company, LLC","Empire Financial Management Company, LLC",N/A,Empire/SMA Program/Long (National) Muni,Long Municipal,SAUSA001R14,Traditional,Muni National Long,ML,Tax Free Fixed Income,5,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,13.3,4.4,0,4.4,N/A,13.3,2.5,0,2.5,N/A,13.4,0.7,-0.4,0.3,N/A
,"Envestnet Asset Management, Inc.","Envestnet Asset Management, Inc.",N/A,Envestnet/Separate Account Program/Long (National) Muni,Long Municipal,SAUSA001R15,Traditional,Muni National Long,ML,Tax Free Fixed Income,2,2,0,0,0,N/A,2.1,0,0,0,N/A,2.1,0,0,0,N/A,2,0,0,0,N/A,2,0,0,0,N/A,2,0,0,0,N/A,1.9,0,-0.1,-0.1,N/A,1.7,0,0,0,N/A,1.7,0,0,0,N/A
,"Envestnet Asset Management, Inc.","Envestnet Asset Management, Inc.",N/A,Envestnet/Separate Account Program/Long (National) Muni,Long Municipal,SAUSA001R16,Traditional,Muni National Long,ML,Tax Free Fixed Income,21,43.9,1.9,-1.1,0.8,N/A,62.6,10.3,-0.4,9.9,N/A,86.9,4.8,-0.4,4.4,N/A,85.6,0,-0.4,-0.4,N/A,82.5,0,-0.8,-0.8,N/A,81.5,0,-0.2,-0.2,N/A,83.5,2.7,-1.8,0.9,N/A,86.5,0.3,-0.1,0.2,N/A,84.9,0,-0.1,-0.1,N/A
,"Envestnet Asset Management, Inc.","Envestnet Asset Management, Inc.",N/A,Envestnet/Separate Account Program/Long (National) Muni,Long Municipal,SAUSA001R17,Traditional,Muni National Long,ML,Tax Free Fixed Income,3,(null),(null),(null),(null),N/A,14.7,0,0,0,N/A,(null),(null),(null),(null),N/A,14.2,0,0,0,N/A,(null),(null),(null),(null),N/A,14.5,0,0,0,N/A,14.4,0,-0.4,-0.4,N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A
,"Envestnet Asset Management, Inc.","Envestnet Asset Management, Inc.",N/A,Envestnet/Separate Account Program/Long (National) Muni,Long Municipal,SAUSA001R18,Traditional,Muni National Long,ML,Tax Free Fixed Income,156,366.5,19.2,-14,5,N/A,383.2,2.2,-3.4,-1.4,N/A,391.7,7.8,-3,4.8,N/A,383.4,18.6,-6.2,12.4,N/A,392.8,2.2,-4.4,-2.2,N/A,400.5,5.8,-6.8,-1,N/A,406.3,8.2,-2.4,5.8,N/A,412,9.4,-17.2,-7.8,N/A,401.9,17.6,-7.8,9.6,N/A
,"Envestnet Asset Management, Inc.","Envestnet Asset Management, Inc.",N/A,Envestnet/Separate Account Program/Long (National) Muni,Long Municipal,SAUSA001R19,Traditional,Muni National Long,ML,Tax Free Fixed Income,1,0.6,0,0,0,N/A,0.6,0,0,0,N/A,0.6,0,0,0,N/A,0.6,0,0,0,N/A,0.6,0,0,0,N/A,0.6,0,0,0,N/A,0.4,0,-0.2,-0.2,N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A
,"Envestnet Asset Management, Inc.","Envestnet Asset Management, Inc.",N/A,Envestnet/Separate Account Program/Long (National) Muni,Long Municipal,SAUSA001R20,Traditional,Muni National Long,ML,Tax Free Fixed Income,1,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,0.4,0,-0.4,-0.4,N/A,(null),(null),(null),(null),N/A
,"Envestnet Asset Management, Inc.","Envestnet Asset Management, Inc.",N/A,Envestnet/Separate Account Program/Long (National) Muni,Long Municipal,SAUSA001R21,Traditional,Muni National Long,ML,Tax Free Fixed Income,1,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,1,0.5,0,0.5,N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A
,"Envestnet Asset Management, Inc.","Envestnet Asset Management, Inc.",N/A,Envestnet/Separate Account Program/Long (National) Muni,Long Municipal,SAUSA001R22,Traditional,Muni National Long,ML,Tax Free Fixed Income,1,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,0.3,0.3,0,0.3,N/A,(null),(null),(null),(null),N/A,0.8,0,0,0,N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A
,"Envestnet Asset Management, Inc.","Envestnet Asset Management, Inc.",N/A,Envestnet/Separate Account Program/Long (National) Muni,Long Municipal,SAUSA001R23,Traditional,Muni National Long,ML,Tax Free Fixed Income,1,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,0.6,0.3,0,0.3,N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A
,"Envestnet Asset Management, Inc.","Envestnet Asset Management, Inc.",N/A,Envestnet/Separate Account Program/Long (National) Muni,Long Municipal,SAUSA001R24,Traditional,Muni National Long,ML,Tax Free Fixed Income,9,7,0.2,0,0.2,N/A,7.3,0,0,0,N/A,7.4,0,0,0,N/A,7.2,0.3,0,0.2,N/A,9.3,1.6,0,1.6,N/A,13.2,0.3,0,0.2,N/A,13.6,0,0,0,N/A,13.6,1.1,-1.1,0,N/A,13.4,0,0,0,N/A
,"Envestnet Asset Management, Inc.","Envestnet Asset Management, Inc.",N/A,Envestnet/Separate Account Program/Long (National) Muni,Long Municipal,SAUSA001R25,Traditional,Muni National Long,ML,Tax Free Fixed Income,3,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,2.2,1.7,0,1.7,N/A,(null),(null),(null),(null),N/A,6.3,0,0,0,N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A
,"Envestnet Asset Management, Inc.","Envestnet Asset Management, Inc.",N/A,Envestnet/Separate Account Program/Long (National) Muni,Long Municipal,SAUSA001R26,Traditional,Muni National Long,ML,Tax Free Fixed Income,1,3.7,0,0,0,N/A,3.7,0,0,0,N/A,3.7,0,0,0,N/A,3.5,0,0,0,N/A,3.5,0,0,0,N/A,3.6,0,0,0,N/A,3.6,0,0,0,N/A,3.6,0,0,0,N/A,3.5,0,0,0,N/A
,Fidelity Brokerage Serv,Fidelity Brokerage Serv,N/A,Fidelity/Separate Account Network/Long (National) Muni,Long Municipal,SAUSA001R27,Dual Contract,Muni National Long,ML,Tax Free Fixed Income,2,3.1,0.1,-0.1,0,N/A,(null),(null),(null),(null),N/A,3.2,0,0,0,N/A,3,0,0,0,N/A,3,0,0,0,N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A
,Fidelity Brokerage Serv,Fidelity Brokerage Serv,N/A,Fidelity/Separate Account Network/Long (National) Muni,Long Municipal,SAUSA001R28,Dual Contract,Muni National Long,ML,Tax Free Fixed Income,7,10.6,0.2,0,0.2,N/A,10.3,0,-0.3,-0.3,N/A,10.1,0,-0.1,-0.1,N/A,9.4,0,-0.1,-0.1,N/A,9.3,0,0,0,N/A,8.5,0,-0.3,-0.3,N/A,8.7,0,0,0,N/A,8.7,0,0,0,N/A,7.4,0.1,-1.4,-1.3,N/A
,Fidelity Brokerage Serv,Fidelity Brokerage Serv,N/A,Fidelity/Separate Account Network/Long (National) Muni,Long Municipal,SAUSA001R29,Dual Contract,Muni National Long,ML,Tax Free Fixed Income,1,(null),(null),(null),(null),N/A,5,2.5,0,2.5,N/A,7.5,0,0,0,N/A,7,0,0,0,N/A,7,0,0,0,N/A,7.1,0,0,0,N/A,7.2,0.2,-0.1,0.1,N/A,7.1,0,0,0,N/A,4.6,0,0,0,N/A
,Fidelity Brokerage Serv,Fidelity Brokerage Serv,N/A,Fidelity/Separate Account Network/Long (National) Muni,Long Municipal,SAUSA001R30,Dual Contract,Muni National Long,ML,Tax Free Fixed Income,1,1.8,0,0,0,N/A,1.8,0,0,0,N/A,1.8,0,0,0,N/A,1.7,0,0,0,N/A,1.7,0,0,0,N/A,1.7,0,0,0,N/A,1.7,0,0,0,N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A
,Fidelity Brokerage Serv,Fidelity Brokerage Serv,N/A,Fidelity/Separate Account Network/Long (National) Muni,Long Municipal,SAUSA001R31,Dual Contract,Muni National Long,ML,Tax Free Fixed Income,3,10.6,0,0,0,N/A,10.8,0,0,0,N/A,10.9,0,0,0,N/A,10.3,0,0,0,N/A,6.4,0,0,0,N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A
,Fidelity Brokerage Serv,Fidelity Brokerage Serv,N/A,Fidelity/Separate Account Network/Long (National) Muni,Long Municipal,SAUSA001R32,Dual Contract,Muni National Long,ML,Tax Free Fixed Income,3,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,5.9,0,0,0,N/A,11,0,0,0,N/A,11.1,0,0,0,N/A,11.8,0,0,0,N/A,11.6,0,0,0,N/A
,Fidelity Brokerage Serv,Fidelity Brokerage Serv,N/A,Fidelity/Separate Account Network/Long (National) Muni,Long Municipal,SAUSA001R33,Dual Contract,Muni National Long,ML,Tax Free Fixed Income,1,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,2.6,0,0,0,N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A
,JP Morgan Securities LLC,JP Morgan Securities LLC,N/A,JP Morgan/Manager Circuit(DC)/Long (National) Muni,Long Municipal,SAUSA001R34,Dual Contract,Muni National Long,ML,Tax Free Fixed Income,2,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,31,21.5,-6,15.5,N/A
,JP Morgan Securities LLC,JP Morgan Securities LLC,N/A,JP Morgan/Stratis/Long (National) Muni,Long Municipal,SAUSA001R35,Traditional,Muni National Long,ML,Tax Free Fixed Income,15,35.6,0,-0.6,-0.6,N/A,36.6,1.1,-0.1,1,N/A,42.3,1.2,0,1.1,N/A,41.4,0.6,0,0.5,N/A,41.9,0,-0.6,-0.6,N/A,48.6,3.6,-0.2,3.3,N/A,53.2,0.8,0,0.8,N/A,53.7,0.9,-1.2,-0.3,N/A,51.8,1.4,-1.8,-0.4,N/A
,"Lockwood Financial Svcs., Inc.","Lockwood Financial Svcs., Inc.",N/A,Lockwood/Managed Account Direct(DC)/Long (National) Muni,Long Municipal,SAUSA001R36,Dual Contract,Muni National Long,ML,Tax Free Fixed Income,1,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,1.1,1.1,0,1.1,N/A,1.7,0,0,0,N/A,1.7,0,0,0,N/A
,"Lockwood Financial Svcs., Inc.","Lockwood Financial Svcs., Inc.",N/A,Lockwood/Managed Account Command/Long (National) Muni,Long Municipal,SAUSA001R37,Traditional,Muni National Long,ML,Tax Free Fixed Income,3,5.3,0.5,0,0.5,N/A,5.4,0.1,0,0,N/A,5.5,0,0,0,N/A,5.2,0,0,0,N/A,5.1,0,0,0,N/A,5.1,0,0,0,N/A,5.1,0,0,0,N/A,5.1,0.1,0,0.1,N/A,4.7,0,-0.3,-0.3,N/A
,"Lockwood Financial Svcs., Inc.","Lockwood Financial Svcs., Inc.",N/A,Lockwood/Managed Account Command/Long (National) Muni,Long Municipal,SAUSA001R38,Traditional,Muni National Long,ML,Tax Free Fixed Income,6,6.8,0,0,0,N/A,7.3,0.1,0,0.1,N/A,7.3,0,0,0,N/A,6.9,0,0,0,N/A,7,0.1,0,0.1,N/A,7.2,0,0,0,N/A,7.2,0.1,-0.1,0,N/A,7.2,0,0,0,N/A,7,0,0,0,N/A
,"Lockwood Financial Svcs., Inc.","Lockwood Financial Svcs., Inc.",N/A,Lockwood/Managed Account Command/Long (National) Muni,Long Municipal,SAUSA001R39,Traditional,Muni National Long,ML,Tax Free Fixed Income,2,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,2.1,0.4,0,0.4,N/A,1.2,0,-0.3,-0.3,N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A
,"Lockwood Financial Svcs., Inc.","Lockwood Financial Svcs., Inc.",N/A,Lockwood/Managed Account Command/Long (National) Muni,Long Municipal,SAUSA001R40,Traditional,Muni National Long,ML,Tax Free Fixed Income,1,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,0.6,0.6,0,0.6,N/A,(null),(null),(null),(null),N/A
,"Lockwood Financial Svcs., Inc.","Lockwood Financial Svcs., Inc.",N/A,Envestnet/Separate Account Program/Long (National) Muni,Long Municipal,SAUSA001R41,Traditional,Muni National Long,ML,Tax Free Fixed Income,149,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,391.7,0,0,0,N/A,383.4,0.2,-0.2,0,N/A,392.8,0,-0.2,-0.2,N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A
,"Lockwood Financial Svcs., Inc.","Lockwood Financial Svcs., Inc.",N/A,Lockwood/Lockwood Sponsored Program/Long (National) Muni,Long Municipal,SAUSA001R42,Traditional,Muni National Long,ML,Tax Free Fixed Income,2,6.6,0,0,0,N/A,6.6,0,-0.1,-0.1,N/A,6.6,0,0,0,N/A,6.2,0,0,0,N/A,6,0,-0.1,-0.1,N/A,6,0,0,0,N/A,6,0,0,0,N/A,5.9,0,0,0,N/A,5.6,0,-0.1,-0.1,N/A
,"Lockwood Financial Svcs., Inc.","Lockwood Financial Svcs., Inc.",N/A,Lockwood/Lockwood Sponsored Program/Long (National) Muni,Long Municipal,SAUSA001R43,Traditional,Muni National Long,ML,Tax Free Fixed Income,8,3,0.8,-0.1,0.7,N/A,7.4,1.2,-0.3,0.9,N/A,8.6,0.5,0,0.5,N/A,8,0,0,0,N/A,2.3,0,-2.1,-2.1,N/A,0.9,0,0,0,N/A,0.9,0,0,0,N/A,0.9,0,0,0,N/A,0.9,0,0,0,N/A
,LPL Independent Advisor Services,LPL Independent Advisor Services,N/A,LPL/Manager Select/Long (National) Muni,Long Municipal,SAUSA001R44,Traditional,Muni National Long,ML,Tax Free Fixed Income,2,2.8,0,-0.1,-0.1,N/A,2.7,0,0,0,N/A,2.7,0,0,0,N/A,2.5,0,0,0,N/A,2.5,0,0,0,N/A,1.9,0,-0.5,-0.5,N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A,(null),(null),(null),(null),N/A
