AssetManager,TampRIAPlatform,SponsorFirm,SponsorFirmId,AdvisoryPlatform,AdvisoryPlatformCode,SmaStrategy,MorningstarStrategyId,SmaProductType,SmaProductTypeCode,MorningstarClass,MorningstarClassId,ManagerClass,TotalAccounts,1Q 2016 a,1Q 2016 g,1Q 2016 r,1Q 2016 n,1Q 2016 d,2Q 2016 a,2Q 2016 g,2Q 2016 r,2Q 2016 n,2Q 2016 d,3Q 2016 a,3Q 2016 g,3Q 2016 r,3Q 2016 n,3Q 2016 d,4Q 2016 a,4Q 2016 g,4Q 2016 r,4Q 2016 n,4Q 2016 d,1Q 2017 a,1Q 2017 g,1Q 2017 r,1Q 2017 n,1Q 2017 d,2Q 2017 a,2Q 2017 g,2Q 2017 r,2Q 2017 n,2Q 2017 d,3Q 2017 a,3Q 2017 g,3Q 2017 r,3Q 2017 n,3Q 2017 d,4Q 2017 a,4Q 2017 g,4Q 2017 r,4Q 2017 n,4Q 2017 d,1Q 2018 a,1Q 2018 g,1Q 2018 r,1Q 2018 n,1Q 2018 d
Delaware,,Oppenheimer,7834,IAS,,Large Cap Value,SAUSA001KK,Core,Trad,Large Cap Value,LV,,0,17.88775078,,,,,19.61441576,,,,,18.71945266,,,,,19.36380698,,,,,19.16381666,,,,,0,,,,,0,,,,,0,,,,,0,,,,
Delaware,,Oppenheimer,7834,OPPN UMA,,International Equity ADR,SAUSA001LV,Model AUA,Model,Foreign Large Value,FV,,1,0,,,,,0,,,,,0,,,,,59.71405,,,,,62.803421,,,,,63.445972,,,,,65.082026,,,,,65.7168,,,,,64.413403,,,,
Delaware,,Oppenheimer,7834,STAR,,Large Cap Value,SAUSA001KK,Non-Core,Dual,Large Cap Value,LV,,7,0.48142136,,,,,0.52106089,,,,,0.5162675,,,,,0.52535408,,,,,0.54199,,,,,10.61238611,,,,,10.96841477,,,,,11.49693074,,,,,11.35364432,,,,
Delaware,,Pershing Advisor Solutions,7560,PAS Dual Contract,,Multi Cap Growth Equity - All Cap Growth,,Non-Core,Dual,Multi Cap Growth,AG,,0,11.47427296,,,,,6.3072416,,,,,3.15090904,,,,,3.08491777,,,,,1.72463714,,,,,1.77840776,,,,,1.86918115,,,,,0,,,,,0,,,,
Delaware,,Pershing Advisor Solutions,7560,PAS Dual Contract,,Small Cap Growth Equity,,Non-Core,Dual,Small Cap Growth,SG,,0,0.14978832,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,
Delaware,,PFPC - Fidelity/Pershing/Schwab,7560,Pershing,,International Equity ADR,SAUSA001LV,Core,Trad,Foreign Large Value,FV,,0,72.81168324,,,,,53.98228328,,,,,23.85444857,,,,,9.13890984,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,
Delaware,,PNC Wealth Mgmt (ADVISORS),129052,PNC ADVISORS (UMA & MAP),,Large Cap Value,SAUSA001KK,Model AUA,Model,Large Cap Value,LV,,1,31.593282,,,,,165.096083,,,,,168.62335,,,,,150.497703,,,,,163.906681,,,,,174.739418,,,,,172.173843,,,,,190.410827,,,,,187.267729,,,,
Delaware,,PNC Wealth Mgmt (ADVISORS),129052,PNC WEALTH MGMT (ADVISORS - MAS),,International Equity ADR,SAUSA001LV,Core,Trad,Foreign Large Value,FV,,237,105.3875524,,,,,111.5183875,,,,,114.1964437,,,,,110.9533555,,,,,116.9844486,,,,,122.8324962,,,,,126.3019453,,,,,129.7693605,,,,,130.3781915,,,,
Delaware,,PNC Wealth Mgmt (ADVISORS),129052,PNC WEALTH MGMT (ADVISORS - MAS),,Large Cap Growth Equity,SAUSA005E0,Core,Trad,Large Cap Growth,LG,,18,31.70933471,,,,,30.83869604,,,,,30.49926517,,,,,23.39139947,,,,,14.92510613,,,,,8.57899494,,,,,8.89545076,,,,,8.41552461,,,,,7.636594,,,,
Delaware,,Raymond James,705,Outside Money Manager,,International Equity ADR,SAUSA001LV,Non-Core,Dual,Foreign Large Value,FV,,0,0,,,,,0,,,,,14.25537296,,,,,19.8194786,,,,,21.2807367,,,,,21.50059473,,,,,22.01374421,,,,,0,,,,,0,,,,
Delaware,,Raymond James,705,Outside Money Manager,,Multi Cap Growth Equity - All Cap Growth,,Non-Core,Dual,Multi Cap Growth,AG,,9,5.74902751,,,,,6.13779028,,,,,6.66716608,,,,,6.48532526,,,,,6.83983475,,,,,7.00787036,,,,,7.35481643,,,,,7.88471573,,,,,8.09811654,,,,
Delaware,,Raymond James,705,Outside Money Manager,,Small Cap Growth Equity,,Non-Core,Dual,Small Cap Growth,SG,,1,0,,,,,0,,,,,0.48416318,,,,,0.44014155,,,,,0.45697961,,,,,0.47805829,,,,,0.49374942,,,,,0.58845131,,,,,0.61168563,,,,
Delaware,,Raymond James,705,RAY Consulting Services,,International Equity ADR,SAUSA001LV,Core,Trad,Foreign Large Value,FV,,93,0,,,,,0,,,,,41.43840318,,,,,41.4284491,,,,,42.68586707,,,,,44.92431499,,,,,47.81577388,,,,,45.62019498,,,,,47.6329432,,,,
Delaware,,Raymond James,705,RAY Consulting Services,,Large Cap Growth Equity,SAUSA005E0,Core,Trad,Large Cap Growth,LG,,188,87.16607642,,,,,91.67850245,,,,,89.9531402,,,,,80.10258563,,,,,79.15786709,,,,,81.75302802,,,,,86.63633278,,,,,87.47628461,,,,,86.38115782,,,,
Delaware,,Raymond James,705,RAY Consulting Services,,Large Cap Value,SAUSA001KK,Core,Trad,Large Cap Value,LV,,314,109.9822131,,,,,120.8253347,,,,,120.5537972,,,,,139.3290114,,,,,149.0437328,,,,,158.6668435,,,,,180.533774,,,,,181.6007346,,,,,175.1628744,,,,
Delaware,,Raymond James,705,RAY Consulting Services,,Mid Cap Growth Equity,,Core,Trad,Mid Cap Growth,MG,,1,0,,,,,0,,,,,1.17338366,,,,,1.10524185,,,,,1.20645882,,,,,1.25340075,,,,,1.30309733,,,,,1.42387832,,,,,1.52261828,,,,
Delaware,,Schwab,5393,SWB Access,,International Equity ADR,SAUSA001LV,Core,Trad,Foreign Large Value,FV,,34,17.85011509,,,,,18.0455061,,,,,18.70356702,,,,,18.26041552,,,,,18.98169688,,,,,20.16468816,,,,,21.13806164,,,,,25.94545484,,,,,25.24599134,,,,
Delaware,,Schwab,5393,SWB Access,,Large Cap Value,SAUSA001KK,Core,Trad,Large Cap Value,LV,,41,22.35714218,,,,,26.42885159,,,,,26.33192481,,,,,27.19920209,,,,,29.03073367,,,,,27.4900171,,,,,28.26033555,,,,,34.64322234,,,,,35.23120838,,,,
Delaware,,Schwab,5393,SWB BLM TEMP,,Multi Cap Growth Equity - All Cap Growth,,Non-Core,Dual,Multi Cap Growth,AG,,0,0,,,,,0,,,,,4.24351214,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,
Delaware,,Schwab,5393,SWB Marketplace,,International Equity ADR,SAUSA001LV,Non-Core,Dual,Foreign Large Value,FV,,8,3.92764752,,,,,3.970853,,,,,4.11609204,,,,,4.02223653,,,,,4.31365585,,,,,4.47904559,,,,,4.47438243,,,,,4.65129452,,,,,4.57649949,,,,
Delaware,,Schwab,5393,SWB Marketplace,,Large Cap Growth Equity,SAUSA005E0,Non-Core,Dual,Large Cap Growth,LG,,4,1.58498614,,,,,1.55450676,,,,,1.67141396,,,,,1.60084932,,,,,1.71425759,,,,,1.82212285,,,,,1.95230349,,,,,2.00644469,,,,,2.54768415,,,,
Delaware,,Schwab,5393,SWB Marketplace,,Large Cap Value,SAUSA001KK,Non-Core,Dual,Large Cap Value,LV,,36,10.23995479,,,,,12.08525111,,,,,13.96887689,,,,,12.90505091,,,,,11.71003124,,,,,11.03811114,,,,,18.69400294,,,,,20.46793441,,,,,22.17774834,,,,
Delaware,,Schwab,5393,SWB Marketplace,,Mid Cap Growth Equity,,Non-Core,Dual,Mid Cap Growth,MG,,1,0.25954213,,,,,0.26234127,,,,,0.26855078,,,,,0.25159529,,,,,0.27432653,,,,,0.28346265,,,,,0.29318451,,,,,0.31973585,,,,,0.34104817,,,,
Delaware,,Schwab,5393,SWB Marketplace,,Multi Cap Growth Equity - All Cap Growth,,Non-Core,Dual,Multi Cap Growth,AG,,4,7.05909714,,,,,4.9430141,,,,,0.76505927,,,,,4.87500726,,,,,4.16492755,,,,,4.27613434,,,,,4.50661315,,,,,4.90565523,,,,,4.61179973,,,,
Delaware,,Schwab,5393,SWB Marketplace,,Small Cap Growth Equity,,Non-Core,Dual,Small Cap Growth,SG,,0,0.52295891,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,
Delaware,,SCOTIA MCLEOD,T1270,SUMMIT,,Government - Model Accounts,,Model AUA,Model,Intermediate Government,GI,,1,26.954601,,,,,22.837,,,,,24.01946,,,,,9.218627,,,,,6.560293,,,,,6.679077,,,,,4.92971,,,,,4.914041,,,,,4.491172,,,,
Delaware,,SCOTIA MCLEOD,T1270,SUMMIT,,Large Cap Value,SAUSA001KK,Model AUA,Model,Large Cap Value,LV,,1,55.093638,,,,,57.222584,,,,,56.915805,,,,,58.501299,,,,,60.560945,,,,,60.153523,,,,,58.941402,,,,,60.06438,,,,,60.241944,,,,
Delaware,,SEI Investments Management,10690,IMAP,,Large Cap Growth Equity,SAUSA005E0,Model AUA,Model,Large Cap Growth,LG,,1,109.453622,,,,,108.143402,,,,,107.35996,,,,,106.777096,,,,,133.8261249,,,,,136.781405,,,,,134.057776,,,,,154.451121,,,,,152.181907,,,,
Delaware,,SEI Investments Management,10690,Managed Account Program,,Large Cap Growth Equity,SAUSA005E0,Core,Trad,Large Cap Growth,LG,,77,128.8810699,,,,,109.6124685,,,,,112.6399254,,,,,101.7717306,,,,,106.1326801,,,,,105.4414932,,,,,69.74949345,,,,,68.04713375,,,,,61.60327684,,,,
Delaware,,UBS Financial,8174,ACCESS,,International Equity ADR,SAUSA001LV,Core,Trad,Foreign Large Value,FV,,1479,523.5517902,,,,,528.0941829,,,,,545.5733564,,,,,527.1574162,,,,,550.9531577,,,,,581.4790841,,,,,611.1791359,,,,,630.0998107,,,,,623.085814,,,,
Delaware,,UBS Financial,8174,ACCESS,,Large Cap Value,SAUSA001KK,Core,Trad,Large Cap Value,LV,,616,189.8080432,,,,,228.605235,,,,,242.6482604,,,,,264.4673944,,,,,269.2199991,,,,,263.3434412,,,,,250.8623728,,,,,247.0304663,,,,,254.0057337,,,,
Delaware,,UBS Financial,8174,ACCESS,,Small Cap Core (Full Model),,Core,Trad,Small Cap Blend,SB,,16,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1.98396685,,,,,2.2550845,,,,,2.72443731,,,,,4.424177,,,,
Delaware,,UBS Financial,8174,MAC,,Intermediate Aggregate US Gov,FOUSA08NNX,Non-Core,Dual,Intermediate Government,GI,,1,29.40566231,,,,,29.73818152,,,,,29.78228408,,,,,29.07479118,,,,,29.18331787,,,,,29.41035856,,,,,29.54490479,,,,,29.53433686,,,,,29.23377546,,,,
Delaware,,UBS Financial,8174,MAC,,International Equity ADR,SAUSA001LV,Non-Core,Dual,Foreign Large Value,FV,,0,0,,,,,0,,,,,5.54502824,,,,,5.42049597,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,
Delaware,,UBS Financial,8174,MAC,,International Equity ADR,SAUSA001LV,Non-Core,Dual,Foreign Large Value,FV,,5,5.39384434,,,,,5.34060897,,,,,0,,,,,0,,,,,5.62356302,,,,,5.51147157,,,,,5.62783056,,,,,5.83116476,,,,,5.5635817,,,,
Delaware,,UBS Financial,8174,MAC,,Large Cap Value,SAUSA001KK,Non-Core,Dual,Large Cap Value,LV,,0,78.28756722,,,,,85.67988277,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,
Delaware,,UBS Financial,8174,MAC,,Large Cap Value,SAUSA001KK,Non-Core,Dual,Large Cap Value,LV,,13,0,,,,,0,,,,,85.85812039,,,,,107.43431,,,,,129.9008121,,,,,144.9112696,,,,,150.3441739,,,,,158.4747956,,,,,153.2232129,,,,
Delaware,,UBS Financial,8174,MAC,,Multi Cap Growth Equity - All Cap Growth,,Non-Core,Dual,Multi Cap Growth,AG,,5,0,,,,,0,,,,,10.55306057,,,,,10.27839602,,,,,10.86065834,,,,,9.6167235,,,,,8.39956736,,,,,4.85360283,,,,,4.93687674,,,,
Delaware,,UBS Financial,8174,SWP,,International Equity ADR,SAUSA001LV,Core,Trad,Foreign Large Value,FV,,348,61.88462039,,,,,62.74383385,,,,,66.37333768,,,,,66.31656909,,,,,73.08979067,,,,,78.34035195,,,,,81.7212564,,,,,83.30266988,,,,,85.46022476,,,,
Delaware,,UBS Financial,8174,SWP,,Large Cap Value,SAUSA001KK,Core,Trad,Large Cap Value,LV,,234,57.76695148,,,,,71.88449229,,,,,76.05891685,,,,,76.33468777,,,,,76.72327417,,,,,78.59289146,,,,,73.91930731,,,,,75.88753426,,,,,69.07583458,,,,
Delaware,,UBS Financial,8174,SWP,,Small Cap Core (Full Model),,Core,Trad,Small Cap Blend,SB,,6,0,,,,,0,,,,,0.10104289,,,,,0.59819905,,,,,0.60604274,,,,,0.955645,,,,,1.17687512,,,,,1.58625943,,,,,1.8072715,,,,
Delaware,,UBS Financial,8174,UBS MAC,,Multi Cap Growth Equity - All Cap Growth,,Non-Core,Dual,Multi Cap Growth,AG,,0,9.62983408,,,,,9.73855181,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,
Delaware,,UBS Financial,8174,UBS MDA,,International Equity ADR,SAUSA001LV,Model AUA,Model,Foreign Large Value,FV,,1,33.444685,,,,,30.121349,,,,,29.581198,,,,,25.480107,,,,,25.255221,,,,,25.76457,,,,,26.306233,,,,,26.88586,,,,,26.157793,,,,
Delaware,,Wells Fargo Advisors - Wachovia Securities,11025,DMA,,Aggregate US Gov,FOUSA08NNW,Core,Trad,Intermediate Government,GI,,20,5.50918607,,,,,5.73343117,,,,,6.17345747,,,,,5.61393453,,,,,5.7378023,,,,,6.5372313,,,,,5.93508421,,,,,5.90821728,,,,,5.27223894,,,,
Delaware,,Wells Fargo Advisors - Wachovia Securities,11025,DMA,,Focus Non-US,FOUSA06MOM,Core,Trad,Foreign Large Value,FV,,0,12.64569745,,,,,9.97478046,,,,,8.87392891,,,,,7.94100214,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,
Delaware,,Wells Fargo Advisors - Wachovia Securities,11025,DMA,,Intermediate Aggregate US Gov,FOUSA08NNX,Core,Trad,Intermediate Government,GI,,35,20.9131485,,,,,20.49407751,,,,,9.06952369,,,,,8.82088086,,,,,8.73046289,,,,,8.18001468,,,,,9.55300584,,,,,26.14791073,,,,,28.7358087,,,,
Delaware,,Wells Fargo Advisors - Wachovia Securities,11025,DMA,,International Equity ADR,SAUSA001LV,Core,Trad,Foreign Large Value,FV,,595,100.1227344,,,,,104.4070487,,,,,110.6099452,,,,,106.4953334,,,,,116.2979513,,,,,121.2862547,,,,,129.1882884,,,,,134.5740336,,,,,133.1409356,,,,
Delaware,,Wells Fargo Advisors - Wachovia Securities,11025,DMA,,Large Cap Value,SAUSA001KK,Model AUA,Model,Large Cap Value,LV,,1,234.639977,,,,,271.686254,,,,,289.743551,,,,,300.315942,,,,,303.521925,,,,,297.60292,,,,,306.767646,,,,,308.680219,,,,,293.519352,,,,
Delaware,,Wells Fargo Advisors - Wachovia Securities,11025,DMA,,Low Duration US Gov,FOUSA08NNY,Core,Trad,Short Governement,GS,,55,9.99494129,,,,,10.5678401,,,,,12.75912115,,,,,13.0987038,,,,,13.89399033,,,,,13.00423928,,,,,13.26676056,,,,,13.66153059,,,,,14.04482464,,,,
Delaware,,Wells Fargo Advisors - Wachovia Securities,11025,Masters,,Aggregate US Gov,FOUSA08NNW,Core,Trad,Intermediate Government,GI,,18,14.36354911,,,,,14.30028847,,,,,12.9489633,,,,,11.69429713,,,,,11.25756771,,,,,9.44070425,,,,,9.24004884,,,,,6.79670256,,,,,6.18661856,,,,
Delaware,,Wells Fargo Advisors - Wachovia Securities,11025,Masters,,Focus Non-US,FOUSA06MOM,Core,Trad,Foreign Large Value,FV,,0,8.89630112,,,,,5.78957021,,,,,5.38276469,,,,,4.77269326,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,
Delaware,,Wells Fargo Advisors - Wachovia Securities,11025,Masters,,Intermediate Aggregate US Gov,FOUSA08NNX,Core,Trad,Intermediate Government,GI,,72,80.65571153,,,,,74.85104927,,,,,71.12751892,,,,,65.58941269,,,,,56.38912117,,,,,44.66231159,,,,,41.6607012,,,,,40.83654418,,,,,37.15923982,,,,
Delaware,,Wells Fargo Advisors - Wachovia Securities,11025,Masters,,International Equity ADR,SAUSA001LV,Core,Trad,Foreign Large Value,FV,,475,206.9396334,,,,,199.8006889,,,,,206.4519526,,,,,195.0297519,,,,,204.4446628,,,,,211.5467896,,,,,224.7062164,,,,,229.3004718,,,,,228.8306258,,,,
Delaware,,Wells Fargo Advisors - Wachovia Securities,11025,Masters,,Large Cap Value,SAUSA001KK,Model AUA,Model,Large Cap Value,LV,,1,307.939685,,,,,342.703415,,,,,365.659325,,,,,403.826028,,,,,396.427414,,,,,387.613616,,,,,375.557785,,,,,379.112794,,,,,356.40445,,,,
Delaware,,Wells Fargo Advisors - Wachovia Securities,11025,Masters,,Low Duration US Gov,FOUSA08NNY,Core,Trad,Short Governement,GS,,28,15.55967158,,,,,12.41119828,,,,,13.00727646,,,,,12.8902115,,,,,12.4816395,,,,,16.64240312,,,,,14.90384874,,,,,15.03211351,,,,,9.95572044,,,,
Delaware,,Wells Fargo Advisors - Wachovia Securities,11025,Masters - Trust,,International Equity ADR,SAUSA001LV,Core,Trad,Foreign Large Value,FV,,1,9.98265453,,,,,10.0850909,,,,,10.47372027,,,,,10.24557004,,,,,12.01359879,,,,,13.44266783,,,,,15.06119197,,,,,15.67693539,,,,,15.43178117,,,,
Delaware,,Wells Fargo Advisors - Wachovia Securities,11025,Network,,Aggregate US Gov,FOUSA08NNW,Non-Core,Dual,Intermediate Government,GI,,1,60.63654979,,,,,61.8490619,,,,,62.29765166,,,,,60.12870297,,,,,60.47133241,,,,,61.48926872,,,,,65.97889063,,,,,70.34916879,,,,,69.21875518,,,,
Delaware,,Wells Fargo Advisors - Wachovia Securities,11025,Network,,Intermediate Aggregate US Gov,FOUSA08NNX,Non-Core,Dual,Intermediate Government,GI,,0,24.02246143,,,,,24.30201512,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,
Delaware,,Wells Fargo Advisors - Wachovia Securities,11025,Network,,Intermediate Aggregate US Gov,FOUSA08NNX,Non-Core,Dual,Intermediate Government,GI,,0,11.78639591,,,,,11.94688346,,,,,11.96425819,,,,,11.69600918,,,,,11.73003053,,,,,0,,,,,0,,,,,0,,,,,0,,,,
Delaware,,Wells Fargo Advisors - Wachovia Securities,11025,Network,,Intermediate Aggregate US Gov,FOUSA08NNX,Non-Core,Dual,Intermediate Government,GI,,1,21.18982605,,,,,21.4894493,,,,,30.022873,,,,,29.37911622,,,,,29.55919169,,,,,29.83801097,,,,,29.99998189,,,,,29.9819525,,,,,29.7213417,,,,
Delaware,,Wells Fargo Advisors - Wachovia Securities,11025,Network,,Intermediate Aggregate US Gov,FOUSA08NNX,Non-Core,Dual,Intermediate Government,GI,,2,89.28504345,,,,,92.22523512,,,,,93.52748593,,,,,95.09665947,,,,,101.2993968,,,,,106.2767736,,,,,110.4369519,,,,,116.2031906,,,,,120.196919,,,,
Delaware,,Wells Fargo Advisors - Wachovia Securities,11025,Network,,Large Cap Value,SAUSA001KK,Non-Core,Dual,Large Cap Value,LV,,3,3.16699199,,,,,3.45188363,,,,,3.43660156,,,,,3.53351477,,,,,3.61792978,,,,,3.59429355,,,,,3.73775839,,,,,3.93820452,,,,,3.86030235,,,,
Delaware,,Wells Fargo Advisors - Wachovia Securities,11025,Network,,Large Cap Value,SAUSA001KK,Non-Core,Dual,Large Cap Value,LV,,2,88.29897175,,,,,98.55359448,,,,,99.52508673,,,,,104.3185749,,,,,104.0524585,,,,,102.7542318,,,,,109.6569829,,,,,112.4116175,,,,,112.9443846,,,,
Delaware,,Wells Fargo Advisors - Wachovia Securities,11025,Network,,Low Duration US Gov,FOUSA08NNY,Non-Core,Dual,Short Governement,GS,,1,13.28900742,,,,,13.36978345,,,,,13.4195804,,,,,13.29236989,,,,,13.81110531,,,,,13.89403139,,,,,10.01249765,,,,,10.0278837,,,,,11.49612648,,,,
Delaware,,Wells Fargo Advisors - Wachovia Securities,11025,Network,,Multi Cap Growth Equity - All Cap Growth,,Non-Core,Dual,Multi Cap Growth,AG,,7,14.70176565,,,,,14.82917838,,,,,15.58855139,,,,,17.71958408,,,,,16.56981455,,,,,16.54857258,,,,,17.42690637,,,,,18.50851947,,,,,20.00551615,,,,
Delaware,,Wells Fargo Advisors - Wachovia Securities,11025,Network,,Small Cap Growth Equity,,Non-Core,Dual,Small Cap Growth,SG,,2,1.24735451,,,,,1.24428356,,,,,1.46758409,,,,,1.33551097,,,,,1.38433653,,,,,1.11838078,,,,,1.08097216,,,,,1.23127507,,,,,1.22637239,,,,
Delaware,,Wells Fargo Bank,11025,Strategic Portfolios,,Aggregate US Gov,FOUSA08NNW,Core,Trad,Intermediate Government,GI,,6,6.97131733,,,,,7.16210893,,,,,7.17903304,,,,,6.83234576,,,,,6.78728505,,,,,6.82626648,,,,,6.77675146,,,,,6.39039937,,,,,6.1688308,,,,
Delaware,,Wells Fargo Bank,11025,Strategic Portfolios,,Intermediate Aggregate US Gov,FOUSA08NNX,Core,Trad,Intermediate Government,GI,,5,3.2658139,,,,,3.27417475,,,,,3.3570951,,,,,3.24992023,,,,,2.82248603,,,,,2.82167415,,,,,2.81506697,,,,,2.76186718,,,,,2.91965245,,,,
Delaware,,Wells Fargo Bank,11025,Strategic Portfolios,,International Equity ADR,SAUSA001LV,Core,Trad,Foreign Large Value,FV,,82,59.24154561,,,,,65.45039816,,,,,69.41066396,,,,,71.67557543,,,,,77.55437401,,,,,79.66195693,,,,,79.91688064,,,,,74.49617563,,,,,73.09324327,,,,
Delaware,,Wells Fargo Bank,11025,Strategic Portfolios,,Large Cap Value,SAUSA001KK,Core,Trad,Large Cap Value,LV,,254,146.8110102,,,,,173.692662,,,,,201.118697,,,,,210.8483384,,,,,218.685556,,,,,207.8162198,,,,,201.6972946,,,,,203.9789311,,,,,188.2545801,,,,
Delaware,,Wells Fargo Bank,11025,Strategic Portfolios,,Low Duration US Gov,FOUSA08NNY,Core,Trad,Short Governement,GS,,7,2.23061002,,,,,1.57943473,,,,,1.54979748,,,,,1.52310371,,,,,1.52136691,,,,,1.61729545,,,,,1.61456501,,,,,1.60287948,,,,,1.51055197,,,,
Delaware,,Wood Gundy,T1241,ICS,,Intermediate Aggregate - Low Turnover,FOUSA08NNX,Core,Trad,Intermediate Government,GI,,14,5.24791291,,,,,5.44562932,,,,,4.83427184,,,,,3.94587642,,,,,3.76733379,,,,,3.6728399,,,,,4.58326761,,,,,5.31618496,,,,,5.03034711,,,,
