"	FlowDate		SponsorFirm	SponsorFirmId	SmaStrategy		SmaProductType	SmaProductTypeCode		MorningstarStrategyId		Assets",,,
"MLAD	Q3-2017                          	Nuveen Asset Management	""M. Griffith Investment Services"," Inc""	2078	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.0061",,
"MLAD	Q3-2016                          	Nuveen Asset Management	""M. Griffith Investment Services"," Inc""	2078	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	1.4024",,
"MLAD	Q3-2017                          	Nuveen Asset Management	""M. Griffith Investment Services"," Inc""	2078	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	0.8781",,
"MLAD	Q4-2016                          	Nuveen Asset Management	""M. Griffith Investment Services"," Inc""	2078	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.0102",,
"MLAD	Q4-2017                          	Nuveen Asset Management	""M. Griffith Investment Services"," Inc""	2078	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	0.8657",,
"MLAD	Q4-2016                          	Nuveen Asset Management	""M. Griffith Investment Services"," Inc""	2078	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	1.3278",,
"MLAD	Q4-2017                          	Nuveen Asset Management	""M. Griffith Investment Services"," Inc""	2078	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.0091",,
"MLAD	Q1-2016                          	Nuveen Asset Management	Associated Investment Svs.	1464	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	0.2225",,,
"MLAD	Q1-2016                          	Nuveen Asset Management	Associated Investment Svs.	1464	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.0024",,,
"MLAD	Q1-2017                          	Nuveen Asset Management	Associated Investment Svs.	1464	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.0032",,,
"MLAD	Q1-2017                          	Nuveen Asset Management	Associated Investment Svs.	1464	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	0.2078",,,
"MLAD	Q1-2018                          	Nuveen Asset Management	Associated Investment Svs.	1464	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.206",,,
"MLAD	Q2-2016                          	Nuveen Asset Management	Associated Investment Svs.	1464	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	0.2255",,,
"MLAD	Q2-2017                          	Nuveen Asset Management	Associated Investment Svs.	1464	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	0.2101",,,
"MLAD	Q2-2017                          	Nuveen Asset Management	Associated Investment Svs.	1464	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.0024",,,
"MLAD	Q3-2016                          	Nuveen Asset Management	Associated Investment Svs.	1464	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.0032",,,
"MLAD	Q2-2016                          	Nuveen Asset Management	Associated Investment Svs.	1464	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.0024",,,
"MLAD	Q3-2016                          	Nuveen Asset Management	Associated Investment Svs.	1464	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	0.2205",,,
"MLAD	Q3-2017                          	Nuveen Asset Management	Associated Investment Svs.	1464	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.0024",,,
"MLAD	Q4-2016                          	Nuveen Asset Management	Associated Investment Svs.	1464	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	0.2095",,,
"MLAD	Q4-2017                          	Nuveen Asset Management	Associated Investment Svs.	1464	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	0.206",,,
"MLAD	Q3-2017                          	Nuveen Asset Management	Associated Investment Svs.	1464	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	0.2071",,,
"MLAD	Q4-2016                          	Nuveen Asset Management	Associated Investment Svs.	1464	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.0016",,,
"MLAD	Q4-2017                          	Nuveen Asset Management	Associated Investment Svs.	1464	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.0016",,,
"MLAD	Q1-2016                          	Nuveen Asset Management	""Foothill Securities"," Inc.""	1027	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.003",,
"MLAD	Q1-2016                          	Nuveen Asset Management	""Foothill Securities"," Inc.""	1027	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	0.7883",,
"MLAD	Q1-2017                          	Nuveen Asset Management	""Foothill Securities"," Inc.""	1027	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	S	0.5359",,
"MLAD	Q1-2017                          	Nuveen Asset Management	""Foothill Securities"," Inc.""	1027	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	1.0259",,
"MLAD	Q1-2017                          	Nuveen Asset Management	""Foothill Securities"," Inc.""	1027	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.1855",,
"MLAD	Q1-2018                          	Nuveen Asset Management	""Foothill Securities"," Inc.""	1027	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	0.4658",,
"MLAD	Q2-2016                          	Nuveen Asset Management	""Foothill Securities"," Inc.""	1027	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	0.7953",,
"MLAD	Q2-2017                          	Nuveen Asset Management	""Foothill Securities"," Inc.""	1027	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	1.0417",,
"MLAD	Q2-2016                          	Nuveen Asset Management	""Foothill Securities"," Inc.""	1027	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.003",,
"MLAD	Q2-2017                          	Nuveen Asset Management	""Foothill Securities"," Inc.""	1027	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	S	0.0012",,
"MLAD	Q3-2016                          	Nuveen Asset Management	""Foothill Securities"," Inc.""	1027	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.003",,
"MLAD	Q3-2016                          	Nuveen Asset Management	""Foothill Securities"," Inc.""	1027	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	0.7208",,
"MLAD	Q3-2017                          	Nuveen Asset Management	""Foothill Securities"," Inc.""	1027	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	0.6324",,
"MLAD	Q2-2017                          	Nuveen Asset Management	""Foothill Securities"," Inc.""	1027	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.1595",,
"MLAD	Q4-2016                          	Nuveen Asset Management	""Foothill Securities"," Inc.""	1027	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	0.6821",,
"MLAD	Q4-2017                          	Nuveen Asset Management	""Foothill Securities"," Inc.""	1027	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	0.6312",,
"MLAD	Q4-2016                          	Nuveen Asset Management	""Foothill Securities"," Inc.""	1027	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.073",,
"MLAD	Q1-2016                          	Nuveen Asset Management	Wayne Hummer Investments LLC	875	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	0.2704",,,
"MLAD	Q1-2017                          	Nuveen Asset Management	Wayne Hummer Investments LLC	875	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	0.2633",,,
"MLAD	Q1-2018                          	Nuveen Asset Management	Wayne Hummer Investments LLC	875	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	0.2646",,,
"MLAD	Q2-2016                          	Nuveen Asset Management	Wayne Hummer Investments LLC	875	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	0.2774",,,
"MLAD	Q2-2017                          	Nuveen Asset Management	Wayne Hummer Investments LLC	875	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	0.2686",,,
"MLAD	Q4-2016                          	Nuveen Asset Management	Wayne Hummer Investments LLC	875	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.0022",,,
"MLAD	Q3-2016                          	Nuveen Asset Management	Wayne Hummer Investments LLC	875	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	0.2743",,,
"MLAD	Q4-2016                          	Nuveen Asset Management	Wayne Hummer Investments LLC	875	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	0.2617",,,
"MLAD	Q3-2017                          	Nuveen Asset Management	Wayne Hummer Investments LLC	875	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	0.2684",,,
"MLAD	Q4-2017                          	Nuveen Asset Management	Wayne Hummer Investments LLC	875	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	0.2698",,,
"MLAD	Q1-2016                          	Nuveen Asset Management	Waddell & Reed Inc.	866	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	2.7082",,,
"MLAD	Q1-2016                          	Nuveen Asset Management	Waddell & Reed Inc.	866	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.0431",,,
"MLAD	Q1-2016                          	Nuveen Asset Management	Waddell & Reed Inc.	866	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	S	0.9566",,,
"MLAD	Q1-2017                          	Nuveen Asset Management	Waddell & Reed Inc.	866	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	S	0.5348",,,
"MLAD	Q1-2017                          	Nuveen Asset Management	Waddell & Reed Inc.	866	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	3.7778",,,
"MLAD	Q1-2018                          	Nuveen Asset Management	Waddell & Reed Inc.	866	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	1.8157",,,
"MLAD	Q1-2017                          	Nuveen Asset Management	Waddell & Reed Inc.	866	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-1.2603",,,
"MLAD	Q2-2016                          	Nuveen Asset Management	Waddell & Reed Inc.	866	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.0036",,,
"MLAD	Q2-2017                          	Nuveen Asset Management	Waddell & Reed Inc.	866	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	3.6172",,,
"MLAD	Q2-2016                          	Nuveen Asset Management	Waddell & Reed Inc.	866	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	3.2001",,,
"MLAD	Q1-2018                          	Nuveen Asset Management	Waddell & Reed Inc.	866	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.3742",,,
"MLAD	Q2-2018                          	Nuveen Asset Management	Waddell & Reed Inc.	866	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.015",,,
"MLAD	Q2-2017                          	Nuveen Asset Management	Waddell & Reed Inc.	866	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.2576",,,
"MLAD	Q3-2016                          	Nuveen Asset Management	Waddell & Reed Inc.	866	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	S	1.4591",,,
"MLAD	Q3-2016                          	Nuveen Asset Management	Waddell & Reed Inc.	866	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	4.6237",,,
"MLAD	Q3-2017                          	Nuveen Asset Management	Waddell & Reed Inc.	866	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	S	0.0021",,,
"MLAD	Q2-2016                          	Nuveen Asset Management	Waddell & Reed Inc.	866	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	S	0.44",,,
"MLAD	Q3-2017                          	Nuveen Asset Management	Waddell & Reed Inc.	866	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	3.2248",,,
"MLAD	Q3-2016                          	Nuveen Asset Management	Waddell & Reed Inc.	866	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.007",,,
"MLAD	Q2-2017                          	Nuveen Asset Management	Waddell & Reed Inc.	866	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	S	0.0021",,,
"MLAD	Q4-2016                          	Nuveen Asset Management	Waddell & Reed Inc.	866	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	S	0.0471",,,
"MLAD	Q4-2016                          	Nuveen Asset Management	Waddell & Reed Inc.	866	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	4.4892",,,
"MLAD	Q3-2017                          	Nuveen Asset Management	Waddell & Reed Inc.	866	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.4167",,,
"MLAD	Q4-2017                          	Nuveen Asset Management	Waddell & Reed Inc.	866	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	2.4349",,,
"MLAD	Q4-2017                          	Nuveen Asset Management	Waddell & Reed Inc.	866	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	S	0.0414",,,
"MLAD	Q4-2016                          	Nuveen Asset Management	Waddell & Reed Inc.	866	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.0051",,,
"MLAD	Q4-2017                          	Nuveen Asset Management	Waddell & Reed Inc.	866	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.0245",,,
"MLAD	Q1-2016                          	Nuveen Asset Management	Credit Suisse Securities LLC	816	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.0067",,,
"MLAD	Q1-2016                          	Nuveen Asset Management	Credit Suisse Securities LLC	816	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	0.3334",,,
"MLAD	Q2-2016                          	Nuveen Asset Management	Credit Suisse Securities LLC	816	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.3334",,,
"MLAD	Q1-2016                          	Nuveen Asset Management	""Stifel", Nicolaus & Co.," Inc.""	793	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	S	0.9136",
"MLAD	Q1-2016                          	Nuveen Asset Management	""Stifel", Nicolaus & Co.," Inc.""	793	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	122.7792",
"MLAD	Q1-2016                          	Nuveen Asset Management	""Stifel", Nicolaus & Co.," Inc.""	793	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-2.0152",
"MLAD	Q1-2017                          	Nuveen Asset Management	""Stifel", Nicolaus & Co.," Inc.""	793	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	115.1124",
"MLAD	Q1-2017                          	Nuveen Asset Management	""Stifel", Nicolaus & Co.," Inc.""	793	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-4.625",
"MLAD	Q1-2018                          	Nuveen Asset Management	""Stifel", Nicolaus & Co.," Inc.""	793	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	70.6415",
"MLAD	Q1-2018                          	Nuveen Asset Management	""Stifel", Nicolaus & Co.," Inc.""	793	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	S	1.1088",
"MLAD	Q1-2017                          	Nuveen Asset Management	""Stifel", Nicolaus & Co.," Inc.""	793	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	S	1.1527",
"MLAD	Q2-2016                          	Nuveen Asset Management	""Stifel", Nicolaus & Co.," Inc.""	793	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-2.3708",
"MLAD	Q1-2018                          	Nuveen Asset Management	""Stifel", Nicolaus & Co.," Inc.""	793	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-2.5451",
"MLAD	Q2-2016                          	Nuveen Asset Management	""Stifel", Nicolaus & Co.," Inc.""	793	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	125.9167",
"MLAD	Q2-2017                          	Nuveen Asset Management	""Stifel", Nicolaus & Co.," Inc.""	793	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	S	2.3553",
"MLAD	Q2-2017                          	Nuveen Asset Management	""Stifel", Nicolaus & Co.," Inc.""	793	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.9026",
"MLAD	Q2-2018                          	Nuveen Asset Management	""Stifel", Nicolaus & Co.," Inc.""	793	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-1.6849",
"MLAD	Q2-2018                          	Nuveen Asset Management	""Stifel", Nicolaus & Co.," Inc.""	793	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	S	2.2784",
"MLAD	Q3-2016                          	Nuveen Asset Management	""Stifel", Nicolaus & Co.," Inc.""	793	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-4.3398",
"MLAD	Q3-2016                          	Nuveen Asset Management	""Stifel", Nicolaus & Co.," Inc.""	793	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	S	1.7892",
"MLAD	Q2-2016                          	Nuveen Asset Management	""Stifel", Nicolaus & Co.," Inc.""	793	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	S	2.3296",
"MLAD	Q3-2017                          	Nuveen Asset Management	""Stifel", Nicolaus & Co.," Inc.""	793	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	120.4899",
"MLAD	Q3-2016                          	Nuveen Asset Management	""Stifel", Nicolaus & Co.," Inc.""	793	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	123.5261",
"MLAD	Q2-2017                          	Nuveen Asset Management	""Stifel", Nicolaus & Co.," Inc.""	793	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	120.0118",
"MLAD	Q4-2016                          	Nuveen Asset Management	""Stifel", Nicolaus & Co.," Inc.""	793	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	S	0.5903",
"MLAD	Q3-2017                          	Nuveen Asset Management	""Stifel", Nicolaus & Co.," Inc.""	793	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-2.8948",
"MLAD	Q3-2017                          	Nuveen Asset Management	""Stifel", Nicolaus & Co.," Inc.""	793	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	S	3.6739",
"MLAD	Q4-2017                          	Nuveen Asset Management	""Stifel", Nicolaus & Co.," Inc.""	793	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-2.5954",
"MLAD	Q4-2016                          	Nuveen Asset Management	""Stifel", Nicolaus & Co.," Inc.""	793	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-3.4258",
"MLAD	Q4-2017                          	Nuveen Asset Management	""Stifel", Nicolaus & Co.," Inc.""	793	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	73.7253",
"MLAD	Q4-2016                          	Nuveen Asset Management	""Stifel", Nicolaus & Co.," Inc.""	793	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	114.4638",
"MLAD	Q4-2017                          	Nuveen Asset Management	""Stifel", Nicolaus & Co.," Inc.""	793	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	S	5.089",
"MLAD	Q1-2017                          	Nuveen Asset Management	Raymond James & Associates Inc.	705	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.0441",,,
"MLAD	Q1-2017                          	Nuveen Asset Management	Raymond James & Associates Inc.	705	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	S	0.025",,,
"MLAD	Q1-2017                          	Nuveen Asset Management	Raymond James & Associates Inc.	705	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	7.6698",,,
"MLAD	Q1-2018                          	Nuveen Asset Management	Raymond James & Associates Inc.	705	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	5.139",,,
"MLAD	Q2-2017                          	Nuveen Asset Management	Raymond James & Associates Inc.	705	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.087",,,
"MLAD	Q2-2017                          	Nuveen Asset Management	Raymond James & Associates Inc.	705	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	S	0.0006",,,
"MLAD	Q3-2016                          	Nuveen Asset Management	Raymond James & Associates Inc.	705	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.012",,,
"MLAD	Q2-2017                          	Nuveen Asset Management	Raymond James & Associates Inc.	705	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	7.7629",,,
"MLAD	Q2-2018                          	Nuveen Asset Management	Raymond James & Associates Inc.	705	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	S	0.01",,,
"MLAD	Q4-2016                          	Nuveen Asset Management	Raymond James & Associates Inc.	705	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.0442",,,
"MLAD	Q3-2016                          	Nuveen Asset Management	Raymond James & Associates Inc.	705	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	2.7319",,,
"MLAD	Q4-2017                          	Nuveen Asset Management	Raymond James & Associates Inc.	705	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	5.2253",,,
"MLAD	Q4-2016                          	Nuveen Asset Management	Raymond James & Associates Inc.	705	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	10.098",,,
"MLAD	Q3-2017                          	Nuveen Asset Management	Raymond James & Associates Inc.	705	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	5.2197",,,
"MLAD	Q1-2016                          	Nuveen Asset Management	""Fifth Third Securities"," Inc.""	628	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	2.6916",,
"MLAD	Q1-2016                          	Nuveen Asset Management	""Fifth Third Securities"," Inc.""	628	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-1.2106",,
"MLAD	Q1-2017                          	Nuveen Asset Management	""Fifth Third Securities"," Inc.""	628	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.0622",,
"MLAD	Q1-2017                          	Nuveen Asset Management	""Fifth Third Securities"," Inc.""	628	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	2.2646",,
"MLAD	Q1-2018                          	Nuveen Asset Management	""Fifth Third Securities"," Inc.""	628	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	2.1129",,
"MLAD	Q1-2018                          	Nuveen Asset Management	""Fifth Third Securities"," Inc.""	628	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.0128",,
"MLAD	Q2-2016                          	Nuveen Asset Management	""Fifth Third Securities"," Inc.""	628	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	2.4713",,
"MLAD	Q2-2016                          	Nuveen Asset Management	""Fifth Third Securities"," Inc.""	628	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.2686",,
"MLAD	Q2-2017                          	Nuveen Asset Management	""Fifth Third Securities"," Inc.""	628	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	2.3071",,
"MLAD	Q2-2017                          	Nuveen Asset Management	""Fifth Third Securities"," Inc.""	628	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	S	0.0025",,
"MLAD	Q2-2018                          	Nuveen Asset Management	""Fifth Third Securities"," Inc.""	628	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.0118",,
"MLAD	Q2-2017                          	Nuveen Asset Management	""Fifth Third Securities"," Inc.""	628	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.017",,
"MLAD	Q3-2016                          	Nuveen Asset Management	""Fifth Third Securities"," Inc.""	628	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.0084",,
"MLAD	Q3-2016                          	Nuveen Asset Management	""Fifth Third Securities"," Inc.""	628	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	2.4416",,
"MLAD	Q3-2017                          	Nuveen Asset Management	""Fifth Third Securities"," Inc.""	628	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	2.2619",,
"MLAD	Q4-2016                          	Nuveen Asset Management	""Fifth Third Securities"," Inc.""	628	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	AUM	2.3087",,
"MLAD	Q4-2017                          	Nuveen Asset Management	""Fifth Third Securities"," Inc.""	628	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.0972",,
"MLAD	Q4-2016                          	Nuveen Asset Management	""Fifth Third Securities"," Inc.""	628	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.0838",,
"MLAD	Q3-2017                          	Nuveen Asset Management	""Fifth Third Securities"," Inc.""	628	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	R	-0.0568",,
"MLAD	Q4-2016                          	Nuveen Asset Management	""Fifth Third Securities"," Inc.""	628	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Traditional	Trad		MI	S	0.0428",,
