"	FlowDate		SponsorFirm	SponsorFirmId	SmaStrategy		SmaProductType	SmaProductTypeCode		MorningstarStrategyId		Assets",,,
"MLAD	Q1-2016                          	Nuveen Asset Management	Signature Securities Group	104233	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.3314",,,
"MLAD	Q1-2016                          	Nuveen Asset Management	Signature Securities Group	104233	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	17.6084",,,
"MLAD	Q1-2016                          	Nuveen Asset Management	Signature Securities Group	104233	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	2.3084",,,
"MLAD	Q1-2017                          	Nuveen Asset Management	Signature Securities Group	104233	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	17.2751",,,
"MLAD	Q1-2017                          	Nuveen Asset Management	Signature Securities Group	104233	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-9.4494",,,
"MLAD	Q1-2017                          	Nuveen Asset Management	Signature Securities Group	104233	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	0.6059",,,
"MLAD	Q1-2018                          	Nuveen Asset Management	Signature Securities Group	104233	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	26.5806",,,
"MLAD	Q1-2018                          	Nuveen Asset Management	Signature Securities Group	104233	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	1.3907",,,
"MLAD	Q2-2016                          	Nuveen Asset Management	Signature Securities Group	104233	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	21.0195",,,
"MLAD	Q2-2016                          	Nuveen Asset Management	Signature Securities Group	104233	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.1189",,,
"MLAD	Q2-2017                          	Nuveen Asset Management	Signature Securities Group	104233	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	15.2943",,,
"MLAD	Q1-2018                          	Nuveen Asset Management	Signature Securities Group	104233	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.5787",,,
"MLAD	Q2-2016                          	Nuveen Asset Management	Signature Securities Group	104233	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	3.0745",,,
"MLAD	Q2-2018                          	Nuveen Asset Management	Signature Securities Group	104233	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	1.5027",,,
"MLAD	Q2-2018                          	Nuveen Asset Management	Signature Securities Group	104233	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-1.2844",,,
"MLAD	Q2-2017                          	Nuveen Asset Management	Signature Securities Group	104233	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-5.2965",,,
"MLAD	Q3-2016                          	Nuveen Asset Management	Signature Securities Group	104233	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	3.0422",,,
"MLAD	Q3-2017                          	Nuveen Asset Management	Signature Securities Group	104233	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	22.6545",,,
"MLAD	Q3-2017                          	Nuveen Asset Management	Signature Securities Group	104233	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	7.7145",,,
"MLAD	Q3-2016                          	Nuveen Asset Management	Signature Securities Group	104233	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.1177",,,
"MLAD	Q4-2016                          	Nuveen Asset Management	Signature Securities Group	104233	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	25.2959",,,
"MLAD	Q3-2016                          	Nuveen Asset Management	Signature Securities Group	104233	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	23.8465",,,
"MLAD	Q2-2017                          	Nuveen Asset Management	Signature Securities Group	104233	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	0.6012",,,
"MLAD	Q4-2017                          	Nuveen Asset Management	Signature Securities Group	104233	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	26.1802",,,
"MLAD	Q4-2017                          	Nuveen Asset Management	Signature Securities Group	104233	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	4.2853",,,
"MLAD	Q4-2016                          	Nuveen Asset Management	Signature Securities Group	104233	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	4.1166",,,
"MLAD	Q3-2017                          	Nuveen Asset Management	Signature Securities Group	104233	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.4082",,,
"MLAD	Q4-2017                          	Nuveen Asset Management	Signature Securities Group	104233	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.7123",,,
"MLAD	Q4-2016                          	Nuveen Asset Management	Signature Securities Group	104233	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-1.6811",,,
"MLAD	Q1-2017                          	Nuveen Asset Management	Hantz Financial Services	46047	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	9.1568",,,
"MLAD	Q1-2017                          	Nuveen Asset Management	Hantz Financial Services	46047	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.2749",,,
"MLAD	Q1-2017                          	Nuveen Asset Management	Hantz Financial Services	46047	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	4.2422",,,
"MLAD	Q1-2018                          	Nuveen Asset Management	Hantz Financial Services	46047	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	3.9657",,,
"MLAD	Q1-2018                          	Nuveen Asset Management	Hantz Financial Services	46047	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.0318",,,
"MLAD	Q2-2016                          	Nuveen Asset Management	Hantz Financial Services	46047	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	0.5228",,,
"MLAD	Q2-2016                          	Nuveen Asset Management	Hantz Financial Services	46047	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	0.5223",,,
"MLAD	Q1-2018                          	Nuveen Asset Management	Hantz Financial Services	46047	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	17.8963",,,
"MLAD	Q2-2017                          	Nuveen Asset Management	Hantz Financial Services	46047	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	1.0911",,,
"MLAD	Q2-2017                          	Nuveen Asset Management	Hantz Financial Services	46047	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.0348",,,
"MLAD	Q3-2016                          	Nuveen Asset Management	Hantz Financial Services	46047	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.0002",,,
"MLAD	Q3-2016                          	Nuveen Asset Management	Hantz Financial Services	46047	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	2.0328",,,
"MLAD	Q2-2018                          	Nuveen Asset Management	Hantz Financial Services	46047	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	1.5639",,,
"MLAD	Q2-2017                          	Nuveen Asset Management	Hantz Financial Services	46047	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	10.3703",,,
"MLAD	Q3-2016                          	Nuveen Asset Management	Hantz Financial Services	46047	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	2.5428",,,
"MLAD	Q4-2016                          	Nuveen Asset Management	Hantz Financial Services	46047	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	2.2519",,,
"MLAD	Q3-2017                          	Nuveen Asset Management	Hantz Financial Services	46047	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.045",,,
"MLAD	Q3-2017                          	Nuveen Asset Management	Hantz Financial Services	46047	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	2.1012",,,
"MLAD	Q2-2018                          	Nuveen Asset Management	Hantz Financial Services	46047	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.0512",,,
"MLAD	Q4-2017                          	Nuveen Asset Management	Hantz Financial Services	46047	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.2937",,,
"MLAD	Q4-2016                          	Nuveen Asset Management	Hantz Financial Services	46047	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.0012",,,
"MLAD	Q3-2017                          	Nuveen Asset Management	Hantz Financial Services	46047	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	12.442",,,
"MLAD	Q4-2017                          	Nuveen Asset Management	Hantz Financial Services	46047	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	14.2856",,,
"MLAD	Q4-2016                          	Nuveen Asset Management	Hantz Financial Services	46047	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	4.6451",,,
"MLAD	Q4-2017                          	Nuveen Asset Management	Hantz Financial Services	46047	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	2.0596",,,
"MLAD	Q1-2016                          	Nuveen Asset Management	""Westport Capital Markets"," LLC""	41562	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	0.5128",,
"MLAD	Q1-2017                          	Nuveen Asset Management	""Westport Capital Markets"," LLC""	41562	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.0004",,
"MLAD	Q1-2017                          	Nuveen Asset Management	""Westport Capital Markets"," LLC""	41562	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	0.5107",,
"MLAD	Q1-2018                          	Nuveen Asset Management	""Westport Capital Markets"," LLC""	41562	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	0.5162",,
"MLAD	Q1-2018                          	Nuveen Asset Management	""Westport Capital Markets"," LLC""	41562	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.0004",,
"MLAD	Q2-2016                          	Nuveen Asset Management	""Westport Capital Markets"," LLC""	41562	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.0004",,
"MLAD	Q2-2016                          	Nuveen Asset Management	""Westport Capital Markets"," LLC""	41562	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	0.5233",,
"MLAD	Q2-2017                          	Nuveen Asset Management	""Westport Capital Markets"," LLC""	41562	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	0.5195",,
"MLAD	Q2-2017                          	Nuveen Asset Management	""Westport Capital Markets"," LLC""	41562	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.0004",,
"MLAD	Q3-2016                          	Nuveen Asset Management	""Westport Capital Markets"," LLC""	41562	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.0004",,
"MLAD	Q4-2016                          	Nuveen Asset Management	""Westport Capital Markets"," LLC""	41562	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	0.5018",,
"MLAD	Q3-2017                          	Nuveen Asset Management	""Westport Capital Markets"," LLC""	41562	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.0004",,
"MLAD	Q4-2016                          	Nuveen Asset Management	""Westport Capital Markets"," LLC""	41562	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.0004",,
"MLAD	Q4-2017                          	Nuveen Asset Management	""Westport Capital Markets"," LLC""	41562	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.0004",,
"MLAD	Q4-2017                          	Nuveen Asset Management	""Westport Capital Markets"," LLC""	41562	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	0.5262",,
"MLAD	Q3-2016                          	Nuveen Asset Management	""Westport Capital Markets"," LLC""	41562	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	0.5233",,
"MLAD	Q3-2017                          	Nuveen Asset Management	""Westport Capital Markets"," LLC""	41562	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	0.5244",,
"MLAD	Q1-2016                          	Nuveen Asset Management	Purshe Kaplan Sterling Investments	35747	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	3.2815",,,
"MLAD	Q1-2016                          	Nuveen Asset Management	Purshe Kaplan Sterling Investments	35747	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	0.3",,,
"MLAD	Q1-2017                          	Nuveen Asset Management	Purshe Kaplan Sterling Investments	35747	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	2.4883",,,
"MLAD	Q1-2017                          	Nuveen Asset Management	Purshe Kaplan Sterling Investments	35747	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	0.0001",,,
"MLAD	Q1-2017                          	Nuveen Asset Management	Purshe Kaplan Sterling Investments	35747	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.9706",,,
"MLAD	Q1-2018                          	Nuveen Asset Management	Purshe Kaplan Sterling Investments	35747	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.003",,,
"MLAD	Q1-2018                          	Nuveen Asset Management	Purshe Kaplan Sterling Investments	35747	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	0.28",,,
"MLAD	Q2-2016                          	Nuveen Asset Management	Purshe Kaplan Sterling Investments	35747	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	3.6485",,,
"MLAD	Q2-2017                          	Nuveen Asset Management	Purshe Kaplan Sterling Investments	35747	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	0.0003",,,
"MLAD	Q2-2016                          	Nuveen Asset Management	Purshe Kaplan Sterling Investments	35747	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	0.3",,,
"MLAD	Q2-2018                          	Nuveen Asset Management	Purshe Kaplan Sterling Investments	35747	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.003",,,
"MLAD	Q2-2017                          	Nuveen Asset Management	Purshe Kaplan Sterling Investments	35747	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.002",,,
"MLAD	Q2-2017                          	Nuveen Asset Management	Purshe Kaplan Sterling Investments	35747	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	2.5375",,,
"MLAD	Q3-2016                          	Nuveen Asset Management	Purshe Kaplan Sterling Investments	35747	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	3.62",,,
"MLAD	Q3-2017                          	Nuveen Asset Management	Purshe Kaplan Sterling Investments	35747	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.003",,,
"MLAD	Q3-2017                          	Nuveen Asset Management	Purshe Kaplan Sterling Investments	35747	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	2.5455",,,
"MLAD	Q4-2016                          	Nuveen Asset Management	Purshe Kaplan Sterling Investments	35747	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.053",,,
"MLAD	Q4-2017                          	Nuveen Asset Management	Purshe Kaplan Sterling Investments	35747	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	0.5354",,,
"MLAD	Q4-2016                          	Nuveen Asset Management	Purshe Kaplan Sterling Investments	35747	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	3.4194",,,
"MLAD	Q4-2017                          	Nuveen Asset Management	Purshe Kaplan Sterling Investments	35747	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.003",,,
"MLAD	Q1-2016                          	Nuveen Asset Management	RBC Wealth Management	31194	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	0.2705",,,
"MLAD	Q1-2016                          	Nuveen Asset Management	RBC Wealth Management	31194	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	22.5756",,,
"MLAD	Q1-2016                          	Nuveen Asset Management	RBC Wealth Management	31194	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-4.6816",,,
"MLAD	Q1-2017                          	Nuveen Asset Management	RBC Wealth Management	31194	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	37.8278",,,
"MLAD	Q1-2017                          	Nuveen Asset Management	RBC Wealth Management	31194	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.6972",,,
"MLAD	Q1-2017                          	Nuveen Asset Management	RBC Wealth Management	31194	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	3.2266",,,
"MLAD	Q1-2018                          	Nuveen Asset Management	RBC Wealth Management	31194	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	34.8092",,,
"MLAD	Q1-2018                          	Nuveen Asset Management	RBC Wealth Management	31194	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.1254",,,
"MLAD	Q2-2016                          	Nuveen Asset Management	RBC Wealth Management	31194	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	0.6883",,,
"MLAD	Q2-2017                          	Nuveen Asset Management	RBC Wealth Management	31194	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	0.2504",,,
"MLAD	Q2-2016                          	Nuveen Asset Management	RBC Wealth Management	31194	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	23.5575",,,
"MLAD	Q2-2016                          	Nuveen Asset Management	RBC Wealth Management	31194	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.1395",,,
"MLAD	Q1-2018                          	Nuveen Asset Management	RBC Wealth Management	31194	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	0.7816",,,
"MLAD	Q2-2018                          	Nuveen Asset Management	RBC Wealth Management	31194	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	1.1475",,,
"MLAD	Q2-2017                          	Nuveen Asset Management	RBC Wealth Management	31194	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.5334",,,
"MLAD	Q2-2017                          	Nuveen Asset Management	RBC Wealth Management	31194	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	38.1834",,,
"MLAD	Q3-2016                          	Nuveen Asset Management	RBC Wealth Management	31194	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.0938",,,
"MLAD	Q3-2016                          	Nuveen Asset Management	RBC Wealth Management	31194	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	3.152",,,
"MLAD	Q3-2017                          	Nuveen Asset Management	RBC Wealth Management	31194	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.5194",,,
"MLAD	Q2-2018                          	Nuveen Asset Management	RBC Wealth Management	31194	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-3.6076",,,
"MLAD	Q4-2016                          	Nuveen Asset Management	RBC Wealth Management	31194	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.3656",,,
"MLAD	Q3-2016                          	Nuveen Asset Management	RBC Wealth Management	31194	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	26.5795",,,
"MLAD	Q4-2017                          	Nuveen Asset Management	RBC Wealth Management	31194	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.6935",,,
"MLAD	Q3-2017                          	Nuveen Asset Management	RBC Wealth Management	31194	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	0.7971",,,
"MLAD	Q4-2016                          	Nuveen Asset Management	RBC Wealth Management	31194	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	33.9667",,,
"MLAD	Q3-2017                          	Nuveen Asset Management	RBC Wealth Management	31194	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	38.207",,,
"MLAD	Q4-2017                          	Nuveen Asset Management	RBC Wealth Management	31194	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	38.1804",,,
"MLAD	Q4-2016                          	Nuveen Asset Management	RBC Wealth Management	31194	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	1.1751",,,
"MLAD	Q4-2017                          	Nuveen Asset Management	RBC Wealth Management	31194	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	0.4497",,,
"MLAD	Q1-2018                          	Nuveen Asset Management	Peachtree Capital Corp.	25590	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	1.6763",,,
"MLAD	Q3-2017                          	Nuveen Asset Management	Peachtree Capital Corp.	25590	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	1.7045",,,
"MLAD	Q4-2017                          	Nuveen Asset Management	Peachtree Capital Corp.	25590	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	1.7045",,,
"MLAD	Q1-2018                          	Nuveen Asset Management	Institutional Securities Corp.	20291	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	2.2637",,,
"MLAD	Q1-2018                          	Nuveen Asset Management	Institutional Securities Corp.	20291	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	0.25",,,
"MLAD	Q2-2017                          	Nuveen Asset Management	Institutional Securities Corp.	20291	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	2.0183",,,
"MLAD	Q2-2017                          	Nuveen Asset Management	Institutional Securities Corp.	20291	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	2.0156",,,
"MLAD	Q3-2017                          	Nuveen Asset Management	Institutional Securities Corp.	20291	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	2.0354",,,
"MLAD	Q4-2017                          	Nuveen Asset Management	Institutional Securities Corp.	20291	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	2.0455",,,
"MLAD	Q1-2016                          	Nuveen Asset Management	Wells Fargo Advisors	19616	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-3.835",,,
"MLAD	Q1-2016                          	Nuveen Asset Management	Wells Fargo Advisors	19616	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	372.3319",,,
"MLAD	Q1-2016                          	Nuveen Asset Management	Wells Fargo Advisors	19616	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	10.8172",,,
"MLAD	Q1-2017                          	Nuveen Asset Management	Wells Fargo Advisors	19616	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	429.6085",,,
"MLAD	Q1-2017                          	Nuveen Asset Management	Wells Fargo Banking & Investment Services	19616	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	1.3392",,,
"MLAD	Q1-2017                          	Nuveen Asset Management	Wells Fargo Advisors	19616	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-7.846",,,
"MLAD	Q1-2017                          	Nuveen Asset Management	Wells Fargo Advisors	19616	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	4.0032",,,
"MLAD	Q1-2017                          	Nuveen Asset Management	Wells Fargo Banking & Investment Services	19616	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	8.6954",,,
"MLAD	Q1-2018                          	Nuveen Asset Management	Wells Fargo Banking & Investment Services	19616	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	1.0994",,,
"MLAD	Q1-2018                          	Nuveen Asset Management	Wells Fargo Banking & Investment Services	19616	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.0007",,,
"MLAD	Q1-2018                          	Nuveen Asset Management	Wells Fargo Advisors	19616	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-39.2661",,,
"MLAD	Q1-2018                          	Nuveen Asset Management	Wells Fargo Advisors	19616	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	475.5203",,,
"MLAD	Q2-2016                          	Nuveen Asset Management	Wells Fargo Advisors	19616	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	410.3244",,,
"MLAD	Q1-2018                          	Nuveen Asset Management	Wells Fargo Advisors	19616	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	35.5186",,,
"MLAD	Q1-2018                          	Nuveen Asset Management	Wells Fargo Banking & Investment Services	19616	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	AUM	7.4515",,,
"MLAD	Q2-2016                          	Nuveen Asset Management	Wells Fargo Advisors	19616	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	S	25.3251",,,
"MLAD	Q2-2017                          	Nuveen Asset Management	Wells Fargo Banking & Investment Services	19616	SMA NAM Intermediate Muni High Quality	SAUSA001SJ	Dual Contract	Dual		MI	R	-0.0345",,,
