AssetManager,TampRIAPlatform,SponsorFirm,SponsorFirmId,AdvisoryPlatform,AdvisoryPlatformCode,SmaStrategy,MorningstarStrategyId,SmaProductType,SmaProductTypeCode,MorningstarClass,MorningstarClassId,ManagerClass,TotalAccounts,1Q 2016 a,1Q 2016 g,1Q 2016 r,1Q 2016 n,1Q 2016 d,2Q 2016 a,2Q 2016 g,2Q 2016 r,2Q 2016 n,2Q 2016 d,3Q 2016 a,3Q 2016 g,3Q 2016 r,3Q 2016 n,3Q 2016 d,4Q 2016 a,4Q 2016 g,4Q 2016 r,4Q 2016 n,4Q 2016 d,1Q 2017 a,1Q 2017 g,1Q 2017 r,1Q 2017 n,1Q 2017 d,2Q 2017 a,2Q 2017 g,2Q 2017 r,2Q 2017 n,2Q 2017 d,3Q 2017 a,3Q 2017 g,3Q 2017 r,3Q 2017 n,3Q 2017 d,4Q 2017 a,4Q 2017 g,4Q 2017 r,4Q 2017 n,4Q 2017 d,1Q 2018 a,1Q 2018 g,1Q 2018 r,1Q 2018 n,1Q 2018 d
Lazard Asset Management LLC,,Janney Montgomery Scott,463,,,International Equity Select with EM ADR,FOUSA08ZYH,Model-Delivered,Model,Foreign Large Blend ,FB,EAFE / Foreign Large Core,,0.962,,,0,,0.97,,0.134,-0.134,,0.79,,0.093,-0.093,,0.748,,0.104,-0.104,,0.887,,,0,,1.161,0.245,,0.245,,1.266,0.049,,0.049,,1.452,0.176,,0.176,,,,,,
Lazard Asset Management LLC,,Level Four Advisory Services,134086,,,International Equity Select with EM ADR,FOUSA08ZYH,Model-Delivered,Model,Foreign Large Blend ,FB,EAFE / Foreign Large Core,,0.535,,,0,,0.536,,,0,,,,,0,,,,0.542,-0.542,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,
Lazard Asset Management LLC,,"Lockwood Advisors, Inc.",106108,,,International Equity Select with EM ADR,FOUSA08ZYH,Model-Delivered,Model,Foreign Large Blend ,FB,EAFE / Foreign Large Core,,,,,,,,,,,,,,,,,16.128,13.631,,13.631,,19.946,,,0,,21.266,,,0,,22.514,,,0,,28.007,,,0,,,,,,
Lazard Asset Management LLC,,Merrill,7691,,,International Equity Select with EM ADR,FOUSA08ZYH,Model-Delivered,Model,Foreign Large Blend ,FB,EAFE / Foreign Large Core,,468.749,13.417,14.236,-0.819,,476.557,31.975,12.318,19.657,,529.456,42.45,22.509,19.941,,504.195,25.211,19.008,6.203,,574.756,41.215,28.883,12.332,,650.452,47.819,16.818,31.001,,719.63,39.647,14.947,24.7,,780.633,52.627,22.364,30.263,,,,,,
Lazard Asset Management LLC,,Morgan Stanley,149777,,,International Equity Select with EM ADR,FOUSA08ZYH,Model-Delivered,Model,Foreign Large Blend ,FB,EAFE / Foreign Large Core,,430.298,22.474,15.352,7.122,,459.411,39.409,10.023,29.386,,509.746,39.515,14.681,24.834,,511.793,33.94,10.872,23.068,,545.189,32.058,28.916,3.142,,584.737,43.054,42.176,0.878,,648.616,37.369,12.648,24.721,,701.918,46.359,26.551,19.808,,,,,,
Lazard Asset Management LLC,,"Raymond James & Associates, Inc.",705,,,International Equity Select with EM ADR,FOUSA08ZYH,Model-Delivered,Model,Foreign Large Blend ,FB,EAFE / Foreign Large Core,,219.85,5.134,0.673,4.461,,224.181,16.187,101.327,-85.14,,227.679,,13.596,-13.596,,225.173,11.426,4.431,6.995,,243.376,9.9,2.663,7.237,,267.29,14.957,8.61,6.347,,280.803,10.09,4.611,5.479,,294.903,16.586,5.815,10.771,,,,,,
Lazard Asset Management LLC,,Raymond James Canada,25853,,,International Equity Select with EM ADR,FOUSA08ZYH,Model-Delivered,Model,Foreign Large Blend ,FB,EAFE / Foreign Large Core,,,,,,,0.32,,,0,,0.272,,,0,,0.257,,,0,,0.543,,,0,,0.837,,,0,,1.129,,,0,,1.894,,,0,,,,,,
Lazard Asset Management LLC,,RBC Wealth Management,31194,,,International Equity Select with EM ADR,FOUSA08ZYH,Model-Delivered,Model,Foreign Large Blend ,FB,EAFE / Foreign Large Core,,7.217,1.267,0.146,1.121,,7.776,0.618,,0.618,,8.584,0.061,,0.061,,9.139,1.123,,1.123,,12.806,1.732,0.221,1.511,,14.898,2.052,0.094,1.958,,17.419,0.205,0.227,-0.022,,18.98,2.051,,2.051,,,,,,
Lazard Asset Management LLC,,Richardson GMP,166090,,,International Equity Select with EM ADR,FOUSA08ZYH,Model-Delivered,Model,Foreign Large Blend ,FB,EAFE / Foreign Large Core,,10.213,,,0,,13.237,,,0,,10.4,,,0,,9.449,,,0,,10.109,,,0,,10.762,,,0,,11.382,,,0,,11.812,,,0,,,,,,
Lazard Asset Management LLC,,Snowden Capital Advisors,157299,,,International Equity Select with EM ADR,FOUSA08ZYH,Model-Delivered,Model,Foreign Large Blend ,FB,EAFE / Foreign Large Core,,11.902,,,0,,11.717,,,0,,11.879,,,0,,10.901,,,0,,11.44,,,0,,11.958,,,0,,15.024,,,0,,15.614,,,0,,,,,,
Lazard Asset Management LLC,,Wells Fargo Advisors,11025,,,International Equity Select with EM ADR,FOUSA08ZYH,Model-Delivered,Model,Foreign Large Blend ,FB,EAFE / Foreign Large Core,,366.806,19.72,12.042,7.678,,362.485,14.183,10.137,4.046,,354.182,7.346,29.132,-21.786,,329.835,12.979,15.22,-2.241,,355.143,17.792,16.22,1.572,,388.457,16.287,15.774,0.513,,407.16,14.475,15.415,-0.94,,428.908,12.392,12.853,-0.461,,,,,,
Lazard Asset Management LLC,,BMO Nesbitt Burns,281337,,,International Equity Select with EM ADR (EAFE),F00000X3EL,Model-Delivered,Model,Foreign Large Blend,FB,EAFE / Foreign Large Core,,7.507,0.582,,0.582,,8.418,0.244,,0.244,,9.242,0.367,0.405,-0.038,,9.62,,0.051,-0.051,,10.62,,1.444,-1.444,,11.051,,0.209,-0.209,,11.9973,,0.083,-0.083,,12.356,,0.098,-0.098,,,,,,
Lazard Asset Management LLC,,Envestnet Asset Management Inc.,111694,,,International Equity Select with EM ADR (EAFE),F00000X3EL,Model-Delivered,Model,Foreign Large Blend,FB,EAFE / Foreign Large Core,,,,,,,,,,,,,,,,,,,0.256,-0.256,,0.055,,,0,,,,,0,,,,0.056,-0.056,,,,,0,,,,,,
Lazard Asset Management LLC,,"Brinker Capital, Inc.",111743,,,International Equity Select ADR,FOUSA08ZYD,Traditional,Trad,Foreign Large Blend ,FB,EAFE / Foreign Large Core,,100.562,0.1,1.477,-1.377,,97.292,,2.418,-2.418,,,,3.006,-3.006,,,,0.304,-0.304,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,
Lazard Asset Management LLC,,"Charles Schwab & Co., Inc.",5393,,,International Equity Select ADR,FOUSA08ZYD,Traditional,Trad,Foreign Large Blend ,FB,EAFE / Foreign Large Core,,286.37,9.248,2.56,6.688,,286.946,16.683,15.437,1.246,,287.693,5.903,13.639,-7.736,,273.987,16.88,16.692,0.188,,274.656,5.763,10.197,-4.434,,274.959,2.363,19.863,-17.5,,289.532,14.123,14.563,-0.44,,303.276,5.018,5.253,-0.235,,,,,,
Lazard Asset Management LLC,,"Lockwood Advisors, Inc.",106108,,,International Equity Select ADR,FOUSA08ZYD,Traditional,Trad,Foreign Large Blend ,FB,EAFE / Foreign Large Core,,26.703,1.763,1.569,0.194,,28.369,2.212,0.946,1.266,,30.13,1.317,0.276,1.041,,27.324,0.81,1.606,-0.796,,30.048,1.443,1.001,0.442,,29.038,1.814,4.017,-2.203,,30.582,0.51,0.578,-0.068,,31.509,0.918,1.531,-0.613,,,,,,
Lazard Asset Management LLC,,LPL Financial Services,6413,,,International Equity Select ADR,FOUSA08ZYD,Traditional,Trad,Foreign Large Blend ,FB,EAFE / Foreign Large Core,,9.005,0.653,0.131,0.522,,9.474,0.6,0.213,0.387,,9.983,0.184,,0.184,,9.636,0.338,0.19,0.148,,9.483,0.3,0.959,-0.659,,10.493,0.257,0.255,0.002,,10.794,,0.212,-0.212,,12.095,1.14,0.231,0.909,,,,,,
Lazard Asset Management LLC,,Morgan Stanley,149777,,,International Equity Select ADR,FOUSA08ZYD,Traditional,Trad,Foreign Large Blend ,FB,EAFE / Foreign Large Core,,79.661,0.275,25.829,-25.554,,64.055,,14.661,-14.661,,52.404,1.245,15.058,-13.813,,0.04,,50.261,-50.261,,,,0.04,-0.04,,,74.833,,74.833,,,,,0,,,,,0,,,,,,
Lazard Asset Management LLC,,"Raymond James & Associates, Inc.",705,,,International Equity Select ADR,FOUSA08ZYD,Traditional,Trad,Foreign Large Blend ,FB,EAFE / Foreign Large Core,,25.778,0.456,,0.456,,25.732,,,0,,26.324,,,0,,,,,0,,26.732,0.1,,0.1,,28.262,,,0,,31.297,1.358,0.136,1.222,,34.184,1.465,,1.465,,,,,,
Lazard Asset Management LLC,,UBS Financial Services,8174,,,International Equity Select ADR,FOUSA08ZYD,Traditional,Trad,Foreign Large Blend ,FB,EAFE / Foreign Large Core,,287.19,136.12,26.434,109.686,,291.919,19.397,15.412,3.985,,322.632,35.962,12.435,23.527,,296.176,10.401,20.466,-10.065,,312.704,10.861,12.631,-1.77,,329.938,6.554,13.715,-7.161,,369.418,25.233,8.203,17.03,,387.725,12.612,13.61,-0.998,,,,,,
Lazard Asset Management LLC,,Wells Fargo Investments,165024,,,International Equity Select ADR,FOUSA08ZYD,Traditional,Trad,Foreign Large Blend ,FB,EAFE / Foreign Large Core,,182.454,18.321,6.95,11.371,,201.047,30.582,6.341,24.241,,221.312,18.298,2.678,15.62,,203.499,14.001,9.327,4.674,,196.073,3.35,21.387,-18.037,,217.663,,9.82,-9.82,,234.498,3.852,3.267,0.585,,237.342,3.023,4.511,-1.488,,,,,,
Lazard Asset Management LLC,,William Blair,1252,,,International Equity Select ADR,FOUSA08ZYD,Traditional,Trad,Foreign Large Blend ,FB,EAFE / Foreign Large Core,,4.958,,,0,,5.59,0.646,,0.646,,5.754,,,0,,5.411,,,0,,3.97,0.1,,0.1,,2.224,,,0,,2.347,,2.035,-2.035,,2.334,,0.107,-0.107,,,,,,
Lazard Asset Management LLC,,"Charles Schwab & Co., Inc.",5393,,,International Equity Select with EM ADR,FOUSA08ZYH,Traditional,Trad,Foreign Large Blend ,FB,EAFE / Foreign Large Core,,15.705,0.11,,0.11,,16.902,1.116,,1.116,,18.569,,,0,,17.504,,0.247,-0.247,,18.698,,,0,,24.25,3.896,,3.896,,26.856,1.363,0.187,1.176,,29.531,1.385,,1.385,,,,,,
Lazard Asset Management LLC,,"Goldman, Sachs & Co.",361,,,International Equity Select with EM ADR,FOUSA08ZYH,Traditional,Trad,Foreign Large Blend ,FB,EAFE / Foreign Large Core,,157.913,8.056,0.904,7.152,,149.822,4.731,2.13,2.601,,150.033,4.338,18.038,-13.7,,139.643,7.087,8.033,-0.946,,157.704,8.706,4.649,4.057,,178.541,6.175,1.597,4.578,,186.243,3.945,4.723,-0.778,,193.039,12.83,17.258,-4.428,,,,,,
Lazard Asset Management LLC,,"Lockwood Advisors, Inc.",106108,,,International Equity Select with EM ADR,FOUSA08ZYH,Traditional,Trad,Foreign Large Blend ,FB,EAFE / Foreign Large Core,,5.142,,0.599,-0.599,,5.157,,,0,,5.233,,,0,,5.171,0.366,0.191,0.175,,5.943,0.578,0.138,0.44,,6.288,,,0,,7.013,0.311,,0.311,,7.598,0.35,,0.35,,,,,,
Lazard Asset Management LLC,,LPL Financial Services,6413,,,International Equity Select with EM ADR,FOUSA08ZYH,Traditional,Trad,Foreign Large Blend ,FB,EAFE / Foreign Large Core,,3.418,0.148,,0.148,,3.604,0.202,0.097,0.105,,1.457,,,0,,3.533,0.23,,0.23,,1.466,0.25,2.439,-2.189,,1.771,0.218,,0.218,,1.769,,0.113,-0.113,,2.397,0.62,0.108,0.512,,,,,,
Lazard Asset Management LLC,,Morgan Stanley,149777,,,International Equity Select with EM ADR,FOUSA08ZYH,Traditional,Trad,Foreign Large Blend ,FB,EAFE / Foreign Large Core,,19.957,,8.028,-8.028,,17.219,0.259,2.585,-2.326,,6.274,,11.428,-11.428,,,,6.283,-6.283,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,
Lazard Asset Management LLC,,UBS Financial Services,8174,,,International Equity Select with EM ADR,FOUSA08ZYH,Traditional,Trad,Foreign Large Blend ,FB,EAFE / Foreign Large Core,,51.938,9.726,2.4,7.326,,50.795,3.277,3.295,-0.018,,60.009,7.354,0.844,6.51,,72.229,16.752,2.851,13.901,,82.192,7.547,3.113,4.434,,95.926,9.628,3.686,5.942,,110.263,8.806,2.686,6.12,,128.179,20.128,10.179,9.949,,,,,,
Lazard Asset Management LLC,,Morgan Stanley,149777,,,Global Core Plus Fixed Income,FOUSA05YV8,Dual,Dual,World Bond,IB,Global Bond - Unhedged,,37.69,,,0,,36.451,,,0,,37.05,,,0,,23.396,,,0,,,,23.396,-23.396,,,,,0,,,,,0,,,,,0,,,,,,
Lazard Asset Management LLC,,Envestnet Asset Management Inc.,111694,,,LCAS Global Diversified 75/25 Taxable,F00000LZ7H,Model-Delivered,Model,World Allocation ,IH,Tactical Asset Allocation Balanced,,3.357,0.247,,0.247,,3.599,0.183,,0.183,,3.736,,,0,,4.22,0.442,,0.442,,4.294,,,0,,4.483,,,0,,4.264,0.883,0.596,0.287,,3.68,0.398,1.696,-1.298,,,,,,
Lazard Asset Management LLC,,"Charles Schwab & Co., Inc.",5393,,,U.S. Equity Concentrated,F00000ZHAV,Dual,Dual,Large Blend ,LB,Domestic Equity - All-Cap Core,,19.473,11.945,,11.945,,27.536,6.495,0.098,6.397,,37.664,4.425,,4.425,,48.137,4.411,,4.411,,60.826,4.944,,4.944,,64.999,1.5,0.33,1.17,,66.895,1.388,2,-0.612,,70.755,0.275,,0.275,,,,,,
Lazard Asset Management LLC,,Fidelity Investments,108252,,,U.S. Equity Concentrated,F00000ZHAV,Dual,Dual,Large Blend ,LB,Domestic Equity - All-Cap Core,,10.225,3.665,,3.665,,10.353,,,0,,11.102,,,0,,15.126,4.33,,4.33,,18.097,1.054,,1.054,,26.124,5.6,,5.6,,27.511,0.792,,0.792,,30.07,0.25,,0.25,,,,,,
Lazard Asset Management LLC,,"Lockwood Advisors, Inc.",106108,,,U.S. Equity Concentrated,F00000ZHAV,Dual,Dual,Large Blend ,LB,Domestic Equity - All-Cap Core,,228.402,6.496,5.843,0.653,,232.46,,,0,,243.594,0.5,4.352,-3.852,,251.272,5.519,3.395,2.124,,268.871,1.28,,1.28,,275.912,4.267,4.681,-0.414,,274.782,1.25,2.775,-1.525,,287.965,4.489,1.535,2.954,,,,,,
Lazard Asset Management LLC,,Morgan Stanley,149777,,,U.S. Equity Concentrated,F00000ZHAV,Dual,Dual,Large Blend ,LB,Domestic Equity - All-Cap Core,,207.957,4.364,16.84,-12.476,,203.739,,3.138,-3.138,,220.218,,0.534,-0.534,,212.18,4.532,,4.532,,217.653,0.962,,0.962,,226.051,7.368,6.012,1.356,,224.363,,,0,,241.342,5,0.55,4.45,,,,,,
Lazard Asset Management LLC,,"Stifel, Nicolaus",793,,,U.S. Equity Concentrated,F00000ZHAV,Dual,Dual,Large Blend ,LB,Domestic Equity - All-Cap Core,,8.822,4.917,,4.917,,10.91,1,,1,,12.573,0.5,,0.5,,12.757,,,0,,14.581,1,,1,,16.335,0.5,,0.5,,17.097,0.5,,0.5,,18.006,,,0,,,,,,
Lazard Asset Management LLC,,TD Ameritrade,7870,,,U.S. Equity Concentrated,F00000ZHAV,Dual,Dual,Large Blend ,LB,Domestic Equity - All-Cap Core,,12.112,,,0,,11.578,,,0,,4.385,,7.83,-7.83,,6.019,1.136,,1.136,,8.62,2.178,,2.178,,8.757,,,0,,9.207,,,0,,9.684,,,0,,,,,,
Lazard Asset Management LLC,,UBS Financial Services,8174,,,U.S. Equity Concentrated,F00000ZHAV,Dual,Dual,Large Blend ,LB,Domestic Equity - All-Cap Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.103,0.1,,0.1,,,,,,
Lazard Asset Management LLC,,Wells Fargo Investments,165024,,,U.S. Equity Concentrated,F00000ZHAV,Dual,Dual,Large Blend ,LB,Domestic Equity - All-Cap Core,,,,,,,0.344,0.34,,0.34,,1.506,3.026,,3.026,,3.755,1.98,,1.98,,7.711,3.353,0.251,3.102,,9.05,1.034,,1.034,,8.64,,0.506,-0.506,,9.034,,,0,,,,,,
Lazard Asset Management LLC,,"Charles Schwab & Co., Inc.",5393,,,U.S. Strategic Equity,FOUSA06M57,Dual,Dual,Large Blend ,LB,Domestic Equity - Large Core,,20.453,,0.863,-0.863,,19.47,,0.236,-0.236,,20.674,,,0,,20.926,,,0,,16.739,0.25,0.789,-0.539,,18.326,0.875,3.209,-2.334,,17.079,,2.36,-2.36,,18.276,,,0,,,,,,
Lazard Asset Management LLC,,Fidelity Investments,108252,,,U.S. Strategic Equity,FOUSA06M57,Dual,Dual,Large Blend ,LB,Domestic Equity - Large Core,,10.104,,3.182,-3.182,,10.144,,,0,,10.762,,,0,,11.015,,,0,,11.067,,0.569,-0.569,,11.266,,,0,,11.399,,0.29,-0.29,,11.898,0.806,0.796,0.01,,,,,,
Lazard Asset Management LLC,,"Goldman, Sachs & Co.",361,,,U.S. Strategic Equity,FOUSA06M57,Dual,Dual,Large Blend ,LB,Domestic Equity - Large Core,,8.968,,,0,,9.006,,,0,,8.891,,,0,,8.262,,,0,,8.451,,,0,,8.222,,,0,,8.58,,,0,,,,8.58,-8.58,,,,,,
Lazard Asset Management LLC,,Equitable Trust Co.,,,,U.S. Equity Concentrated,F00000ZHAV,Model-Delivered,Model,Large Blend ,LB,Domestic Equity - All-Cap Core,,66.862,,,0,,75.538,,,0,,83.986,,,0,,81.977,,,0,,87.869,,,0,,98.101,,,0,,99.817,,,0,,105.674,,,0,,,,,,
Lazard Asset Management LLC,,Morgan Stanley,149777,,,U.S. Equity Concentrated,F00000ZHAV,Model-Delivered,Model,Large Blend ,LB,Domestic Equity - All-Cap Core,,38.266,31.383,0.094,31.289,,94.292,51.183,0.219,50.964,,190.249,71.289,3.128,68.161,,299.589,111.797,2.306,109.491,,401.428,74.495,8.756,65.739,,463.321,47.521,7.614,39.907,,497.101,34.944,11.133,23.811,,507.393,16.306,24.742,-8.436,,,,,,
Lazard Asset Management LLC,,Northern Trust,7927,,,U.S. Equity Concentrated,F00000ZHAV,Model-Delivered,Model,Large Blend ,LB,Domestic Equity - All-Cap Core,,,,,,,,,,,,0.249,0.249,,0.249,,0.865,,,0,,0.865,,,0,,14.026,,,0,,346.443,,,0,,360.168,,,0,,,,,,
Lazard Asset Management LLC,,RBC Wealth Management,31194,,,U.S. Equity Concentrated,F00000ZHAV,Model-Delivered,Model,Large Blend ,LB,Domestic Equity - All-Cap Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.228,,,0,,5.589,0.228,,0.228,,,,,,
Lazard Asset Management LLC,,Ameriprise Financial Services,6363,,,U.S. Strategic Equity,FOUSA06M57,Model-Delivered,Model,Large Blend ,LB,Domestic Equity - Large Core,,30.994,1.192,0.567,0.625,,35.809,2.256,1.089,1.167,,37.469,1.186,0.988,0.198,,37.598,1.525,1.313,0.212,,50.085,10.495,0.757,9.738,,58.729,12.035,2.09,9.945,,61.075,1.454,2.318,-0.864,,64.312,2.193,0.979,1.214,,,,,,
Lazard Asset Management LLC,,CIBC Asset Management Inc.,106508,,,U.S. Strategic Equity,FOUSA06M57,Model-Delivered,Model,Large Blend ,LB,Domestic Equity - Large Core,,146.799,,,0,,139.41,,,0,,133.539,,,0,,131.569,,,0,,126.439,,,0,,128.489,,,0,,119.614,,,0,,123.289,,,0,,,,,,
Lazard Asset Management LLC,,Envestnet Asset Management Inc.,111694,,,U.S. Strategic Equity,FOUSA06M57,Model-Delivered,Model,Large Blend ,LB,Domestic Equity - Large Core,,1.922,1.031,,1.031,,1.938,0.121,0.214,-0.093,,1.643,0.113,0.295,-0.182,,1.416,,0.45,-0.45,,1.326,,,0,,1.341,,0.126,-0.126,,1.392,,,0,,1.373,,,0,,,,,,
Lazard Asset Management LLC,,"Goldman, Sachs & Co.",361,,,U.S. Equity Concentrated,F00000ZHAV,Traditional,Trad,Large Blend ,LB,Domestic Equity - All-Cap Core,,133.506,63.928,0.781,63.147,,162.853,34.648,14.56,20.088,,267.881,98.655,3.024,95.631,,333.574,53.155,8.135,45.02,,411.267,53.037,13.229,39.808,,440.752,29.041,12.093,16.948,,434.508,23.204,43.58,-20.376,,462.824,15.789,19.843,-4.054,,,,,,
Lazard Asset Management LLC,,"Lockwood Advisors, Inc.",106108,,,U.S. Equity Concentrated,F00000ZHAV,Traditional,Trad,Large Blend ,LB,Domestic Equity - All-Cap Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lazard Asset Management LLC,,"Charles Schwab & Co., Inc.",5393,,,U.S. Strategic Equity,FOUSA06M57,Traditional,Trad,Large Blend ,LB,Domestic Equity - Large Core,,1.079,,,0,,1.08,,,0,,1.149,,,0,,1.015,,,0,,1.072,,,0,,1.092,,,0,,1.136,,,0,,1.194,,,0,,,,,,
Lazard Asset Management LLC,,"Goldman, Sachs & Co.",361,,,U.S. Strategic Equity,FOUSA06M57,Traditional,Trad,Large Blend ,LB,Domestic Equity - Large Core,,112.833,0.299,6.205,-5.906,,91.426,0.937,15.828,-14.891,,92.154,,4.439,-4.439,,90.444,0.518,3.768,-3.25,,81.718,1.765,13.783,-12.018,,63.911,0.288,18.866,-18.578,,63.148,,2.593,-2.593,,48.82,,12.898,-12.898,,,,,,
Lazard Asset Management LLC,,"Lockwood Advisors, Inc.",106108,,,U.S. Strategic Equity,FOUSA06M57,Traditional,Trad,Large Blend ,LB,Domestic Equity - Large Core,,1.109,,0.384,-0.384,,1.11,,,0,,1.18,,,0,,1.205,,,0,,1.271,,,0,,1.295,,,0,,1.347,,,0,,,,1.393,-1.393,,,,,,
Lazard Asset Management LLC,,"Charles Schwab & Co., Inc.",5393,,,U.S. Equity Select,F00000LNC5,Dual,Dual,Large Growth ,LG,Domestic Equity - Large Core,,13.064,,0.492,-0.492,,13.223,,,0,,13.676,,,0,,13.723,,,0,,13.709,,0.253,-0.253,,13.553,,,0,,13.533,,,0,,14.837,0.958,,0.958,,,,,,
Lazard Asset Management LLC,,Fidelity Investments,108252,,,U.S. Equity Select,F00000LNC8,Dual,Dual,Large Growth ,LG,Domestic Equity - Large Core,,5.584,,,0,,5.635,,,0,,5.945,,,0,,6.045,,,0,,6.701,0.233,,0.233,,6.802,,,0,,6.992,0.44,0.433,0.007,,7.305,,,0,,,,,,
Lazard Asset Management LLC,,Morgan Stanley,149777,,,U.S. Equity Select,F00000LNC12,Dual,Dual,Large Growth ,LG,Domestic Equity - Large Core,,3.493,,,0,,3.569,,,0,,,,3.669,-3.669,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,
Lazard Asset Management LLC,,UBS Financial Services,8174,,,U.S. Equity Select,F00000LNC18,Dual,Dual,Large Growth ,LG,Domestic Equity - Large Core,,6.764,,,0,,6.867,,,0,,7.199,,,0,,7.374,,,0,,7.413,,,0,,7.442,,,0,,2.458,,5.105,-5.105,,2.558,,,0,,,,,,
Lazard Asset Management LLC,,Wells Fargo Advisors,11025,,,U.S. Equity Select,F00000LNC19,Dual,Dual,Large Growth ,LG,Domestic Equity - Large Core,,1.2,,,0,,1.229,,,0,,1.293,,,0,,1.313,,,0,,1.393,,,0,,1.412,,,0,,1.457,,,0,,1.518,,,0,,,,,,
Lazard Asset Management LLC,,Wells Fargo Investments,165024,,,U.S. Equity Select,F00000LNC21,Dual,Dual,Large Growth ,LG,Domestic Equity - Large Core,,,,,,,,,,,,0.204,0.1,,0.1,,0.207,,,0,,0.22,,,0,,0.223,,,0,,0.232,,,0,,0.242,,,0,,,,,,
Lazard Asset Management LLC,,Adhesion Wealth Advisor Solutions,143593,,,U.S. Equity Select,F00000LNC4,Model-Delivered,Model,Large Growth ,LG,Domestic Equity - Large Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.789,0.441,,0.441,,,,,,
Lazard Asset Management LLC,,Edward Jones,250,,,U.S. Equity Select,F00000LNC6,Model-Delivered,Model,Large Growth ,LG,Domestic Equity - Large Core,,23.616,7.997,0.151,7.846,,17.789,1.711,0.073,1.638,,21.73,2.002,0.362,1.64,,24.822,7.156,0.657,6.499,,27.591,2.714,0.859,1.855,,27.997,2.167,3.134,-0.967,,32.114,2.481,3.388,-0.907,,34.148,2.408,0.694,1.714,,,,,,
Lazard Asset Management LLC,,Envestnet Asset Management Inc.,111694,,,U.S. Equity Select,F00000LNC7,Model-Delivered,Model,Large Growth ,LG,Domestic Equity - Large Core,,6.089,0.462,0.104,0.358,,6.171,0.154,2.845,-2.691,,6.567,0.158,,0.158,,,,0.112,-0.112,,6.927,,,0,,7.217,,,0,,3.738,0.161,0.019,0.142,,7.797,,0.167,-0.167,,,,,,
Lazard Asset Management LLC,,Janney Montgomery Scott,463,,,U.S. Equity Select,F00000LNC9,Model-Delivered,Model,Large Growth ,LG,Domestic Equity - Large Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155,0.152,,0.152,,0.162,,,0,,,,,,
Lazard Asset Management LLC,,Morgan Stanley,149777,,,U.S. Equity Select,F00000LNC13,Model-Delivered,Model,Large Growth ,LG,Domestic Equity - Large Core,,86.709,17.482,2.043,15.439,,82.867,3.08,2.292,0.788,,109.681,3.041,3.243,-0.202,,113.735,5.872,0.808,5.064,,124.776,4.611,4.74,-0.129,,127.918,4.594,1.668,2.926,,133.854,5.175,3.005,2.17,,131.091,3.702,3.794,-0.092,,,,,,
Lazard Asset Management LLC,,AvisoWealth (OceanRock),108146,,,U.S. Equity Select,F00000LNC15,Model-Delivered,Model,Large Growth ,LG,Domestic Equity - Large Core,,1.814,,,0,,1.893,,,0,,2.26,,,0,,2.358,,,0,,2.555,0.564,,0.564,,2.381,,,0,,2.384,,,0,,2.49,,,0,,,,,,
Lazard Asset Management LLC,,Richardson GMP,166090,,,U.S. Equity Select,F00000LNC16,Model-Delivered,Model,Large Growth ,LG,Domestic Equity - Large Core,,5.358,,,0,,5.87,,,0,,7.199,,,0,,11.028,,,0,,12.723,,,0,,12.797,,,0,,13.836,,,0,,13.689,,,0,,,,,,
Lazard Asset Management LLC,,SEI Investments,105146,,,U.S. Equity Select,F00000LNC17,Model-Delivered,Model,Large Growth ,LG,Domestic Equity - Large Core,,204.419,19.942,4.192,15.75,,204.431,21.864,5.441,16.423,,233.208,,12.659,-12.659,,260.221,43.18,9.116,34.064,,286.542,15.737,6.521,9.216,,294.702,36.643,9.679,26.964,,300.514,11.68,7.886,3.794,,310.157,7.223,50.884,-43.661,,,,,,
Lazard Asset Management LLC,,Wells Fargo Advisors,11025,,,U.S. Equity Select,F00000LNC20,Model-Delivered,Model,Large Growth ,LG,Domestic Equity - Large Core,,55.205,2.134,1.459,0.675,,52.206,0.902,2.414,-1.512,,53.102,1.989,6.917,-4.928,,54.299,3.386,1.825,1.561,,58.808,3.5,2.219,1.281,,59.563,0.639,1.228,-0.589,,61.809,1.777,2.654,-0.877,,60.692,1.003,2.644,-1.641,,,,,,
Lazard Asset Management LLC,,"Lockwood Advisors, Inc.",106108,,,U.S. Equity Select,F00000LNC10,Traditional,Trad,Large Growth ,LG,Domestic Equity - Large Core,,0.65,,0.353,-0.353,,0.666,,,0,,0.701,,,0,,0.712,,,0,,0.706,,,0,,0.716,,,0,,0.742,,,0,,1.008,0.227,,0.227,,,,,,
