AssetManager,TampRIAPlatform,SponsorFirm,SponsorFirmCode,SponsorFirmId,DoverSponsorFirmId,AdvisoryPlatform,SmaStrategy,MorningstarStrategyId,SmaProductType,SmaProductTypeCode,MorningstarClass,MorningstarClassId,Mstar classification_name,TotalAccounts,1Q 2016 a,1Q 2016 g,1Q 2016 r,1Q 2016 n,1Q 2016 d,2Q 2016 a,2Q 2016 g,2Q 2016 r,2Q 2016 n,2Q 2016 d,3Q 2016 a,3Q 2016 g,3Q 2016 r,3Q 2016 n,3Q 2016 d,4Q 2016 a,4Q 2016 g,4Q 2016 r,4Q 2016 n,4Q 2016 d,1Q 2017 a,1Q 2017 g,1Q 2017 r,1Q 2017 n,1Q 2017 d,2Q 2017 a,2Q 2017 g,2Q 2017 r,2Q 2017 n,2Q 2017 d,3Q 2017 a,3Q 2017 g,3Q 2017 r,3Q 2017 n,3Q 2017 d,4Q 2017 a,4Q 2017 g,4Q 2017 r,4Q 2017 n,4Q 2017 d,1Q 2018 a,1Q 2018 g,1Q 2018 r,1Q 2018 n,1Q 2018 d,2Q 2018 a,2Q 2018 g,2Q 2018 r,2Q 2018 n,2Q 2018 d
Lord Abbett & Co LLC,JP Morgan Securities LLC,JP Morgan Securities LLC,JPM,79,79,JP Morgan/Manager Circuit(DC)/Long (National) Muni,Long Municipal,SAUSA001R5,Dual Contract,Dual,Muni National Long,ML,Tax Free Fixed Income,2,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,15513444.66,21.5,-6,15.5,N/A,25452854.64,10.5,-0.6,10,N/A
Lord Abbett & Co LLC,JP Morgan Securities LLC,JP Morgan Private Bank - Reps,JPM,79,79,JP Morgan/Stratis/Long (National) Muni,Long Municipal,SAUSA001R5,Traditional,Trad,Muni National Long,ML,Tax Free Fixed Income,1,377382.98,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,JP Morgan Securities LLC,JP Morgan Securities LLC,JPM,79,79,JP Morgan/Stratis/Long (National) Muni,Long Municipal,SAUSA001R5,Traditional,Trad,Muni National Long,ML,Tax Free Fixed Income,15,11367165.99,0,-0.6,-0.6,N/A,13202968.13,1.1,-0.1,1,N/A,14205635.11,1.2,0,1.1,N/A,14042559.33,0.6,0,0.5,N/A,13657448.23,0,-0.6,-0.6,N/A,17317808.2,3.6,-0.2,3.3,N/A,17832287.94,0.8,0,0.8,N/A,17803875.75,0.9,-1.2,-0.3,N/A,17062543.16,1.4,-1.8,-0.4,N/A,16567649.86,0,-0.6,-0.6,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,"J.J.B. Hilliard, W.L. Lyons, LLC.",Hiliard,453,453,Wells Fargo Advisors/Masters/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,2,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,608413.05,0.6,0,0.6,N/A,617206.1,,,,N/A,623229.49,,,,N/A,620086.79,,,,N/A,608878.42,,,,N/A,1599330.04,1,0,1,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,"J.J.B. Hilliard, W.L. Lyons, LLC.",Hiliard,453,453,Wells Fargo Advisors/Masters/Long (National) Muni,Long Municipal,SAUSA001R5,Traditional,Trad,Muni National Long,ML,Tax Free Fixed Income,1,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,246831,0.5,0,0.5,N/A,251036,,,,N/A,245912.47,,,,N/A,245734,,,,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,"J.J.B. Hilliard, W.L. Lyons, LLC.",Hiliard,453,453,Wells Fargo Advisors/DMA/SMID Cap Value,Smid Cap Value,SAUSA04AI4,Traditional,Trad,Small Cap Value,SV,U.S. Equity,5,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,474898.29,0.5,0,0.5,N/A,481108.28,0,0,0,N/A,533911.14,0,0,0,N/A,754811.56,0.2,0,0.2,N/A,728172.26,0,0,0,N/A,525084.95,0,-0.2,-0.2,N/A
Lord Abbett & Co LLC,Placemark,Janney Montgomery Scott,Janney,463,463,Placemark/UMA/Large Cap Value,Large Cap Value,SAUSA001QU,Model Delivery,Model,Large Cap Value,LV,U.S. Equity,4,477218,0,0,0,N/A,495657,0,0,0,N/A,521933,0,0,0,N/A,561724,0,0,0,N/A,600850,0,0,0,N/A,610322,0,0,0,N/A,621265,0,0,0,N/A,1298861,0,0,0,N/A,984125,0,0,0,N/A,,,,,N/A
Lord Abbett & Co LLC,Placemark,Janney Montgomery Scott LLC,Janney,463,463,Placemark/UMA/Large Cap Value,Large Cap Value,SAUSA001QU,Model Delivery,Model,Large Cap Value,LV,U.S. Equity,2,4827001,0,-0.1,-0.1,N/A,4627625,0,-0.1,-0.1,N/A,4673515,0,-0.1,-0.1,N/A,4966640,0,-0.1,-0.1,N/A,4963977,0,-0.1,-0.1,N/A,5053005,0,0,0,N/A,5200518,0,0,0,N/A,5489393,0,0,0,N/A,5332183,0,0,0,N/A,,,,,N/A
Lord Abbett & Co LLC,Raymond James & Associates Inc.,Raymond James & Associates Inc.,Raymond James,705,705,Raymond James/Consulting Services/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,80,42953334.68,11.8,-0.2,11.6,N/A,44448427,1.6,-1.1,0.6,N/A,48749958.72,6.2,-1.3,4.9,N/A,48453894.1,4.2,-2.2,2,N/A,51793966.28,3.7,-1.1,2.6,N/A,53687740.2,2.1,-1.3,0.8,N/A,54003041.41,0.8,-0.8,0,N/A,50892822.81,1.7,-4.8,-3.1,N/A,49358921.82,1.9,-2.5,-0.6,N/A,51448604.86,2.6,-0.7,1.9,N/A
Lord Abbett & Co LLC,Raymond James & Associates Inc.,Raymond James Financial Services,Raymond James,705,705,Raymond James/Consulting Services/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,93,35577402.29,8.7,-1.5,7.1,N/A,42164910.06,8.2,-2.3,5.9,N/A,44914106.49,3.4,-0.4,2.9,N/A,40551385.65,0.3,-2.6,-2.2,N/A,39308231.15,0.2,-2,-1.8,N/A,39944085.41,2,-2.2,-0.2,N/A,41547495.48,2.7,-1,1.7,N/A,44932263.38,4.6,-1.1,3.4,N/A,45286233.46,2.2,-0.8,1.4,N/A,47151543.17,4.4,-3.1,1.3,N/A
Lord Abbett & Co LLC,Raymond James & Associates Inc.,Raymond James & Associates Inc.,Raymond James,705,705,Raymond James/Consulting Services/Balanced,Balanced,LABALANCE,Traditional,Trad,TBD,TBD,U.S. Equity,9,1989493,0.8,0,0.8,N/A,1682452.66,0,-0.4,-0.4,N/A,1706664.38,0,0,0,N/A,1729526.36,0,-0.1,0,N/A,1746873.12,0,0,0,N/A,1761425.39,0,0,0,N/A,1765761.55,0,0,0,N/A,1820013.86,0,0,0,N/A,1761491.82,0.1,0,0.1,N/A,1923155.2,0.1,-0.1,0,N/A
Lord Abbett & Co LLC,Raymond James & Associates Inc.,Raymond James Financial Services,Raymond James,705,705,Raymond James/Consulting Services/Balanced,Balanced,LABALANCE,Traditional,Trad,TBD,TBD,U.S. Equity,2,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,157299.29,0.2,0,0.2,N/A,156991.36,0,0,0,N/A,150524.81,0,0,0,N/A,146551.85,0,0,0,N/A
Lord Abbett & Co LLC,Raymond James & Associates Inc.,Raymond James & Associates Inc.,Raymond James,705,705,Raymond James/OSM/Large Cap Value,Large Cap Value,SAUSA001QU,Dual Contract,Dual,Large Cap Value,LV,U.S. Equity,2,,,,,N/A,,,,,N/A,2257434.64,0,0,0,N/A,2415763.69,0,0,0,N/A,2438793.83,0,0,0,N/A,2480757.58,0,0,0,N/A,2562541.67,0,0,0,N/A,2718851.26,0,0,0,N/A,,,,,N/A,2659879.78,0,0,0,N/A
Lord Abbett & Co LLC,Raymond James & Associates Inc.,"Crown Capital Securities, LP",Raymond James,705,705,Raymond James/Consulting Services/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Trad,Large Cap Value,LV,U.S. Equity,2,471543.98,0,0,0,N/A,490789.3,0,0,0,N/A,508945.64,,,,N/A,548232.71,,,,N/A,555926.61,,,,N/A,566037.36,,,,N/A,583216.89,,,,N/A,616215.93,0,0,0,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,Raymond James & Associates Inc.,Dynamic Wealth Advisors,Raymond James,705,705,Raymond James/Consulting Services/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Trad,Large Cap Value,LV,U.S. Equity,3,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,1301903.78,0,0,0,N/A
Lord Abbett & Co LLC,Raymond James & Associates Inc.,Raymond James & Associates Inc.,Raymond James,705,705,Raymond James/Consulting Services/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Trad,Large Cap Value,LV,U.S. Equity,16,2370541.39,0.2,0,0.2,N/A,2208509.96,0,-0.3,-0.3,N/A,2285401.96,0,0,0,N/A,2444366.1,0,0,0,N/A,2756483.39,0.6,-0.3,0.3,N/A,2736536.14,0,-0.1,-0.1,N/A,2814447.38,0,0,0,N/A,2323876.51,0,-0.6,-0.6,N/A,,,,,N/A,2204558.11,0,0,0,N/A
Lord Abbett & Co LLC,Raymond James & Associates Inc.,Raymond James Financial Services,Raymond James,705,705,Raymond James/Consulting Services/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Trad,Large Cap Value,LV,U.S. Equity,11,1896089.75,0,-0.2,-0.2,N/A,1965086.52,0,0,0,N/A,2024221.47,0,0,0,N/A,2164670.03,0,0,0,N/A,2182287.88,0,0,0,N/A,1522148.64,0,-0.7,-0.7,N/A,1554938.74,0,0,0,N/A,1468231,0.2,-0.3,-0.2,N/A,,,,,N/A,1474085.8,0,0,0,N/A
Lord Abbett & Co LLC,Raymond James & Associates Inc.,Raymond James & Associates Inc.,Raymond James,705,705,Raymond James/Consulting Services/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Trad,Large Cap Value,LV,U.S. Equity,1,713115.82,,,,N/A,742409.71,,,,N/A,770022.68,,,,N/A,829598.17,,,,N/A,841354.71,,,,N/A,856844.11,,,,N/A,883037.11,,,,N/A,933335.96,0,0,0,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,Raymond James & Associates Inc.,Raymond James & Associates Inc.,Raymond James,705,705,Raymond James/OSM/Long (National) Muni,Long Municipal,SAUSA001R5,Dual Contract,Dual,Muni National Long,ML,Tax Free Fixed Income,3,,,,,N/A,,,,,N/A,4201401.31,,,,N/A,3642559.28,,,,N/A,3687001.78,,,,N/A,3769102.58,,,,N/A,3813679.15,,,,N/A,3855153.76,,,,N/A,3798000.16,,,,N/A,3809898.54,,,,N/A
Lord Abbett & Co LLC,Raymond James & Associates Inc.,Raymond James & Associates Inc.,Raymond James,705,705,Raymond James/Consulting Services/Long (National) Muni,Long Municipal,SAUSA001R5,Traditional,Trad,Muni National Long,ML,Tax Free Fixed Income,170,117434109.8,1.6,-1,0.6,N/A,125232130.5,4.3,-1.4,2.9,N/A,124154411.8,2.6,-0.6,2,N/A,121042373.7,3.9,-1.9,2,N/A,129451202.7,10.2,-3,7.2,N/A,128458265.1,1.2,-5.2,-4,N/A,124576184.3,2,-6.4,-4.5,N/A,128397783.2,5.1,-2.1,3.1,N/A,130227414.1,5,-1.8,3.2,N/A,138364321.8,9.4,-2,7.4,N/A
Lord Abbett & Co LLC,Raymond James & Associates Inc.,Raymond James Financial Services,Raymond James,705,705,Raymond James/Consulting Services/Long (National) Muni,Long Municipal,SAUSA001R5,Traditional,Trad,Muni National Long,ML,Tax Free Fixed Income,138,55627420.01,4.2,-0.9,3.3,N/A,58387280.78,1.4,-0.8,0.6,N/A,62252374.55,3.8,-1.1,2.6,N/A,58482585.62,0.8,-1.6,-0.7,N/A,57307906.14,1.9,-3.7,-1.8,N/A,66111529.7,11.2,-3.6,7.6,N/A,66002262.35,1.6,-2,-0.4,N/A,68091207.24,4.3,-3.3,1,N/A,66983161.43,3.5,-3,0.4,N/A,70724878.79,4.7,-1.5,3.2,N/A
Lord Abbett & Co LLC,Raymond James & Associates Inc.,"Uhlmann Price Securities, LLC",Raymond James,705,705,Raymond James/Consulting Services/Long (National) Muni,Long Municipal,SAUSA001R5,Traditional,Trad,Muni National Long,ML,Tax Free Fixed Income,1,545971.92,0,0,0,N/A,559208.5,0,0,0,N/A,547325.25,0,0,0,N/A,522947.04,0,0,0,N/A,1069919.31,0.5,0,0.4,N/A,1085859.81,0,0,0,N/A,1058582.25,0,-0.1,0,N/A,1069042.03,0,0,0,N/A,1034470.91,0,0,0,N/A,1028553.06,0,0,0,N/A
Lord Abbett & Co LLC,Raymond James & Associates Inc.,Raymond James & Associates Inc.,Raymond James,705,705,Raymond James/Consulting Services/Government,Government,SAUSA025C,Traditional,Trad,Intermediate Gov,GI,Taxable Fixed Income,27,8466214.34,1,-0.1,0.8,N/A,8600517.88,0,0,0,N/A,8566668.37,0.7,-0.1,0.6,N/A,7442415.6,0,-1.1,-1.1,N/A,7625488.7,0.8,-0.7,0.2,N/A,8111198.41,0.5,0,0.4,N/A,8920907.1,1.7,-0.9,0.8,N/A,9096310.7,0.6,-0.4,0.2,N/A,9170565.24,0.2,0,0.2,N/A,9244927.27,0.2,-0.1,0.1,N/A
Lord Abbett & Co LLC,Raymond James & Associates Inc.,Raymond James Financial Services,Raymond James,705,705,Raymond James/Consulting Services/Government,Government,SAUSA025C,Traditional,Trad,Intermediate Gov,GI,Taxable Fixed Income,20,46427125.69,22,-6.1,15.9,N/A,48766754.34,1.5,0,1.5,N/A,50657298.99,1.1,0,1.1,N/A,49026138.35,1,-0.6,0.3,N/A,49376088.03,0.2,0,0.2,N/A,48627231.63,0,-1.3,-1.3,N/A,48480936.36,0,-0.4,-0.4,N/A,47005279.54,0,-1.6,-1.6,N/A,45922763.12,0.3,-0.7,-0.4,N/A,32183906.94,0,-12.1,-12.1,N/A
Lord Abbett & Co LLC,Stifel Nicolaus & Company,Stifel Nicolaus & Company,Stifel,793,793,Stifel Nicolaus/Opportunity/Municipal 5-10 Year Ladder,Laddered Municipal,F00000ZDH7,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,1,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,999671.48,1,0,1,N/A,974277.16,,,,N/A,973744.49,,,,N/A
Lord Abbett & Co LLC,Stifel Nicolaus & Company,Stifel Nicolaus & Company,Stifel,793,793,Stifel Nicolaus/Horizon/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,8,36062738.6,0,-0.1,-0.1,N/A,36824990.6,0,-0.1,0,N/A,37150972.06,0.4,-0.1,0.3,N/A,35498093.53,0,-0.1,0,N/A,39199864.49,3.4,-0.4,3,N/A,39818718.75,0,-0.2,-0.2,N/A,39783006.65,0,-0.4,-0.4,N/A,40275861.09,1,-0.3,0.7,N/A,39399205.74,1,-0.4,0.6,N/A,41702263.66,1.4,-0.1,1.3,N/A
Lord Abbett & Co LLC,Stifel Nicolaus & Company,Stifel Nicolaus & Company,Stifel,793,793,Stifel Nicolaus/Horizon/Large Cap Value,Large Cap Value,SAUSA001QU,Dual Contract,Dual,Large Cap Value,LV,U.S. Equity,1,144938.02,,,,N/A,150855.32,,,,N/A,156278.83,,,,N/A,168302.3,,,,N/A,170515.43,,,,N/A,172748.32,0,0,0,N/A,177967.72,0,0,0,N/A,187902.49,,,,N/A,,,,,N/A,180432.13,,,,N/A
Lord Abbett & Co LLC,Stifel Nicolaus & Company,Stifel Nicolaus & Company,Stifel,793,793,Stifel Nicolaus/Opportunity/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Trad,Large Cap Value,LV,U.S. Equity,54,17776062.88,0.1,-0.3,-0.3,N/A,17075520.75,0,-1.4,-1.4,N/A,16759050.45,0,-1,-1,N/A,18125588.75,0.4,-0.3,0.1,N/A,18542434.25,0.3,-0.2,0.1,N/A,18131599.04,0.2,-0.9,-0.7,N/A,18167322.57,0.6,-1.1,-0.5,N/A,19565730.35,0.5,-0.2,0.4,N/A,,,,,N/A,18707494.1,0,0,0,N/A
Lord Abbett & Co LLC,Stifel Nicolaus & Company,Stifel Nicolaus & Company,Stifel,793,793,Stifel Nicolaus/Horizon/Long (National) Muni,Long Municipal,SAUSA001R5,Dual Contract,Dual,Muni National Long,ML,Tax Free Fixed Income,3,11506627.43,0,-0.1,-0.1,N/A,11973776.46,0,0,0,N/A,11793699.55,0,-0.1,-0.1,N/A,11241945.09,0,-0.1,-0.1,N/A,11315025.13,0,0,0,N/A,11553012.34,0,-0.1,-0.1,N/A,11621803.15,0,0,0,N/A,11780562.15,0,-0.1,-0.1,N/A,11513643,0,0,0,N/A,11556183.68,0,-0.1,-0.1,N/A
Lord Abbett & Co LLC,Stifel Nicolaus & Company,Stifel Nicolaus & Company,Stifel,793,793,Stifel Nicolaus/Opportunity/Long (National) Muni,Long Municipal,SAUSA001R5,Traditional,Trad,Muni National Long,ML,Tax Free Fixed Income,27,14889164.02,0,-0.1,-0.1,N/A,15840235.89,1,-0.7,0.4,N/A,16470824.75,1.3,-0.5,0.8,N/A,16980884.31,1.7,-0.1,1.6,N/A,13824691.45,0.5,-3.8,-3.3,N/A,14067107.65,0.4,-0.1,0.3,N/A,14144927.68,0.1,-0.5,-0.4,N/A,12139149.42,0.6,-2.6,-2,N/A,12284909.1,0.5,-0.1,0.4,N/A,11598907.42,0,-0.8,-0.8,N/A
Lord Abbett & Co LLC,"Envestnet Asset Management, Inc.",William Blair,William Blair,1252,1252,Envestnet/Separate Account Program/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,1,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,756791.71,0.8,0,0.8,N/A,758045.81,0,0,0,N/A
Lord Abbett & Co LLC,"Envestnet Asset Management, Inc.","William Blair & Company, L.L.C.",William Blair,1252,1252,Envestnet/Separate Account Program/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,1,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,3311256.87,3.3,0,3.3,N/A,3308453.86,,,,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Marketplace/Municipal 1-10 Year Ladder ,Laddered Municipal,F00000IML,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,1,540973.4,0,0,0,N/A,548184.97,0,0,0,N/A,549375.01,0,0,0,N/A,530586.54,0,0,0,N/A,537982.74,0,0,0,N/A,544833.4,0,0,0,N/A,549002.3,0,0,0,N/A,546323.52,,,,N/A,543908.93,0,0,0,N/A,544445.88,0,0,0,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Marketplace/Municipal 1-10 Year Ladder ,Laddered Municipal,F00000IML,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,2,1549319.18,0.8,0,0.8,N/A,806945.14,0,-0.8,-0.8,N/A,804041.21,0,0,0,N/A,775173.26,0,0,0,N/A,786138.11,0,0,0,N/A,798593.17,0,0,0,N/A,803470.16,0,0,0,N/A,799485.22,0,0,0,N/A,792661.84,0,0,0,N/A,793854.82,0,0,0,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Marketplace/Municipal 1-10 Year Ladder ,Laddered Municipal,F00000IML,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,1,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,473165.79,0.5,0,0.5,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Marketplace/Municipal 1-10 Year Ladder ,Laddered Municipal,F00000IML,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,3,1594761.29,0,0,0,N/A,1611658.53,0,0,0,N/A,1614152.42,0,0,0,N/A,1558365.28,0,0,0,N/A,1652117.95,0.1,0,0.1,N/A,1670839.7,0,0,0,N/A,1681334.69,0,0,0,N/A,1667534.3,,,,N/A,1652829.24,0,0,0,N/A,1653768.4,0,0,0,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Marketplace/Municipal 1-10 Year Ladder ,Laddered Municipal,F00000IML,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,2,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,493633.06,0.5,0,0.5,N/A,787391.74,0.3,0,0.3,N/A,1097785.73,0.3,0,0.3,N/A,1102175.35,0,0,0,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Marketplace/Short Municipal,Short Duration Municipal,F00000NB2W,Dual Contract,Dual,Muni National Short,MS,Tax Free Fixed Income,4,1473137.17,0,0,0,N/A,1485708.18,0,0,0,N/A,1482506.34,0,0,0,N/A,723489.19,0,-0.7,-0.7,N/A,732958.3,0,0,0,N/A,737408.5,0,0,0,N/A,740570.53,0,0,0,N/A,729223.91,,,,N/A,728374.26,0,0,0,N/A,728532.6,0,0,0,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Marketplace/Short Municipal,Short Duration Municipal,F00000NB2W,Dual Contract,Dual,Muni National Short,MS,Tax Free Fixed Income,1,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,196545.99,0.2,0,0.2,N/A,195219.14,0,0,0,N/A,196573.27,0,0,0,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Marketplace/Short Municipal,Short Duration Municipal,F00000NB2W,Dual Contract,Dual,Muni National Short,MS,Tax Free Fixed Income,21,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,8020686.46,8.1,0,8.1,N/A,12419407.07,4.9,-0.1,4.8,N/A,15443902.83,2.8,-0.1,2.7,N/A,16209620.81,0.8,-0.1,0.7,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Marketplace/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,2,641966.29,0,0,0,N/A,651924.51,0,0,0,N/A,651454.38,0,0,0,N/A,623007.97,0,0,0,N/A,633719.5,0,0,0,N/A,643847.63,0,0,0,N/A,649028.71,0,0,0,N/A,646347.94,,,,N/A,636212.59,0,0,0,N/A,635025.25,0,0,0,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Marketplace/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,1,,,,,N/A,,,,,N/A,999073.9,1,0,1,N/A,945202.65,0,0,0,N/A,953766.61,0,0,0,N/A,977346.98,0,0,0,N/A,980246.96,0,0,0,N/A,982863.88,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Marketplace/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,3,1237651.06,0.2,0,0.2,N/A,1313187,0.3,-0.2,0,N/A,1505851.27,0.2,0,0.2,N/A,706439.08,0,-0.7,-0.7,N/A,1755352.27,1,0,1,N/A,1780538.31,0,0,0,N/A,1891208.45,0.1,0,0.1,N/A,1889989.88,,,,N/A,1859548.36,0,0,0,N/A,1861922.1,0,0,0,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Marketplace/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,4,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,3956297.15,4,0,4,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Marketplace/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,2,6799022.85,0,0,0,N/A,7405658.15,0.5,-0.1,0.4,N/A,7312909.88,0,-0.1,-0.1,N/A,6912279.84,0,-0.1,-0.1,N/A,6975566.84,0,-0.1,-0.1,N/A,6569120.43,0,-0.6,-0.6,N/A,6546371.51,0,-0.1,-0.1,N/A,6496252.43,0,-0.1,-0.1,N/A,6308450.71,0,-0.1,-0.1,N/A,6284805.5,0,0,0,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Marketplace/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,2,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,1694666.14,,,,N/A,1687667.5,,,,N/A,1656006.39,0,0,0,N/A,1667417.11,0,0,0,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","HighTower Securities, LLC",High Tower,5393,5393,Charles Schwab/Marketplace/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,4,7896542.84,0,0,0,N/A,8056990.48,0,0,0,N/A,8048196.06,,,,N/A,7970971.08,0.4,0,0.4,N/A,8086838.69,0,0,0,N/A,8267251.86,0,0,0,N/A,8320708.28,,,,N/A,8075954.13,0,-0.3,-0.3,N/A,7713820.01,0,-0.2,-0.2,N/A,9117250.98,0,0,0,N/A
