AssetManager,TampRIAPlatform,SponsorFirm,SponsorFirmCode,SponsorFirmId,DoverSponsorFirmId,AdvisoryPlatform,SmaStrategy,MorningstarStrategyId,SmaProductType,SmaProductTypeCode,MorningstarClass,MorningstarClassId,Mstar classification_name,TotalAccounts,1Q 2016 a,1Q 2016 g,1Q 2016 r,1Q 2016 n,1Q 2016 d,2Q 2016 a,2Q 2016 g,2Q 2016 r,2Q 2016 n,2Q 2016 d,3Q 2016 a,3Q 2016 g,3Q 2016 r,3Q 2016 n,3Q 2016 d,4Q 2016 a,4Q 2016 g,4Q 2016 r,4Q 2016 n,4Q 2016 d,1Q 2017 a,1Q 2017 g,1Q 2017 r,1Q 2017 n,1Q 2017 d,2Q 2017 a,2Q 2017 g,2Q 2017 r,2Q 2017 n,2Q 2017 d,3Q 2017 a,3Q 2017 g,3Q 2017 r,3Q 2017 n,3Q 2017 d,4Q 2017 a,4Q 2017 g,4Q 2017 r,4Q 2017 n,4Q 2017 d,1Q 2018 a,1Q 2018 g,1Q 2018 r,1Q 2018 n,1Q 2018 d,2Q 2018 a,2Q 2018 g,2Q 2018 r,2Q 2018 n,2Q 2018 d
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,Wells Fargo Advisors PCG,Well Fargo,11025,11025,Wells Fargo Advisors/Masters/Municipal 1-10 Year Ladder ,Laddered Municipal,F00000IML,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,14,849318.42,0.8,0,0.8,N/A,854187.92,,,,N/A,1349014.15,0.5,0,0.5,N/A,480194.99,0,-0.8,-0.8,N/A,487090.33,0.4,0,0.4,N/A,682459.85,0,-0.2,-0.2,N/A,2815224.5,2.1,0,2.1,N/A,3371185.27,1.3,0,1.3,N/A,4168912.78,2.8,-0.5,2.3,N/A,4718851.03,0.6,-0.5,0.1,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,Wells Fargo Advisors WBS,Well Fargo,11025,11025,Wells Fargo Advisors/DMA/Municipal 1-10 Year Ladder ,Laddered Municipal,F00000IML,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,15,2545842.19,0.1,0,0.1,N/A,2699897.26,0.3,-0.1,0.1,N/A,3384371.59,0.7,-0.4,0.3,N/A,2362958.43,0,-0.5,-0.5,N/A,2529098.47,0.3,-0.1,0.1,N/A,2724726.65,0.2,0,0.2,N/A,2894647.59,0.2,0,0.2,N/A,2006591.17,0.9,-1.6,-0.6,N/A,1816825.32,0.3,-0.4,-0.2,N/A,3684821.21,1.9,0,1.9,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,Wells Fargo Advisors WBS,Well Fargo,11025,11025,Wells Fargo Advisors/Masters/Municipal 1-10 Year Ladder ,Laddered Municipal,F00000IML,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,5,275715.25,,,,N/A,277681.87,,,,N/A,277726.02,,,,N/A,267826.39,,,,N/A,270880.91,,,,N/A,1073826.36,1,-0.2,0.8,N/A,1072241.33,0,0,0,N/A,1063847.84,0,0,0,N/A,1050571.99,0,0,0,N/A,1956570.68,0.9,0,0.9,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,Wells Fargo Advisors Financial Network,Well Fargo,11025,11025,Wells Fargo Advisors/Private Advisory Network/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,1,1505391.31,0.6,0,0.5,N/A,1516825.88,0,0,0,N/A,1496227.09,0,0,0,N/A,1414685.24,0.4,0,0.4,N/A,1411408.22,0,0,0,N/A,1426364.11,0.3,0,0.3,N/A,1412060.58,0,0,0,N/A,1392815.71,0,0,0,N/A,1349086.46,0,0,0,N/A,1339555.77,0,0,0,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,Wells Fargo Advisors PCG,Well Fargo,11025,11025,Wells Fargo Advisors/Private Advisory Network/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,68,75021397.16,3.9,-0.8,3.1,N/A,77215076.18,3.1,-0.7,2.4,N/A,82084151.72,6.6,-1.6,5,N/A,52682241.42,1.1,-27,-25.9,N/A,53711144.3,0.8,-0.6,0.2,N/A,55160819.73,2.3,-1.7,0.6,N/A,56502805.41,5,-2.2,2.8,N/A,69726302.67,13.5,-0.3,13.2,N/A,68051466.32,1,-1.5,-0.5,N/A,63702354.29,1.2,-5.8,-4.6,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,Wells Fargo Advisors WBS,Well Fargo,11025,11025,Wells Fargo Advisors/Private Advisory Network/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,5,3972337.79,2,0,2,N/A,4043396.46,,,,N/A,4040810.5,0.3,0,0.3,N/A,3862216.55,0.7,0,0.7,N/A,2001630.92,0,-1.9,-1.9,N/A,2032383.91,,,,N/A,2065233.63,0,0,0,N/A,2053110.55,,,,N/A,12444295.39,1.8,0,1.8,N/A,13699668.97,,,,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,Arvest Wealth Management,Well Fargo,11025,11025,Wells Fargo Advisors/Masters/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,1,543060.42,,,,N/A,554025.68,,,,N/A,552058.53,,,,N/A,528725.18,,,,N/A,535305.66,,,,N/A,545729.21,,,,N/A,548073.98,,,,N/A,545505.07,,,,N/A,538288.43,,,,N/A,537957.45,,,,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,"Cutter & Company Brokerage, Inc.",Well Fargo,11025,11025,Wells Fargo Advisors/DMA/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,1,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,1705308.7,1.8,0,1.7,N/A,1561660.99,0,-0.1,-0.1,N/A,1574728.88,0,0,0,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,"Cutter & Company Brokerage, Inc.",Well Fargo,11025,11025,Wells Fargo Advisors/Masters/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,1,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,1603001.03,1.7,-0.1,1.6,N/A,1381822.59,0,-0.2,-0.2,N/A,1403418.45,0,0,0,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,"Rhodes Securities, Inc.",Well Fargo,11025,11025,Wells Fargo Advisors/DMA/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,1,,,,,N/A,335199.79,0.3,0,0.3,N/A,335493.43,0,0,0,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,Wells Fargo Advisors Financial Network,Well Fargo,11025,11025,Wells Fargo Advisors/DMA/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,11,4596914.91,0.3,-0.1,0.2,N/A,5160025.48,0.5,0,0.5,N/A,4895019.59,0,-0.3,-0.3,N/A,4607304.31,0.6,-0.6,-0.1,N/A,4945878.04,0.3,0,0.2,N/A,5030404.19,0,0,0,N/A,7297858.87,2.4,-0.2,2.2,N/A,7331958.52,0.1,0,0.1,N/A,7530498.82,0.5,-0.2,0.3,N/A,7685983.27,0.2,0,0.1,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,Wells Fargo Advisors Financial Network,Well Fargo,11025,11025,Wells Fargo Advisors/Masters/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,40,6847590.36,2.6,-1.7,0.9,N/A,7112695.28,0.4,-0.3,0.1,N/A,10058393.6,3,-0.1,3,N/A,10968229.04,1.2,-0.2,1,N/A,11222911.37,0.3,-0.2,0.1,N/A,13358111.6,1.9,-0.4,1.5,N/A,14118708.72,1.7,-1,0.7,N/A,11196801,0.4,-2.7,-2.3,N/A,10228336.53,0.6,-1.9,-1.3,N/A,11332125.44,0,-0.1,-0.1,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,Wells Fargo Advisors PCG,Well Fargo,11025,11025,Wells Fargo Advisors/DMA/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,49,5423379.87,0.3,0,0.3,N/A,6825992.33,1.6,-0.3,1.3,N/A,7438146.53,0.9,-0.2,0.6,N/A,7591706.38,0.8,-0.6,0.2,N/A,8716662.18,1.6,-0.6,1,N/A,9875662.85,1.8,-0.8,1,N/A,11992346.73,2.8,-0.7,2.1,N/A,14145572.52,3.6,-0.4,3.2,N/A,16716033.51,2,-0.1,1.8,N/A,17753477.87,1.3,-0.3,1,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,Wells Fargo Advisors PCG,Well Fargo,11025,11025,Wells Fargo Advisors/Masters/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,153,46713591.14,3.1,-3,0.1,N/A,58053912.37,9.3,-0.6,8.7,N/A,60705320.15,3.7,-0.9,2.8,N/A,59472989.82,4.1,-2.1,2,N/A,59894555.08,1.9,-2.5,-0.6,N/A,62249296.86,3.9,-2.9,0.9,N/A,68123972.98,4.6,-0.9,3.7,N/A,72972544.52,7.6,-2.9,4.7,N/A,74100120.55,10.7,-6.9,3.8,N/A,66572204.28,1.7,-9.4,-7.7,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,Wells Fargo Advisors WBS,Well Fargo,11025,11025,Wells Fargo Advisors/DMA/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,36,7041973.84,1.7,-0.1,1.7,N/A,7411311.54,0.6,-0.6,0,N/A,7878828.86,0.6,-0.1,0.5,N/A,8810297.48,1,0,1,N/A,9018288.85,1.1,-0.8,0.2,N/A,10228235.04,1.1,-0.2,0.9,N/A,10058415.23,1.8,-0.3,1.5,N/A,13986538.91,2.7,-0.4,2.3,N/A,14446348.14,1.8,-1.1,0.7,N/A,15614113.26,2,-0.4,1.6,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,Wells Fargo Advisors WBS,Well Fargo,11025,11025,Wells Fargo Advisors/Masters/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,45,6009763.91,0.3,-0.1,0.3,N/A,6112547.58,0.2,-0.6,-0.3,N/A,9296680.89,3.7,-0.7,3,N/A,12328294.85,3.3,-0.6,2.8,N/A,11670995.18,0.7,-0.8,-0.2,N/A,11920567.19,0.9,-0.9,0,N/A,12697408.52,0.4,-0.3,0.1,N/A,22024680.5,10.3,-0.9,9.5,N/A,13398607.79,1.7,-1.2,0.5,N/A,14643185.79,2.9,-0.4,2.5,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,Wells Fargo Advisors PCG,Well Fargo,11025,11025,Wells Fargo Advisors/Private Advisory Network/Balanced,Balanced,LABALANCE,Dual Contract,Dual,TBD,TBD,U.S. Equity,1,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,2526622.43,2.6,-0.1,2.5,N/A,2524594.09,0,-0.1,0,N/A,2616609.7,0,0,0,N/A,2515532.09,0,-0.1,-0.1,N/A,2452813.86,0,-0.1,-0.1,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors PCG,Wells Fargo Advisors PCG,Well Fargo,11025,11025,Wells Fargo Advisors/DMA/Balanced,Balanced,LABALANCE,Traditional,Trad,TBD,TBD,U.S. Equity,1,,,,,N/A,,,,,N/A,210601,0.2,0,0.2,N/A,217690,0,0,0,N/A,220087,0,0,0,N/A,0,0,-0.2,-0.2,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors PCG,Wells Fargo Advisors PCG,Well Fargo,11025,11025,Wells Fargo Advisors/DMA/Balanced,Balanced,LABALANCE,Traditional,Trad,TBD,TBD,U.S. Equity,14,972128,0,0,0,N/A,1122893,0.1,0,0.1,N/A,1148859,0,0,0,N/A,1826398,0.6,0,0.6,N/A,1969196,0.2,0,0.1,N/A,1932815,0.1,0,0.1,N/A,1808088,0,-0.3,-0.3,N/A,,,,,N/A,1623146,0,-0.3,-0.3,N/A,1872837,0.3,0,0.3,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors PCG,Wells Fargo Advisors PCG,Well Fargo,11025,11025,Wells Fargo Advisors/DMA/Balanced,Balanced,LABALANCE,Traditional,Trad,TBD,TBD,U.S. Equity,196,11718935,0.5,-0.2,0.3,N/A,14837187,2.2,-0.4,1.8,N/A,15136333,0,-0.1,-0.1,N/A,16167641,1.1,-0.6,0.5,N/A,15705201,2.2,-3.2,-1,N/A,20417246,5,-0.5,4.4,N/A,22113050,2.9,-0.7,2.2,N/A,,,,,N/A,31606472,5.5,-1,4.5,N/A,33277790,2.9,-1,1.9,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors PCG,Wells Fargo Advisors PCG,Well Fargo,11025,11025,Wells Fargo Advisors/DMA/Balanced,Balanced,LABALANCE,Traditional,Trad,TBD,TBD,U.S. Equity,25,856518,0,0,0,N/A,1835701,0.7,0,0.7,N/A,4486246,2.6,0,2.6,N/A,4724807,0.2,-0.1,0.2,N/A,5185993,0.8,-0.4,0.4,N/A,5591190,0.5,-0.1,0.3,N/A,5234693,0.2,-0.6,-0.5,N/A,,,,,N/A,4398157,0.1,-0.4,-0.4,N/A,4485323,0.5,-0.3,0.1,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,Wells Fargo Advisors Financial Network,Well Fargo,11025,11025,Wells Fargo Advisors/Private Advisory Network/Municipal Custom Range Ladder,Laddered Municipal,LACUSTLAD,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,3,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,1168239.62,1.2,0,1.2,N/A,921048.96,0,0,0,N/A,919025.95,0,-0.3,-0.3,N/A,907516.42,0,0,0,N/A,895339.92,0,0,0,N/A,894078.49,0,0,0,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,Wells Fargo Advisors PCG,Well Fargo,11025,11025,Wells Fargo Advisors/Private Advisory Network/Municipal Custom Range Ladder,Laddered Municipal,LACUSTLAD,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,1,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,499982.39,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,Wells Fargo Advisors Financial Network,Well Fargo,11025,11025,Wells Fargo Advisors/Private Advisory Network/Large Cap Value,Large Cap Value,SAUSA001QU,Dual Contract,Dual,Large Cap Value,LV,U.S. Equity,3,3788577.08,0,0,0,N/A,3948008.64,0,0,0,N/A,4102806.71,0,0,0,N/A,4403758.19,0,0,0,N/A,4467117.67,0,0,0,N/A,4500919.87,0,-0.1,-0.1,N/A,4645486.89,0,0,0,N/A,4910480.85,0,0,0,N/A,,,,,N/A,4658530.39,0,-0.1,-0.1,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,Wells Fargo Advisors PCG,Well Fargo,11025,11025,Wells Fargo Advisors/Private Advisory Network/Large Cap Value,Large Cap Value,SAUSA001QU,Dual Contract,Dual,Large Cap Value,LV,U.S. Equity,76,33413585.21,3.7,-0.3,3.4,N/A,32136302.88,0,-2.7,-2.7,N/A,32844468.32,0,-0.5,-0.5,N/A,34658720.21,0,-0.5,-0.4,N/A,34755625.48,0,-0.4,-0.4,N/A,30506656.16,0,-4.9,-4.9,N/A,30891308.24,0,-0.6,-0.6,N/A,27598345.83,0.5,-2.4,-1.9,N/A,,,,,N/A,25646403.97,0,-0.1,-0.1,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,Wells Fargo Advisors WBS,Well Fargo,11025,11025,Wells Fargo Advisors/Private Advisory Network/Large Cap Value,Large Cap Value,SAUSA001QU,Dual Contract,Dual,Large Cap Value,LV,U.S. Equity,2,106831.27,,,,N/A,111060.6,,,,N/A,115170.27,,,,N/A,123297.67,,,,N/A,124700.45,,,,N/A,228027.62,0.1,0,0.1,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors PCG,Wells Fargo Advisors PCG,Well Fargo,11025,11025,Wells Fargo Advisors/DMA/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Trad,Large Cap Value,LV,U.S. Equity,1,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,85102,0.1,0,0.1,N/A,,,,,N/A,98138,0,0,0,N/A,97422,0,0,0,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors PCG,Wells Fargo Advisors Financial Network,Well Fargo,11025,11025,Wells Fargo Advisors/DMA/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Trad,Large Cap Value,LV,U.S. Equity,8,1201176,0,0,0,N/A,1238377,0,0,0,N/A,1271025,0,0,0,N/A,1571736,0.2,0,0.2,N/A,1423565,0,-0.2,-0.2,N/A,1449618,0,0,0,N/A,1237750,0,-0.3,-0.3,N/A,,,,,N/A,1453876,0,0,0,N/A,1437809,0,0,0,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors PCG,Wells Fargo Advisors PCG,Well Fargo,11025,11025,Wells Fargo Advisors/DMA/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Trad,Large Cap Value,LV,U.S. Equity,79,8503260,0.5,-0.2,0.3,N/A,9097602,0.5,-0.2,0.3,N/A,8889809,0,-0.4,-0.4,N/A,9887770,0.4,-0.1,0.3,N/A,10614692,2.9,-2.5,0.5,N/A,10433029,0.6,-0.7,-0.1,N/A,10769176,0.1,-0.1,0,N/A,,,,,N/A,10533168,3.2,-3.1,0.1,N/A,9972193,0.1,-0.5,-0.4,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors PCG,Wells Fargo Advisors WBS,Well Fargo,11025,11025,Wells Fargo Advisors/DMA/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Trad,Large Cap Value,LV,U.S. Equity,10,760798,0,0,0,N/A,1091765,0.3,-0.1,0.2,N/A,1369275,0.3,0,0.3,N/A,1715461,0.2,0,0.2,N/A,1917005,0.2,0,0.2,N/A,1943385,0,0,0,N/A,2094875,0.1,0,0.1,N/A,,,,,N/A,2581092,0,-0.1,-0.1,N/A,1987890,0,-0.6,-0.6,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,Wells Fargo Advisors PCG,Well Fargo,11025,11025,Wells Fargo Advisors/Masters/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Trad,Large Cap Value,LV,U.S. Equity,1,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,2157455.09,0,-0.7,-0.7,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,Wells Fargo Advisors Financial Network,Well Fargo,11025,11025,Wells Fargo Advisors/Private Advisory Network/Long (National) Muni,Long Municipal,SAUSA001R5,Dual Contract,Dual,Muni National Long,ML,Tax Free Fixed Income,3,1737084.52,0,-0.1,-0.1,N/A,1791408.92,0,0,0,N/A,1755608.05,0,0,0,N/A,1667801.46,0,0,0,N/A,1672659.6,0,0,0,N/A,1677598.21,0,0,0,N/A,1673783.24,0,0,0,N/A,1689996,0,0,0,N/A,1647275.63,0,0,0,N/A,1645903.29,0,0,0,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,Wells Fargo Advisors PCG,Well Fargo,11025,11025,Wells Fargo Advisors/Private Advisory Network/Long (National) Muni,Long Municipal,SAUSA001R5,Dual Contract,Dual,Muni National Long,ML,Tax Free Fixed Income,10,8970720.19,0,0,0,N/A,7617376.33,0,0,0,N/A,8018524.91,1.2,0,1.1,N/A,6740697.88,0.4,-1.3,-0.9,N/A,6590538.91,1.2,-0.2,1,N/A,6704215.97,0,-0.1,-0.1,N/A,6753272.76,0,0,0,N/A,6865551.95,0,0,0,N/A,6718566.88,0,0,0,N/A,11318956.98,4.6,-0.1,4.6,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,Wells Fargo Advisors WBS,Well Fargo,11025,11025,Wells Fargo Advisors/Private Advisory Network/Long (National) Muni,Long Municipal,SAUSA001R5,Dual Contract,Dual,Muni National Long,ML,Tax Free Fixed Income,4,2605051.11,1,0,1,N/A,3237974.54,0.5,0,0.5,N/A,3191593.15,,,,N/A,3045374.75,,,,N/A,3057223.8,,,,N/A,2654718.34,0,-0.5,-0.5,N/A,2673301.25,,,,N/A,4506502.63,1.8,0,1.8,N/A,11706730.84,7.5,0,7.4,N/A,14057090.8,1,-0.1,1,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors PCG,Wells Fargo Advisors Financial Network,Well Fargo,11025,11025,Wells Fargo Advisors/Masters/Long (National) Muni,Long Municipal,SAUSA001R5,Traditional,Trad,Muni National Long,ML,Tax Free Fixed Income,8,5993690.12,0,0,0,N/A,6214152.65,,,,N/A,3983277.63,0,-2.2,-2.2,N/A,3515051.68,0.1,-0.4,-0.3,N/A,3557043.05,,,,N/A,3630014.86,0,0,0,N/A,3632721.9,0,0,0,N/A,3628024.45,0,-0.1,-0.1,N/A,3502008.4,0,-0.1,-0.1,N/A,3505050.33,0,0,0,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors PCG,Wells Fargo Advisors PCG,Well Fargo,11025,11025,Wells Fargo Advisors/DMA/Long (National) Muni,Long Municipal,SAUSA001R5,Traditional,Trad,Muni National Long,ML,Tax Free Fixed Income,1,,,,,N/A,,,,,N/A,4004826.47,,,,N/A,3841888.73,,,,N/A,3880884.65,0,0,0,N/A,3957934.43,0.1,-0.1,0,N/A,3985268.32,,,,N/A,4027450.2,,,,N/A,3945712.54,,,,N/A,3959707.44,,,,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors PCG,Wells Fargo Advisors PCG,Well Fargo,11025,11025,Wells Fargo Advisors/Masters/Long (National) Muni,Long Municipal,SAUSA001R5,Traditional,Trad,Muni National Long,ML,Tax Free Fixed Income,52,45948109.48,0.3,-1.2,-0.9,N/A,46227398.53,2.3,-4.1,-1.7,N/A,41613731.24,0.3,-0.5,-0.2,N/A,39402824.57,0,-0.3,-0.3,N/A,39061546.38,0.2,-1.1,-0.9,N/A,40481700.19,3.3,-4,-0.8,N/A,39629172.09,0.1,-0.9,-0.9,N/A,39066889.48,0.1,-1.5,-1.4,N/A,37731035.89,0,-0.2,-0.2,N/A,35726789.25,0,-2.3,-2.3,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors PCG,Wells Fargo Advisors WBS,Well Fargo,11025,11025,Wells Fargo Advisors/Masters/Long (National) Muni,Long Municipal,SAUSA001R5,Traditional,Trad,Muni National Long,ML,Tax Free Fixed Income,9,7483815.94,0,0,0,N/A,7749962.44,0,0,0,N/A,7324324.6,0,-0.4,-0.4,N/A,6990884.34,0,0,0,N/A,7060373.37,0,0,0,N/A,7131566.57,0,-0.1,-0.1,N/A,7168885.69,0,0,0,N/A,7248605.64,0,0,0,N/A,6144718.5,0,-1.3,-1.3,N/A,6124572.31,0,-0.1,-0.1,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,Wells Fargo Advisors WBS,Well Fargo,11025,11025,Wells Fargo Advisors/DMA/Long (National) Muni,Long Municipal,SAUSA001R5,Traditional,Trad,Muni National Long,ML,Tax Free Fixed Income,1,168372.72,0.1,-0.1,0,N/A,174891.2,0,0,0,N/A,124784.75,0,-0.1,-0.1,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,Wells Fargo Advisors WBS,Well Fargo,11025,11025,Wells Fargo Advisors/Masters/Long (National) Muni,Long Municipal,SAUSA001R5,Traditional,Trad,Muni National Long,ML,Tax Free Fixed Income,3,271771.44,0,0,0,N/A,281287.6,0,0,0,N/A,275054.48,0,0,0,N/A,260410.7,0,0,0,N/A,261113.11,0,0,0,N/A,266584.84,0,0,0,N/A,264436.8,0,0,0,N/A,266357.72,0,0,0,N/A,893857.35,0.3,-0.3,0,N/A,892940.78,0,0,0,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,Wells Fargo Advisors WBS,Well Fargo,11025,11025,Wells Fargo Advisors/Masters/Long (National) Muni,Long Municipal,SAUSA001R5,Traditional,Trad,Muni National Long,ML,Tax Free Fixed Income,3,1263432.37,0,0,0,N/A,1310665.91,,,,N/A,1299513.56,,,,N/A,1231693.62,,,,N/A,1265813.68,0,0,0,N/A,1290800.07,0,0,0,N/A,1301644.9,,,,N/A,1689313.3,0.5,-0.1,0.4,N/A,1653682.15,,,,N/A,1640624.52,0,0,0,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,Wells Fargo Advisors WBS,Well Fargo,11025,11025,Wells Fargo Advisors/Masters/Long (National) Muni,Long Municipal,SAUSA001R5,Traditional,Trad,Muni National Long,ML,Tax Free Fixed Income,1,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,309332.03,,,,N/A,315645.13,,,,N/A,316542.6,,,,N/A,321585.62,,,,N/A,314656.2,,,,N/A,316236.43,,,,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,wells Fargo,Well Fargo,11025,11025,Wells Fargo Advisors/DMA/Long (National) Muni,Long Municipal,SAUSA001R5,Traditional,Trad,Muni National Long,ML,Tax Free Fixed Income,1,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,Wayne Hummer Investments L.L.C.,Well Fargo,11025,11025,Wells Fargo Advisors/Masters/Long (National) Muni,Long Municipal,SAUSA001R5,Traditional,Trad,Muni National Long,ML,Tax Free Fixed Income,1,384557.75,,,,N/A,398101.09,,,,N/A,395701.37,,,,N/A,375722.06,,,,N/A,379238.13,,,,N/A,387982.06,,,,N/A,390255.31,,,,N/A,396296.84,,,,N/A,388344.63,,,,N/A,389360.39,,,,N/A
Lord Abbett & Co LLC,Wells Fargo Advisors WBS,Wells Fargo Advisors Financial Network,Well Fargo,11025,11025,Wells Fargo Advisors/DMA/Long (National) Muni,Long Municipal,SAUSA001R5,Traditional,Trad,Muni National Long,ML,Tax Free Fixed Income,2,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,581227.31,0.6,0,0.6,N/A,580438.98,,,,N/A,588163.6,,,,N/A,575043.7,,,,N/A,475583.26,0,-0.1,-0.1,N/A
