AssetManager,TampRIAPlatform,SponsorFirm,SponsorFirmId,AdvisoryPlatform,AdvisoryPlatformCode,SmaStrategy,MorningstarStrategyId,SmaProductType,SmaProductTypeCode,MorningstarClass,MorningstarClassId,ManagerClass,TotalAccounts,1Q 2016 a,1Q 2016 g,1Q 2016 r,1Q 2016 n,1Q 2016 d,2Q 2016 a,2Q 2016 g,2Q 2016 r,2Q 2016 n,2Q 2016 d,3Q 2016 a,3Q 2016 g,3Q 2016 r,3Q 2016 n,3Q 2016 d,4Q 2016 a,4Q 2016 g,4Q 2016 r,4Q 2016 n,4Q 2016 d,1Q 2017 a,1Q 2017 g,1Q 2017 r,1Q 2017 n,1Q 2017 d,2Q 2017 a,2Q 2017 g,2Q 2017 r,2Q 2017 n,2Q 2017 d,3Q 2017 a,3Q 2017 g,3Q 2017 r,3Q 2017 n,3Q 2017 d,4Q 2017 a,4Q 2017 g,4Q 2017 r,4Q 2017 n,4Q 2017 d,1Q 2018 a,1Q 2018 g,1Q 2018 r,1Q 2018 n,1Q 2018 d
,,Morgan Stanley,149777,Select UMA,,Franklin Limited Maturity Municipal SMA,FTLMUNI,Traditional,Trad,,,,0.008,3.348141,0.16518327,0.12486342,0.04031985,0,3.353095,0.04979457,0.0722187,-0.02242413,0,4.118347,0.83496906,0.05784151,0.77712755,0,7.466762,0.08809117,0.01754688,0.07054429,0,7.381904,0,0.16499596,-0.16499596,0,7.271466,0,0.16803431,-0.16803431,0,7.195567,0.03015566,0.12674895,-0.09659329,0,7.205544,0.05695297,0,0.05695297,0,7.077234,0.12493322,0.21895315,-0.09401993,0
,,Morgan Stanley,149777,Fiducary Services,,Franklin Small Cap Growth SMA,F00000JRT2,Traditional,Trad,Small Growth,SG,,0,68.007175,1.14892342,4.45067365,-3.30175023,0,66.811986,0.19200637,3.66966002,-3.47765365,0,64.568884,0.13631688,8.56828606,-8.43196918,0,2.359301,0.05411513,2.13547542,-2.08136029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Morgan Stanley,149777,Fiducary Services,,Templeton Global Equity SMA,F00000V5RK,Traditional,Trad,World Large Stock,WS,,0,25.989292,0.4533365,2.7155971,-2.2622606,0,22.821775,0.01637414,2.22125911,-2.20488497,0,22.027658,0.02771895,1.81667204,-1.78895309,0,0,0.00496612,1.69742993,-1.69246381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Morgan Stanley,149777,Fiducary Services,,Templeton International Equity SMA,FOUSA08N04,Traditional,Trad,Foreign Large Value,FV,,0,95.813844,11.76480802,13.51917153,-1.75436351,0,83.175678,0.89084715,3.92027845,-3.0294313,0,83.309169,0.20487636,4.99702204,-4.79214568,0,2.275939,0,2.91357142,-2.91357142,0,1.032166,0,0.004,-0.004,0,0,0,0.004,-0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Morgan Stanley,149777,Fiducary Services,,Templeton World Balanced SMA,F00000V5RL,Traditional,Trad,World Allocation,IH,,0,22.11408,1.32484556,0.63191237,0.69293319,0,18.923357,0.01,0.8894157,-0.8794157,0,17.773218,0.026308,1.92433146,-1.89802346,0,0,0,0.41434989,-0.41434989,0,0,1.42039504,0,1.42039504,0,0,0,0,0,0,0,0.24182445,0,0.24182445,0,0,0,0,0,0,0,0,0.6,-0.6,0
,,Morgan Stanley,149777,Select UMA,,Templeton World Balanced SMA,F00000V5RL,Traditional,Trad,World Allocation,IH,,0.064,0,0,0,0,0,0.877509,0.1891857,0,0.1891857,0,0.442027,0.1422458,0.61914471,-0.47689891,0,17.280188,0,0.61528069,-0.61528069,0,16.557049,0.0065,0,0.0065,0,15.984701,0.025,1.04445398,-1.01945398,0,16.359635,0.31506369,0.67497381,-0.35991012,0,15.741774,0.11839316,1.11696193,-0.99856877,0,15.758519,1.76838894,0.90503691,0.86335203,0
,Envestnet Separate Acct Platform - Pershing,Pershing,7560,,,Franklin Inter Inv Grade Credit SMA,FT INVGR,Traditional,Trad,,,,0.001,0,0,0,0,0,13.1,13.1,0,13.1,0,13.075004,0,0,0,0,12.78595,0,0,0,0,12.879659,0,0,0,0,13.016683,0,0,0,0,13.105809,0,0,0,0,13.100339,0,0,0,0,12.876329,0,0,0,0
,Envestnet Separate Acct Platform - Pershing,Pershing,7560,,,Franklin Intermediate Fixed SMA,SAUSA001E1,Traditional,Trad,Intermediate-Term Bond,CI,,0.032,13.952364,1.818126,1.43262042,0.38550558,0,15.468642,1.84576021,0.50756116,1.33819905,0,14.448815,0.30577066,0.11505807,0.19071259,0,14.15085,0.31842477,0.30777051,0.01065426,0,17.592965,4.49913849,1.15139623,3.34774226,0,18.8438,0.6285408,0.07689713,0.55164367,0,20.148649,2.63498849,1.404546,1.23044249,0,18.9169,1.63964815,2.80937238,-1.16972423,0,17.763415,0.54305133,0.70133148,-0.15828015,0
,Envestnet Separate Acct Platform - Pershing,Pershing,7560,,,Franklin Intermediate Municipal SMA,SAUSA04AFH,Traditional,Trad,Muni National Interm,MI,,0.018,1.386133,0,0,0,0,1.416479,0,0,0,0,1.85572,0.4485,0.0021,0.4464,0,2.235172,0,0.0063,-0.0063,0,13.911103,11.62603161,0.0063,11.61973161,0,14.546622,0.00165626,0.009825,-0.00816874,0,15.425013,0.8074899,0.012625,0.7948649,0,14.900146,0.12301347,0.688275,-0.56526153,0,18.223332,1.67693874,0.08240647,1.59453227,0
,,PNC,129052,,,Franklin Inter Inv Grade Credit SMA,FT INVGR,Traditional,Trad,,,,0.002,1.156214,0,0.006,-0.006,0,1.170597,0,0.006,-0.006,0,1.168127,0,0.004,-0.004,0,1.136839,0,0.006,-0.006,0,2.342551,1.2,0.008,1.192,0,2.359985,0,0.006,-0.006,0,3.204811,0,0.006,-0.006,0,3.19556,0,0.006,-0.006,0,3.135051,0,0.006,-0.006,0
,Envestnet Separate Acct Platform - Schwab,Schwab,5393,,,Franklin Intermediate Fixed SMA,SAUSA001E1,Traditional,Trad,Intermediate-Term Bond,CI,,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122219,0,0,0,0,0.122448,0,0,0,0,0.123094,0,0,0,0,0.12333,0,0,0,0,0.122858,0,0,0,0,0.120872,0,0,0,0
,Envestnet Separate Acct Platform - Southwest Securities,Envestnet,31194, ,,Franklin Intermediate Municipal SMA,SAUSA04AFH,Traditional,Trad,Muni National Interm,MI,,0,1.308291,0,0,0,0,1.328776,0,0,0,0,1.324299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Stifel Nicholas,793,Opportunity,,Franklin Intermediate Fixed SMA,SAUSA001E1,Traditional,Trad,Intermediate-Term Bond,CI,,0.003,0.80509,0,0.02669267,-0.02669267,0,0.803459,0,0.01110081,-0.01110081,0,0.792582,0,0.01,-0.01,0,0.775385,0,0,0,0,0.226807,0,0.54981828,-0.54981828,0,0.227845,0,0.00067576,-0.00067576,0,0.228857,0,0,0,0,0.328188,0.10002463,0,0.10002463,0,0.323897,0,0,0,0
,,Stifel Nicholas,793,Opportunity,,Franklin Intermediate Municipal SMA,SAUSA04AFH,Traditional,Trad,Muni National Interm,MI,,0.02,34.501719,0.076069,1.79443925,-1.71837025,0,33.091745,0.00206508,1.95905074,-1.95698566,0,28.209203,3.68337603,8.49667009,-4.81329406,0,14.920123,4.57784785,12.75179646,-8.17394861,0,15.075354,0,0.01705,-0.01705,0,30.395842,15.37790144,0.33358789,15.04431355,0,30.910269,0.45,0.05955,0.39045,0,31.363227,0.75409067,0.025075,0.72901567,0,31.142672,0.45054296,0.33015013,0.12039283,0
,,Stifel Nicholas,793,Opportunity,,Franklin Limited Maturity Municipal SMA,FTLMUNI,Traditional,Trad,,,,0,0.800034,0,0.00567653,-0.00567653,0,0.799638,0,0.006,-0.006,0,0.477386,0,0.3206,-0.3206,0,0.400173,0,0.07,-0.07,0,0.404034,0,0,0,0,0.406385,0,0,0,0,0.40748,0,0,0,0,0.405844,0,0,0,0,0.319823,0,0.085,-0.085,0
,,Stifel Nicholas,793,Opportunity,,Templeton Global Equity SMA,F00000V5RK,Traditional,Trad,World Large Stock,WS,,0.002,0.094216,0,0,0,0,0.09208,0,0,0,0,0.098255,0,0,0,0,0.101981,0,0,0,0,0.732258,0.623759,0,0.623759,0,0.761155,0,0,0,0,0.793434,0,0,0,0,0.816353,0,0,0,0,0.802942,0,0,0,0
,,Stifel Nicholas,793,Opportunity,,Templeton International Equity SMA,FOUSA08N04,Traditional,Trad,Foreign Large Value,FV,,0.007,11.330017,0,1.35,-1.35,0,9.779024,0.1,1.3,-1.2,0,10.5124,0,0.09403285,-0.09403285,0,11.700869,1.00918304,0.0004,1.00878304,0,14.509331,2,0.001,1.999,0,16.171672,0.825,0.0002,0.8248,0,16.617573,0.00101465,0.36573598,-0.36472133,0,17.198285,0,0,0,0,16.900519,0,0.0004,-0.0004,0
,,UBS,8174,Access,,Franklin Intermediate Municipal SMA,SAUSA04AFH,Traditional,Trad,Muni National Interm,MI,,0.332,376.337501,13.78946028,10.95139261,2.83806767,0,383.4056994,9.72561648,6.98055498,2.7450615,0,374.430447,8.67684026,16.35326564,-7.67642538,0,355.388561,6.62937771,14.05669506,-7.42731735,0,351.871903,3.87101413,14.79236942,-10.92135529,0,353.597809,8.52865565,9.56322433,-1.03456868,0,354.3123584,12.05100881,12.4403431,-0.38933429,0,343.95256,6.7440799,16.98727057,-10.24319067,0,336.669081,10.15714426,11.49575387,-1.33860961,0
,,UBS,8174,Access,,Franklin Intermediate Municipal SMA,SAUSA04AFH,Traditional,Trad,Muni National Interm,MI,,0.08,95.493532,2.60924292,3.11805154,-0.50880862,0,97.2808837,4.02407674,3.74258572,0.28149102,0,94.209789,2.49368746,5.28133719,-2.78764973,0,88.969023,0.3261362,3.00239218,-2.67625598,0,82.098867,1.42998865,6.57437651,-5.14438786,0,85.53602,3.4015446,0.98292737,2.41861723,0,87.32621458,1.65817028,0.70970375,0.94846653,0,87.42335796,1.30584105,1.00468696,0.30115409,0,86.31784607,2.81038494,4.43165219,-1.62126725,0
,,UBS,8174,Access,,Franklin Limited Maturity Municipal SMA,FTLMUNI,Traditional,Trad,,,,0.002,1.505912,0,0.03,-0.03,0,1.51243,0,0,0,0,1.4974,0,0.011,-0.011,0,1.471339,0,0,0,0,1.446676,0,0.036,-0.036,0,1.452835,0,0.005,-0.005,0,1.455212,0,0,0,0,1.444549,0,0,0,0,1.431429,0,0,0,0
,,Wells Fargo,11025,Masters,,Franklin Inter Inv Grade Credit SMA,FT INVGR,Traditional,Trad,,,,0.004,6.582621,0.2,0.06962977,0.13037023,0,6.637654,0,0.06158406,-0.06158406,0,0.726237,0,5.92077027,-5.92077027,0,0.694394,0,0.0145,-0.0145,0,0.69522,0,0.006,-0.006,0,0.694729,0,0.0045,-0.0045,0,0.697947,0,0.0045,-0.0045,0,0.688049,0,0.0095,-0.0095,0,2.066997,0.453944,0.0045,0.449444,0
,,Wells Fargo,11025,DMA,,Franklin Inter Inv Grade Credit SMA,FT INVGR,Traditional,Trad,,,,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711199,0.18908542,0.01817612,0.1709093,0
,,Wells Fargo,11025,Masters,,Franklin Intermediate Fixed SMA,SAUSA001E1,Traditional,Trad,Intermediate-Term Bond,CI,,0.302,125.133147,5.22633096,8.31233405,-3.08600309,0,137.775606,14.51337002,3.42365454,11.08971548,0,145.249673,10.56746813,2.94728833,7.6201798,0,138.514366,4.25536989,7.83183174,-3.57646185,0,138.752814,6.8398042,8.88068727,-2.04088307,0,138.730483,5.95514915,6.90781405,-0.9526649,0,123.913947,4.26140445,18.92877402,-14.66736957,0,125.473794,8.3031836,5.29203299,3.01115061,0,108.4515981,2.45046987,16.41846168,-13.96799181,0
,,Wells Fargo,11025,DMA,,Franklin Intermediate Fixed SMA,SAUSA001E1,Traditional,Trad,Intermediate-Term Bond,CI,,0.203,32.176702,5.6004466,3.23934382,2.36110278,0,34.895879,5.57808625,3.00560198,2.57248427,0,37.816739,6.35725488,3.57712414,2.78013074,0,36.224234,2.38633179,3.26480155,-0.87846976,0,39.218823,4.82412471,1.81884316,3.00528155,0,40.965139,2.99054199,1.47719437,1.51334762,0,41.60740097,3.89664306,3.89187048,0.00477258,0,41.744043,4.12680894,5.18303987,-1.05623093,0,41.587585,3.2418363,2.12586237,1.11597393,0
,,Wells Fargo,11025,Masters,,Franklin Intermediate Government SMA,FTINTGOV,Traditional,Trad,,GI,,0.006,1.829373,0,0.1131607,-0.1131607,0,1.78186,0,0.06011873,-0.06011873,0,1.770423,0,0.0025,-0.0025,0,1.692072,0,0.0396442,-0.0396442,0,1.693041,0,0.0037,-0.0037,0,1.692709,0,0.00219664,-0.00219664,0,1.690923,0,0.0025,-0.0025,0,1.64168,0,0.03926814,-0.03926814,0,1.626676,0,0.0015,-0.0015,0
,,Wells Fargo,11025,Masters,,Franklin Intermediate Municipal SMA,SAUSA04AFH,Traditional,Trad,Muni National Interm,MI,,0.39,413.060693,7.03503139,15.48356376,-8.44853237,0,416.769328,10.4815984,14.23784668,-3.75624828,0,407.401425,12.14826236,19.3381494,-7.18988704,0,392.964305,10.34468075,12.8090466,-2.46436585,0,394.623631,8.85676867,9.6976757,-0.84090703,0,378.273334,12.6250988,29.37727876,-16.75217996,0,380.204111,7.15381875,7.07738438,0.07643437,0,356.8043169,7.39795433,29.76229508,-22.36434075,0,330.869849,9.89444249,19.32067263,-9.42623014,0
,,Wells Fargo,11025,DMA,,Franklin Intermediate Municipal SMA,SAUSA04AFH,Traditional,Trad,Muni National Interm,MI,,0.093,36.575212,4.87576974,3.1828506,1.69291914,0,35.28965,2.32400576,4.24722332,-1.92321756,0,35.878964,2.20396142,1.45472671,0.74923471,0,36.373164,3.01432278,1.4457716,1.56855118,0,35.659385,2.89222899,4.64479054,-1.75256155,0,36.725401,2.04926598,1.54720257,0.50206341,0,38.469872,2.88494316,1.27359243,1.61135073,0,40.55561475,2.82994218,1.71146036,1.11848182,0,49.28957685,6.26484373,3.45257193,2.8122718,0
,,Wells Fargo,11025,Masters,,Franklin Limited Maturity Municipal SMA,FTLMUNI,Traditional,Trad,,,,0.002,13.718231,0,2.04627802,-2.04627802,0,13.831174,0,0,0,0,13.809355,0,0,0,0,13.583926,0.385,0.4,-0.015,0,13.157257,0,0.54673448,-0.54673448,0,13.265211,0.54673448,0,0.54673448,0,13.314923,0,0,0,0,13.245825,0,0,0,0,13.203147,0,0,0,0
,,Wells Fargo Bank,11025,,,Templeton International Equity SMA,FOUSA08N04,Traditional,Trad,Foreign Large Value,FV,,0.041,20.846947,0.64770342,2.42161094,-1.77390752,0,20.802065,1.49730671,0.55338237,0.94392434,0,24.031274,2.13267653,0.21713799,1.91553854,0,19.620615,0.61049757,5.25582163,-4.64532406,0,20.945605,0.13911436,0,0.13911436,0,22.294162,1.14641053,0.7244254,0.42198513,0,21.410558,0.32850529,2.13114064,-1.80263535,0,21.515973,0.73508336,1.21110145,-0.47601809,0,21.751448,0.75764155,0.00946235,0.7481792,0
,,,,,,Franklin Intermediate Fixed SMA,SAUSA001E1,Traditional,Trad,Intermediate-Term Bond,CI,,0.004,8.458392,0.03270807,0.18013854,-0.14743047,0,6.999459,0,1.53586253,-1.53586253,0,7.020172,0.23509387,0.20042523,0.03466864,0,5.351512,0.05,1.57304354,-1.52304354,0,5.191486,0,0.17996055,-0.17996055,0,3.854015,0,0.81418083,-0.81418083,0,2.940326,0,0.09576272,-0.09576272,0,1.964659,0,0.96516976,-0.96516976,0,1.184372,0,0.74997412,-0.74997412,0
,,,,,,Franklin Intermediate Municipal SMA,SAUSA04AFH,Traditional,Trad,Muni National Interm,MI,,0.054,36.482316,2.28110378,0.3252935,1.95581028,0,36.98820664,1.83917787,1.9577564,-0.11857853,0,35.832154,2.86147273,3.92069757,-1.05922484,0,35.556972,1.91517156,0.54986133,1.36531023,0,35.153035,0.42883925,1.2598165,-0.83097725,0,31.563915,0.11855489,3.76577434,-3.64721945,0,31.87949731,1.11405016,0.98694647,0.12710369,0,28.641584,0.60946714,3.48976652,-2.88029938,0,28.444408,3.58534198,1.41574144,2.16960054,0
,,,,,,Templeton Global Equity SMA,F00000V5RK,Traditional,Trad,World Large Stock,WS,,0,0.2878,0,0.07610775,-0.07610775,0,0.280773,0,0,0,0,0.299186,0,0,0,0,0.309884,0,0,0,0,0.32703,0,0,0,0,0.339075,0,0,0,0,0,0,0.33525309,-0.33525309,0,0,0,0,0,0,0,0,0,0,0
,,,,,,Templeton International Equity SMA,FOUSA08N04,Traditional,Trad,Foreign Large Value,FV,,0.013,5.827258,0.079,0.0183935,0.0606065,0,5.594314,0,0.04118743,-0.04118743,0,5.458073,0,0.49908794,-0.49908794,0,4.652253,0.0001185,0.87277529,-0.87265679,0,4.885121,0.00080438,0.06928846,-0.06848408,0,5.113637,0,0.02844225,-0.02844225,0,5.310499,0,0.05776747,-0.05776747,0,4.711978,0.22,0.98584341,-0.76584341,0,4.637209,0.38060095,0.37369218,0.00690877,0
,Schwab,Charles Schwab,5393,Market Place,,Franklin Small Cap Growth SMA,F00000JRT2,UMA,Model,Small Growth,SG,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32342001,-0.32342001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00082519,0.20058561,-0.19976042,0
