AssetManager,TampRIAPlatform,SponsorFirm,SponsorFirmId,AdvisoryPlatform,AdvisoryPlatformCode,SmaStrategy,MorningstarStrategyId,SmaProductType,SmaProductTypeCode,MorningstarClass,MorningstarClassId,ManagerClass,TotalAccounts,1Q 2016 a,1Q 2016 g,1Q 2016 r,1Q 2016 n,1Q 2016 d,2Q 2016 a,2Q 2016 g,2Q 2016 r,2Q 2016 n,2Q 2016 d,3Q 2016 a,3Q 2016 g,3Q 2016 r,3Q 2016 n,3Q 2016 d,4Q 2016 a,4Q 2016 g,4Q 2016 r,4Q 2016 n,4Q 2016 d,1Q 2017 a,1Q 2017 g,1Q 2017 r,1Q 2017 n,1Q 2017 d,2Q 2017 a,2Q 2017 g,2Q 2017 r,2Q 2017 n,2Q 2017 d,3Q 2017 a,3Q 2017 g,3Q 2017 r,3Q 2017 n,3Q 2017 d,4Q 2017 a,4Q 2017 g,4Q 2017 r,4Q 2017 n,4Q 2017 d,1Q 2018 a,1Q 2018 g,1Q 2018 r,1Q 2018 n,1Q 2018 d
,Schwab,Charles Schwab,5393,Market Place,,Franklin Small Cap Growth SMA,F00000JRT2,Dual,Dual ,Small Growth,SG,,0.001,5.328744,0.00076566,0.00048284,0.00028282,0,5.595465,0,0.00045296,-0.00045296,0,6.245145,0,0.00047569,-0.00047569,0,6.21024,0,0.00053037,-0.00053037,0,6.526703,0.0010354,0.00088068,0.00015472,0,6.702561,0,0.00055477,-0.00055477,0,7.078133,0.00045804,0.00099261,-0.00053457,0,7.583096,0,0,0,0,8.011047,0.00024635,0.13208103,-0.13183468,0
,,Callan Associates,T1259,Direct with FTPA,,Franklin Small Cap Growth SMA,F00000JRT2,Dual,Dual ,Small Growth,SG,,0,6.660546,0,0,0,0,0,6.68520552,0,6.68520552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Cap Trust,T1260,Direct with FTPA,,Franklin Small Cap Growth SMA,F00000JRT2,Dual,Dual ,Small Growth,SG,,0.001,11.640554,0,0,0,0,11.714495,0,0.5,-0.5,0,13.129043,0.00344493,0,0.00344493,0,12.647877,0.00048615,0.4,-0.39951385,0,13.262249,0.00236423,0,0.00236423,0,13.705858,0,0,0,0,14.490083,0,0,0,0,15.450971,0,0,0,0,16.265946,0.00239098,0.556835,-0.55444402,0
,,"Cardinal Investment Advisors, LLC",T1261,Direct with FTPA,,Templeton International Equity SMA,FOUSA08N04,Dual,Dual ,Foreign Large Value,FV,,0,35.925429,0,0,0,0,34.79001,0,0,0,0,37.218665,0,0,0,0,0,0,36.93076513,-36.93076513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Charles Schwab,Charles Schwab,5393,Market Place,,Franklin Inter Inv Grade Credit SMA,FT INVGR,Dual,Dual ,,,,0.004,6.59889,0.28,0.7269735,-0.4469735,0,6.995561,0.283,0,0.283,0,7.003545,0,0.019,-0.019,0,6.700602,0,0.159,-0.159,0,2.163674,0,4.55880743,-4.55880743,0,2.189296,0,0,0,0,1.955988,0,0.25,-0.25,0,1.963995,0.06808298,0.062,0.00608298,0,1.792534,0,0.138,-0.138,0
,Charles Schwab,Charles Schwab,5393,Market Place,,Franklin Intermediate Fixed SMA,SAUSA001E1,Dual,Dual ,Intermediate-Term Bond,CI,,0.003,3.79716,0,0.27253908,-0.27253908,0,3.621536,0,0.22075359,-0.22075359,0,3.622858,0,0,0,0,1.608037,0,1.94552089,-1.94552089,0,1.320721,0,0.29643991,-0.29643991,0,0.885487,0,0.44151337,-0.44151337,0,0.895373,0,0,0,0,0.894296,0,0,0,0,0.883474,0,0,0,0
,Charles Schwab,Charles Schwab,5393,Market Place,,Franklin Intermediate Government SMA,FTINTGOV,Dual,Dual ,,GI,,0.001,0,0,0,0,0,1.007521,1,0,1,0,1.006456,0,0,0,0,0.984208,0,0,0,0,0.989146,0,0,0,0,1.695065,0.7,0,0.7,0,1.698752,0,0,0,0,1.692692,0,0,0,0,1.906575,0.225,0,0.225,0
,Charles Schwab,Charles Schwab,5393,Market Place,,Franklin Intermediate Municipal SMA,SAUSA04AFH,Dual,Dual ,Muni National Interm,MI,,0.014,25.897031,0.2534621,6.27445885,-6.02099675,0,28.068934,1.73,0.03048122,1.69951878,0,28.991754,0.9999355,0.00751262,0.99242288,0,21.111715,0.325,7.2752718,-6.9502718,0,23.35781,6.1,4.14004298,1.95995702,0,28.114854,4.46833143,0.11409857,4.35423286,0,27.410199,0,1.77403209,-1.77403209,0,26.931741,1.2,1.66836523,-0.46836523,0,27.048976,0.8,0.44082461,0.35917539,0
,Charles Schwab,Charles Schwab,5393,Market Place,,Templeton International Equity SMA,FOUSA08N04,Dual,Dual ,Foreign Large Value,FV,,0,0.662846,0,0.68830079,-0.68830079,0,0.638674,0,0,0,0,0.681368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"DiMeo Schneider & Associates, LLC",T1262,Direct with FTPA,,Templeton International Equity SMA,FOUSA08N04,Dual,Dual ,Foreign Large Value,FV,,0,2.570464,0.59539901,0.0870362,0.50836281,0,2.307571,0.11813488,0.31321368,-0.1950788,0,2.441916,0.06681073,0.09986353,-0.0330528,0,2.240977,0.00066834,0.23835528,-0.23768694,0,2.382679,0.04767319,0.05491163,-0.00723844,0,2.455224,0.12948566,0.19094362,-0.06145796,0,2.572494,0.08941176,0.10032616,-0.0109144,0,2.581164,0.00762666,0.0919295,-0.08430284,0,2.43869,0.07956163,0.18711096,-0.10754933,0
,,Direct with FTPA,,Direct with FTPA,,Franklin Intermediate Fixed SMA,SAUSA001E1,dual,Dual ,Intermediate-Term Bond,CI,,0.001,6.909257,0.12605472,0,0.12605472,0,6.998499,0,0,0,0,7.000531,0,0,0,0,6.869187,0.00347435,0,0.00347435,0,6.908338,0,0,0,0,6.969064,0,0,0,0,7.008426,0,0,0,0,7.001023,0,0,0,0,6.914555,0,0,0,0
,,Direct with FTPA,,Direct with FTPA,,Franklin Intermediate Municipal SMA,SAUSA04AFH,Dual,Dual ,Muni National Interm,MI,,0.009,57.307391,0.07591372,0.26548838,-0.18957466,0,57.894965,0.02488302,0.38309527,-0.35821225,0,59.948249,2.40222146,0.25960695,2.14261451,0,63.233143,1.02647185,0.43951075,0.5869611,0,67.47336,3.82412481,0.29083623,3.53328858,0,68.143894,0.02502162,0.35588563,-0.33086401,0,68.324434,0.07207936,0.35047246,-0.2783931,0,68.758808,0.06893524,0.39129307,-0.32235783,0,67.843542,0.54881905,0.4141156,0.13470345,0
,,Direct with FTPA,,Direct with FTPA,,Franklin Limited Maturity Municipal SMA,FTLMUNI,Dual,Dual ,,,,0,6.788462,0,0.081,-0.081,0,6.708547,0,0.132,-0.132,0,6.697894,0,0.005,-0.005,0,6.564927,0,0.007,-0.007,0,6.06868,0,0.57016186,-0.57016186,0,6.117534,0,0.00024929,-0.00024929,0,0,0,6.11913905,-6.11913905,0,0,0,0,0,0,0,0,0,0,0
,,FiduciaryVest LLC,T1263,Direct with FTPA,,Templeton International Equity SMA,FOUSA08N04,Dual,Dual ,Foreign Large Value,FV,,0.002,41.38205,2.28219576,0.00760925,2.27458651,0,40.942054,0.96861323,0.14039434,0.82821889,0,43.925871,0.01014684,0.26781214,-0.2576653,0,44.567226,0.00925804,0.00897145,0.00028659,0,47.57491,0.2501659,0.4566446,-0.2064787,0,49.28192,0.00012584,1.11021556,-1.11008972,0,51.74021,0.00147293,0.1,-0.09852707,0,53.810159,0.00070613,0,0.00070613,0,52.899021,0.00088063,0,0.00088063,0
,,Fund Evaluation Group,T1264,Direct with FTPA,,Templeton International Equity SMA,FOUSA08N04,Dual,Dual ,Foreign Large Value,FV,,0,2.196288,0,0,0,0,0,0,2.22264244,-2.22264244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,"Gallagher Fiduciary Advisors, LLC",T1265,Direct with FTPA,,Templeton International Equity SMA,FOUSA08N04,Dual,Dual ,Foreign Large Value,FV,,0,24.504294,0.00280681,0.00120074,0.00160607,0,23.794953,0,0.00115965,-0.00115965,0,25.366525,0,0.0012715,-0.0012715,0,25.850792,0,0,0,0,29.07296,1.50052072,0.00141319,1.49910753,0,30.618539,0,0,0,0,32.173002,0,0.00333964,-0.00333964,0,33.275519,0.00072375,0,0.00072375,0,0,0,33.73030795,-33.73030795,0
,Lockwood,Lockwood,169735,Persing Advisor Soluitons ,,Franklin Intermediate Municipal SMA,SAUSA04AFH,Dual,Dual ,Muni National Interm,MI,,0.001,1.00743,1.000001,0,1.000001,0,1.036012,0,0,0,0,1.026439,0,0,0,0,0.978228,0,0,0,0,0.989769,0,0,0,0,1.009357,0,0,0,0,1.015127,0,0,0,0,1.014211,0,0,0,0,0.997141,0,0,0,0
,,Merrill Lynch,7691,ML One,,Franklin Intermediate Fixed SMA,SAUSA001E1,Dual,Dual ,Intermediate-Term Bond,CI,,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721279,0.34969999,0.00072187,0.34897812,0,0.711438,0,0.00105873,-0.00105873,0
,,Merrill Lynch,7691,ML One,,Franklin Small Cap Growth SMA,F00000JRT2,Dual,Dual ,Small Growth,SG,,0.002,54.311192,0,0.12159416,-0.12159416,0,56.817042,0,0.10075567,-0.10075567,0,61.295483,0,2.30482769,-2.30482769,0,60.720066,0,0.51210511,-0.51210511,0,63.888554,0.21307191,0.11149946,0.10157245,0,65.75862,0,0.12188571,-0.12188571,0,69.661177,0.01958219,0.00052342,0.01905877,0,74.384193,0,0.11935776,-0.11935776,0,77.995721,0.01139052,1.89484843,-1.88345791,0
,,Merrill Lynch,7691,ML One,,Templeton Global Equity SMA,F00000V5RK,Dual,Dual ,World Large Stock,WS,,0.001,1.222744,0.18958956,0.38409322,-0.19450366,0,1.197471,0,0,0,0,1.278236,0,0,0,0,1.321803,0,0.00401638,-0.00401638,0,1.394772,0,0,0,0,1.44994,0,0,0,0,1.514728,0,0.00456822,-0.00456822,0,1.564021,0,0,0,0,1.543019,0,0,0,0
,,Merrill Lynch,7691,ML One,,Templeton International Equity SMA,FOUSA08N04,Dual,Dual ,Foreign Large Value,FV,,0.001,0.598398,0,0.47124756,-0.47124756,0,0.577437,0,0.001122,-0.001122,0,0.616597,0,0.00108269,-0.00108269,0,0.626321,0,0.00038731,-0.00038731,0,0.667718,0.00012776,0,0.00012776,0,0,0.00035446,0.70689102,-0.70653656,0,0,0,0,0,0,0.953002,0,0,0,0,0.935495,0.00026048,0,0.00026048,0
,,Morgan Stanley,149777,,,FAS LCV,#N/A,Dual,Dual ,,,,0,1.902044,0,0.007,-0.007,0,1.97065,0,0.007,-0.007,0,1.996159,0,0,0,0,0,0,1.89978188,-1.89978188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Morgan Stanley,149777,Investment Mangement Services / Consulting Evaluation  Services,,Franklin Inter Inv Grade Credit >A+ SMA,FT INVGR,Dual,Dual ,,,,0.001,180.50267,6,0,6,0,182.068891,0,0,0,0,182.134036,0,0,0,0,180.552311,0,0,0,0,181.57579,0,0,0,0,182.564757,0,0,0,0,188.331749,5.00076821,0,5.00076821,0,193.12754,5.00101045,0,5.00101045,0,192.070958,0.00145785,0,0.00145785,0
,,Morgan Stanley,149777,Investment Mangement Services / Consulting Evaluation  Services,,Franklin Intermediate Municipal SMA,SAUSA04AFH,Dual,Dual ,Muni National Interm,MI,,0.036,118.044395,0.0555455,1.19822331,-1.14267781,0,119.947762,0.53797257,0.27220237,0.2657702,0,119.18499,0.01141997,0.46203053,-0.45061056,0,115.098554,0.07763721,0.5488088,-0.47117159,0,114.872063,0.0020933,1.62398639,-1.62189309,0,116.241544,1.20266945,1.49212549,-0.28945604,0,113.27387,0.20510417,3.79850866,-3.59340449,0,115.791522,3.26688444,0.53930502,2.72757942,0,105.78495,0.305,9.27821026,-8.97321026,0
,,Morgan Stanley,149777,Investment Mangement Services / Consulting Evaluation  Services,,Franklin Small Cap Growth SMA,F00000JRT2,Dual,Dual ,Small Growth,SG,,0.001,16.013869,1,0.15086548,0.84913452,0,16.259589,0,0.50083117,-0.50083117,0,17.907169,0.01120693,0.27091021,-0.25970328,0,17.643385,0.00388355,0.20096498,-0.19708143,0,17.738956,0,0.77596212,-0.77596212,0,17.548333,0.00045375,0.70097764,-0.70052389,0,17.645791,0.00165536,0.86596144,-0.86430608,0,9.872303,0,8.91374369,-8.91374369,0,10.073325,0.00597434,0.47284992,-0.46687558,0
,,Morgan Stanley,149777,Investment Mangement Services / Consulting Evaluation  Services,,Templeton Global Equity SMA,F00000V5RK,Dual,Dual ,World Large Stock,WS,,0.005,2.050036,0,0,0,0,1.987538,0.00136983,0.01,-0.00863017,0,1.881287,0.00018693,0,0.00018693,0,1.940761,0,0.0020083,-0.0020083,0,2.05565,0,0,0,0,2.751307,0.045253,0,0.045253,0,2.864655,0,0,0,0,4.053477,1.13270057,0.96415757,0.168543,0,3.740992,0,0.25482234,-0.25482234,0
,,Morgan Stanley,149777,Investment Mangement Services / Consulting Evaluation  Services,,Templeton International Equity SMA,FOUSA08N04,Dual,Dual ,Foreign Large Value,FV,,0.012,51.243194,0.615,0.03087617,0.58412383,0,45.387606,0.49025149,4.83163738,-4.34138589,0,48.831923,0.2780816,0.01626306,0.26181854,0,49.611671,0.35769714,0.20601924,0.1516779,0,47.946303,0.00591978,4.92379442,-4.91787464,0,50.345378,0.05809255,0.10994567,-0.05185312,0,62.831542,9.87541696,0.30276383,9.57265313,0,61.547287,0.00578958,3.41144082,-3.40565124,0,60.23163773,0.04012673,0.30866395,-0.26853722,0
,,"Morrison Fiduciary Advisors, Inc.",T1268,Direct with FTPA,,Templeton International Equity SMA,FOUSA08N04,Dual,Dual ,Foreign Large Value,FV,,0,12.031738,0,0,0,0,11.654751,0,0,0,0,12.467353,0,0,0,0,12.66325,0,0,0,0,13.505062,0,0,0,0,14.221987,0,0,0,0,14.949271,0,0,0,0,0,0,15.19798021,-15.19798021,0,0,0,0,0,0
,,Raymond James,705,Outside Manger (OSM),,Franklin Inter Inv Grade Credit SMA,FT INVGR,Dual,Dual ,,,,0,17.549167,0,0,0,0,17.835145,0,0,0,0,17.878709,0,0.00497063,-0.00497063,0,13.284236,0,4.21019875,-4.21019875,0,13.376554,0,0,0,0,13.516632,0,0,0,0,13.627754,0,0,0,0,13.606423,0,0,0,0,0,0,13.47004746,-13.47004746,0
,,Raymond James,705,Outside Manger (OSM),,Franklin Intermediate Fixed SMA,SAUSA001E1,Dual,Dual ,Intermediate-Term Bond,CI,,0.001,0.168409,0,0,0,0,0.170318,0,0,0,0,0.169993,0,0,0,0,0.166034,0,0,0,0,0.16673,0,0,0,0,0.167655,0,0,0,0,0.168325,0,0,0,0,0.414959,0,0.00037813,-0.00037813,0,0.243887,0,0.16482438,-0.16482438,0
,,Raymond James,705,Outside Manger (OSM),,Franklin Intermediate Municipal SMA,SAUSA04AFH,Dual,Dual ,Muni National Interm,MI,,0.013,4.404209,0.00010329,0.46195865,-0.46185536,0,4.236734,0.07589182,0.30813575,-0.23224393,0,5.75857,0.01696639,0.0016875,0.01527889,0,5.594608,0,0.00057978,-0.00057978,0,5.637142,0.00665,0.015,-0.00835,0,10.094316,0,0.00914063,-0.00914063,0,10.101589,0,0.043525,-0.043525,0,8.590614,0,1.49166159,-1.49166159,0,10.515988,0,0.23776622,-0.23776622,0
,,Raymond James,705,Outside Manger (OSM),,Templeton Global Equity SMA,F00000V5RK,Dual,Dual ,World Large Stock,WS,,0.001,0.711329,0,0.00062879,-0.00062879,0,0.674029,0,0.00703652,-0.00703652,0,0.720856,0,0.00308412,-0.00308412,0,0.734412,0,0.00191227,-0.00191227,0,0.78005,0,0.0011247,-0.0011247,0,0.815081,0,0.00473301,-0.00473301,0,0.841475,0,0.00315261,-0.00315261,0,0.820046,0,0.05000071,-0.05000071,0,0.802777,0,0.0013855,-0.0013855,0
,,Raymond James,705,Outside Manger (OSM),,Templeton International Equity SMA,FOUSA08N04,Dual,Dual ,Foreign Large Value,FV,,0.003,0.381496,0,0.22154008,-0.22154008,0,0.364763,0,0,0,0,0.392381,0,0,0,0,0.394209,0,0,0,0,0.419975,0,0,0,0,0.441127,0,0,0,0,0.461839,0,0,0,0,0.47726,0,0,0,0,0.465057,0,0,0,0
,,RBC Dain Rauscher,31194,Managed Account Program (MAP),,Franklin Intermediate Fixed SMA,SAUSA001E1,Dual,Dual ,Intermediate-Term Bond,CI,,0,1.261414,0,0.102,-0.102,0,1.254127,0,0.023,-0.023,0,1.204059,0,0.048,-0.048,0,1.150847,0,0.025,-0.025,0,1.108696,0,0.047,-0.047,0,1.049882,0,0.067,-0.067,0,1.01927,0,0.035,-0.035,0,0,0,1.0155333,-1.0155333,0,0,0,0,0,0
,,RBC Dain Rauscher,31194,Managed Account Program (MAP),,Franklin Intermediate Municipal SMA,SAUSA04AFH,Dual,Dual ,Muni National Interm,MI,,0,50.858506,0.82780117,0.22582916,0.60197201,0,51.870914,0.40543185,0.06588331,0.33954854,0,51.531082,0.11034722,0.28536375,-0.17501653,0,49.480589,0.00104833,0.71645725,-0.71540892,0,50.726062,0.93676539,0.18332054,0.75344485,0,50.232416,0,0.96745474,-0.96745474,0,49.790583,0,0.82551554,-0.82551554,0,54.490359,5.00435558,0.26344157,4.74091401,0,55.396788,2.0004216,0.54550209,1.45491951,0
,,RBC Dain Rauscher,31194,Managed Account Program (MAP),,Templeton International Equity SMA,FOUSA08N04,Dual,Dual ,Foreign Large Value,FV,,0,0.137227,0,0,0,0,0.136103,0.00385772,0,0.00385772,0,0.144349,0,0,0,0,0.14601,0,0,0,0,0.15434,0,0,0,0,0.162309,0,0,0,0,0.170387,0,0,0,0,0.17522,0,0,0,0,0.171529,0,0,0,0
,,Robert W. Baird,8158,Preferred Managers Program,,Franklin Intermediate Municipal SMA,SAUSA04AFH,Dual,Dual ,Muni National Interm,MI,,0.004,3.724362,0.025,0.0165,0.0085,0,3.766541,0,0.01759996,-0.01759996,0,3.740728,0.00015333,0.01665333,-0.0165,0,3.272739,0.025,0.39347524,-0.36847524,0,3.288341,0,0.022,-0.022,0,3.311933,0,0.0165,-0.0165,0,3.308216,0.00074608,0.0165,-0.01575392,0,3.325988,0.02951116,0.0165,0.01301116,0,3.275361,0,0.0165,-0.0165,0
,,"RVK, Inc.",T1269,N/A,,Templeton International Equity SMA,FOUSA08N04,Dual,Dual ,Foreign Large Value,FV,,0.006,99.108412,10.8,0.00919006,10.79080994,0,98.760001,3,0.01603931,2.98396069,0,87.717318,0,17.27922055,-17.27922055,0,89.047162,0,0,0,0,94.758546,0,0.02335997,-0.02335997,0,99.814092,0,0.00229787,-0.00229787,0,99.435319,0,5.3,-5.3,0,103.034292,0,0,0,0,108.226067,7.01696837,0,7.01696837,0
,,UBS,8174,Managed Accont Consulting,,Corp/Govt/Muni Blended,#N/A,Dual,Dual ,,,,0.001,0.129559,0,0,0,0,0.130401,0,0.001,-0.001,0,0.129911,0,0,0,0,0.124964,0,0,0,0,0.125984,0,0,0,0,0.127484,0,0,0,0,0.128122,0,0,0,0,0.127975,0,0,0,0,0.126197,0,0,0,0
,,UBS,8174,Managed Accont Consulting,,Franklin Intermediate Fixed SMA,SAUSA001E1,Dual,Dual ,Intermediate-Term Bond,CI,,0.006,4.55486,0,0.01300603,-0.01300603,0,4.568918,0,0.04223192,-0.04223192,0,4.553619,0,0.0117215,-0.0117215,0,4.414066,0,0.04644603,-0.04644603,0,4.372015,0,0.06180375,-0.06180375,0,4.394449,0,0.0021463,-0.0021463,0,3.334648,0,1.08057718,-1.08057718,0,2.754593,0,0.57236148,-0.57236148,0,2.983314,0.274,0.01182605,0.26217395,0
,,UBS,8174,Managed Accont Consulting,,Franklin Intermediate Municipal SMA,SAUSA04AFH,Dual,Dual ,Muni National Interm,MI,,0.014,48.09527,0.61470555,0.47956594,0.13513961,0,62.79396,14.34024301,0.49409598,13.84614703,0,48.620379,0,14.13591129,-14.13591129,0,45.776607,0.5,2.28236152,-1.78236152,0,44.150153,0.23,2.28461675,-2.05461675,0,44.393997,0,0.28711443,-0.28711443,0,44.399349,0,0.26383898,-0.26383898,0,44.05047,0.033,0.41195873,-0.37895873,0,43.607717,0.13495036,0.24001596,-0.1050656,0
,,UBS,8174,Managed Accont Consulting,,Franklin Limited Maturity Municipal SMA,FTLMUNI,Dual,Dual ,,,,0.001,2.237678,0,0.03162315,-0.03162315,0,2.25911,0,0.00441087,-0.00441087,0,2.223426,0,0.03285473,-0.03285473,0,2.166311,0,0.00300877,-0.00300877,0,2.161172,0,0.03316425,-0.03316425,0,2.182582,0,0.00135127,-0.00135127,0,2.170986,0,0.02225245,-0.02225245,0,2.15678,0,0.00120807,-0.00120807,0,2.103229,0,0.04221648,-0.04221648,0
,,UBS,8174,Managed Accont Consulting,,Franklin Small Cap Growth SMA,F00000JRT2,Dual,Dual ,Small Growth,SG,,0.004,4.887561,0.397,0,0.397,0,5.102021,0.025,0.025,0,0,4.272486,0.033814,1.30917427,-1.27536027,0,3.933798,0,0.31547699,-0.31547699,0,4.136974,0,0,0,0,4.259705,0,0,0,0,4.471327,0,0,0,0,4.748487,0,0,0,0,4.410439,0,0.68797648,-0.68797648,0
,,UBS,8174,Managed Accont Consulting,,Templeton Global Equity SMA,F00000V5RK,Dual,Dual ,World Large Stock,WS,,0.002,0.547617,0,0,0,0,0.529124,0,0.005,-0.005,0,0.564322,0,0,0,0,0.583571,0,0,0,0,0.616253,0,0,0,0,0.639849,0,0,0,0,0.667683,0,0,0,0,0.688513,0,0,0,0,0.678635,0,0,0,0
,,UBS,8174,Managed Accont Consulting,,Templeton International Equity SMA,FOUSA08N04,Dual,Dual ,Foreign Large Value,FV,,0.005,2.537063,0,0.01282928,-0.01282928,0,2.320778,0,0.13406273,-0.13406273,0,2.465017,0,0.0125,-0.0125,0,2.229613,0,0.24769101,-0.24769101,0,2.257145,0,0.1075,-0.1075,0,2.330915,0.00017261,0.0405,-0.04032739,0,2.403844,0,0.0375,-0.0375,0,2.43424,0,0.045,-0.045,0,2.348578,0,0.0375,-0.0375,0
,,UBS,8174,Managed Accont Consulting,,Templeton World Balanced SMA,F00000V5RL,Dual,Dual ,World Allocation,IH,,0.002,0.350276,0,0,0,0,0.34477,0,0,0,0,0.360349,0,0,0,0,0.22642,0,0.13733823,-0.13733823,0,0.235434,0,0,0,0,0.241735,0,0,0,0,0.248964,0,0,0,0,0.254917,0,0,0,0,0.251136,0,0.0001,-0.0001,0
,,ViaGem,T1271,Direct with FTPA,,Templeton International Equity SMA,FOUSA08N04,Dual,Dual ,Foreign Large Value,FV,,0,5.924698,0,0.00254671,-0.00254671,0,5.65376,0,0.00336157,-0.00336157,0,6.096709,0,0.00308613,-0.00308613,0,6.204131,0.0066169,0.001847,0.0047699,0,0,0,6.51145841,-6.51145841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Wells Fargo,11025,Network,,Franklin Intermediate Municipal SMA,SAUSA04AFH,Dual,Dual ,Muni National Interm,MI,,0.003,3.201507,0.385956,0.55937573,-0.17341973,0,3.257771,0,0.11391524,-0.11391524,0,3.242176,0,0.2738335,-0.2738335,0,3.132986,0,0.16836381,-0.16836381,0,3.161831,0,0.56266121,-0.56266121,0,3.204057,0.054129,0,0.054129,0,3.217577,0,0,0,0,3.227584,0,0.172489,-0.172489,0,3.191221,0,1.23667454,-1.23667454,0
,,Wells Fargo,11025,Network,,Franklin Small Cap Growth SMA,F00000JRT2,Dual,Dual ,Small Growth,SG,,0.003,6.016203,0,0.00085753,-0.00085753,0,6.180949,0,0.61776946,-0.61776946,0,6.574486,0,0,0,0,6.381686,0,0,0,0,6.134816,1.998972,0,1.998972,0,6.370459,0,0,0,0,6.696053,0,0,0,0,6.957914,0,0,0,0,6.147194,0,0.14828377,-0.14828377,0
,,Wells Fargo,11025,Network,,Templeton International Equity SMA,FOUSA08N04,Dual,Dual ,Foreign Large Value,FV,,0.003,0.951977,0,0,0,0,0.292128,0,0,0,0,0.311601,0,0,0,0,0.316145,0,0,0,0,2.380749,0,0,0,0,2.500567,0,0,0,0,2.62768,0,0,0,0,2.714094,0,0,0,0,2.519307,0,0,0,0
,Envestnet,Bear Stearns / JP Morgan,79,UMA,,Templeton International Equity SMA,FOUSA08N04,Model-Delivered,Model,Foreign Large Value,FV,,0.001,45.723463,0.963295,3.284803,0,-2.321508,45.560515,3.161208,8.774289,0,-5.613081,44.781544,2.340277,3.331885,0,-0.991608,43.760012,1.620874,2.130073,0,-0.509199,46.397068,1.603351,2.002377,0,-0.399026,48.697429,0.345915,1.287339,0,-0.941424,49.311637,1.309341,2.712597,0,-1.403256,38.342982,0.232686,10.968655,0,-10.735969,20.423707,0.34944,16.142767,0,-15.793327
,,Citi Private Bank,7059,Dynamic Allocation Portfolios,,Templeton Global Equity SMA,F00000V5RK,Model-Delivered,Model,World Large Stock,WS,,0,0.670042,0,0,0,0,0.652537,0,0,0,0,0.696904,0,0,0,0,0.737269,0,0,0,0,0.776553,0,0,0,0,0.727517,0,0.073767,-0.073767,-0.073767,0.688926,0,0,0,0,0.692757,0,0.008327,-0.008327,-0.008327,0.610168,0,0.073338,-0.073338,-0.073338
,,Citi Private Bank,7059,Dynamic Allocation Portfolios,,Templeton International Equity SMA,FOUSA08N04,Model-Delivered,Model,Foreign Large Value,FV,,0,2.484995,0,0.154712,-0.154712,-0.154712,2.120125,0,0.329667,-0.329667,-0.329667,1.978003,0.109564,0.266354,0,-0.15679,1.857846,0,0.089919,-0.089919,-0.089919,1.653689,0,0.318237,-0.318237,-0.318237,1.503565,0,0.208391,-0.208391,-0.208391,1.262005,0,0.303583,-0.303583,-0.303583,1.298961,0,0.018502,-0.018502,-0.018502,0.569664,0,0.698038,-0.698038,-0.698038
,ENVESTNET,Envestnet,104145,,,Franklin Rising Dividends SMA,F00000X34R,Model-Delivered,Model,Large Blend,LB,,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204894,0.221575,0,0.221575,0.221575
,ENVESTNET,Envestnet,104145,,,Templeton Global Equity SMA,F00000V5RK,Model-Delivered,Model,World Large Stock,WS,,0.001,4.70457,0.12,0.417556,0,-0.297556,4.443481,0.20985,0.430649,0,-0.220799,3.86634,0,0.928918,0,-0.928918,3.844382,0,0.405227,0,-0.405227,3.376749,0.101488,0.495441,0,-0.393953,3.169917,0,0.109933,0,-0.109933,2.90993,0,0.378295,0,-0.378295,2.724512,0,0.282278,-0.282278,-0.282278,2.554288,0.101505,0.216513,0,-0.115008
,ENVESTNET,Envestnet,104145,,,Templeton International Equity SMA,FOUSA08N04,Model-Delivered,Model,Foreign Large Value,FV,,0.001,0.433461,0,0.145866,0,-0.145866,0.563922,0.251037,0.111441,0,0.139596,0.378691,0.37944,0,0,0.37944,0.40033,0,0,0,0,0.418506,0,0,0,0,0.641809,0,0,0,0,1.096934,0.114535,0.288458,0,-0.173923,0.971055,0.610662,0,0.610662,0.610662,7.284906,6.090449,8.442823,0,-2.352374
